Date,Open,High,Low,Close,Adj Close,Volume
2020-08-13,2790.0,2820.0,2746.300048828125,2809.64990234375,2795.771484375,1299029
2020-08-14,2800.5,2843.5,2756.050048828125,2803.800048828125,2789.95068359375,2158769
2020-08-17,2812.800048828125,2934.10009765625,2810.0,2927.199951171875,2912.740966796875,2723654
2020-08-18,2927.0,2964.0,2905.300048828125,2924.14990234375,2909.705810546875,1530968
2020-08-19,2945.949951171875,2998.800048828125,2921.449951171875,2933.050048828125,2918.562255859375,2016727
2020-08-20,2912.0,2964.89990234375,2892.64990234375,2956.050048828125,2941.448486328125,1185217
2020-08-21,2978.699951171875,3049.75,2957.050048828125,3033.449951171875,3018.466064453125,2012976
2020-08-24,3037.0,3075.5,3001.050048828125,3015.050048828125,3000.1572265625,1706107
2020-08-25,3044.0,3052.949951171875,2957.85009765625,2969.75,2955.080810546875,1323587
2020-08-26,3110.0,3181.35009765625,3070.0,3160.75,3145.137451171875,4651022
2020-08-27,3159.0,3170.0,3107.5,3141.75,3126.231201171875,1431518
2020-08-28,3119.050048828125,3164.0,3050.64990234375,3059.300048828125,3044.1884765625,1838010
2020-08-31,3070.0,3088.89990234375,2966.10009765625,3006.050048828125,2991.20166015625,1808588
2020-09-01,3030.050048828125,3074.300048828125,2975.5,2995.60009765625,2980.80322265625,1357833
2020-09-02,3034.949951171875,3039.800048828125,2876.14990234375,2943.550048828125,2929.01025390625,2809547
2020-09-03,2975.0,3006.14990234375,2930.949951171875,2941.39990234375,2926.87060546875,1512714
2020-09-04,2918.85009765625,2976.5,2867.60009765625,2915.199951171875,2900.800048828125,1508195
2020-09-07,2930.0,2934.89990234375,2852.0,2860.14990234375,2846.022216796875,1476038
2020-09-08,2871.0,2903.199951171875,2852.0,2863.199951171875,2849.05712890625,1263479
2020-09-09,2847.0,2920.0,2830.199951171875,2904.0,2889.655517578125,1995585
2020-09-10,2920.0,2957.39990234375,2888.25,2948.75,2934.184326171875,1629594
2020-09-11,2949.14990234375,3007.699951171875,2948.75,2992.25,2977.4697265625,1525239
2020-09-14,3014.949951171875,3039.0,2956.0,3028.5,3013.540771484375,1537220
2020-09-15,3028.5,3051.699951171875,3005.050048828125,3037.14990234375,3022.147705078125,915275
2020-09-16,3033.0,3105.0,3024.64990234375,3056.199951171875,3041.103759765625,1603512
2020-09-17,3042.800048828125,3098.0,3030.050048828125,3061.0,3045.880126953125,914287
2020-09-18,3080.0,3121.85009765625,3075.10009765625,3112.64990234375,3097.27490234375,1362732
2020-09-21,3122.0,3124.449951171875,3033.050048828125,3055.35009765625,3040.258056640625,826132
2020-09-22,3040.0,3052.0,2960.0,3000.14990234375,2985.33056640625,1099375
2020-09-23,3000.5,3043.0,2924.949951171875,2956.75,2942.14501953125,1256820
2020-09-24,2911.35009765625,2949.0,2900.0,2918.300048828125,2903.885009765625,1020064
2020-09-25,2934.550048828125,3015.14990234375,2925.10009765625,3002.0,2987.17138671875,1263899
2020-09-28,3047.0,3095.75,2992.5,3088.89990234375,3073.64208984375,1422073
2020-09-29,3105.0,3222.050048828125,3104.5,3174.949951171875,3159.26708984375,3394236
2020-09-30,3198.0,3198.0,3135.0,3147.300048828125,3131.75390625,1175373
2020-10-01,3165.0,3199.0,3111.699951171875,3151.449951171875,3135.88330078125,1459005
2020-10-05,3225.0,3230.0,3094.199951171875,3129.199951171875,3113.7431640625,1374983
2020-10-06,3142.60009765625,3177.89990234375,3117.0,3136.35009765625,3120.858154296875,849216
2020-10-07,3140.0,3249.949951171875,3138.050048828125,3233.64990234375,3217.67724609375,2071160
2020-10-08,3250.0,3292.800048828125,3235.64990234375,3279.14990234375,3262.952392578125,1414044
2020-10-09,3300.0,3340.0,3267.050048828125,3327.39990234375,3310.964111328125,1358012
2020-10-12,3350.800048828125,3355.550048828125,3273.75,3284.699951171875,3268.474853515625,1438726
2020-10-13,3283.5,3303.0,3256.199951171875,3288.050048828125,3271.80859375,847392
2020-10-14,3303.0,3332.949951171875,3270.0,3310.800048828125,3294.4462890625,1188612
2020-10-15,3312.0,3379.550048828125,3290.10009765625,3314.300048828125,3297.928955078125,1817305
2020-10-16,3315.0,3394.89990234375,3301.0,3346.449951171875,3329.919921875,1461910
2020-10-19,3352.050048828125,3358.5,3230.550048828125,3248.699951171875,3232.65283203125,1056638
2020-10-20,3249.0,3292.5,3230.449951171875,3237.60009765625,3221.60791015625,1198126
2020-10-21,3250.0,3280.0,3132.14990234375,3178.35009765625,3162.650634765625,2045833
2020-10-22,3176.89990234375,3176.89990234375,3062.39990234375,3081.5,3066.27880859375,1640304
2020-10-23,3100.0,3152.949951171875,3089.89990234375,3111.050048828125,3095.682861328125,1707899
2020-10-26,3120.0,3120.0,2875.0,2897.949951171875,2883.63525390625,4182675
2020-10-27,2925.0,2977.89990234375,2855.550048828125,2911.949951171875,2897.566162109375,3089586
2020-10-28,2995.0,3035.0,2930.35009765625,2946.199951171875,2931.64697265625,5321192
2020-10-29,2935.0,2962.35009765625,2885.0,2894.0,2879.704833984375,2345545
2020-10-30,2913.89990234375,2928.5,2787.0,2799.800048828125,2785.97021484375,3110768
