Date,Open,High,Low,Close,Adj Close,Volume
2020-08-13,203.5,204.1999969482422,197.10000610351562,201.4499969482422,191.46092224121094,22698888
2020-08-14,201.60000610351562,203.35000610351562,195.5,196.39999389648438,186.6613311767578,28751298
2020-08-17,198.0500030517578,199.5,196.85000610351562,198.75,188.89480590820312,11740766
2020-08-18,199.89999389648438,199.89999389648438,197.25,198.5500030517578,188.70474243164062,12488159
2020-08-19,198.60000610351562,201.6999969482422,198.10000610351562,198.4499969482422,188.6096954345703,15474353
2020-08-20,197.0,197.1999969482422,194.5500030517578,195.8000030517578,186.0911102294922,16910449
2020-08-21,198.0,199.1999969482422,196.3000030517578,196.8000030517578,187.04150390625,17233813
2020-08-24,197.25,199.0,196.35000610351562,196.6999969482422,186.94647216796875,14737317
2020-08-25,197.25,198.3000030517578,195.10000610351562,195.39999389648438,185.7109375,15199264
2020-08-26,196.5,196.5500030517578,193.64999389648438,194.9499969482422,185.28323364257812,22631175
2020-08-27,198.5,198.89999389648438,193.89999389648438,194.25,184.6179656982422,47212216
2020-08-28,194.60000610351562,196.3000030517578,194.0500030517578,195.5500030517578,185.85350036621094,34645487
2020-08-31,199.0,199.0,190.0,191.10000610351562,181.6241455078125,96994911
2020-09-01,191.10000610351562,192.35000610351562,188.25,190.1999969482422,180.76876831054688,39779151
2020-09-02,191.3000030517578,193.0,189.64999389648438,191.35000610351562,181.86175537109375,20585374
2020-09-03,191.39999389648438,193.25,190.0,191.60000610351562,182.099365234375,15691462
2020-09-04,190.0,190.0,185.6999969482422,186.6999969482422,177.44232177734375,41389019
2020-09-07,187.25,190.5,180.8000030517578,189.10000610351562,179.72332763671875,32660563
2020-09-08,189.60000610351562,190.5500030517578,184.60000610351562,188.14999389648438,178.8204345703125,25589032
2020-09-09,185.5,186.25,182.3000030517578,183.8000030517578,174.68612670898438,27829564
2020-09-10,184.10000610351562,185.6999969482422,183.1999969482422,184.89999389648438,175.7315673828125,17784303
2020-09-11,184.89999389648438,186.5,182.75,183.9499969482422,174.8286895751953,19255948
2020-09-14,185.8000030517578,185.85000610351562,183.0,183.35000610351562,174.25843811035156,30992032
2020-09-15,184.0,184.1999969482422,180.8000030517578,181.8000030517578,172.78529357910156,30771790
2020-09-16,181.85000610351562,183.5,180.0500030517578,180.64999389648438,171.69232177734375,50641398
2020-09-17,180.8000030517578,181.5,177.8000030517578,178.60000610351562,169.74398803710938,33933262
2020-09-18,179.5500030517578,179.85000610351562,177.0,179.10000610351562,170.2191925048828,29782789
2020-09-21,180.0,180.60000610351562,175.0500030517578,175.75,167.03529357910156,23891325
2020-09-22,175.75,176.75,173.75,174.1999969482422,165.56214904785156,18529108
2020-09-23,174.9499969482422,177.5500030517578,171.6999969482422,172.5,163.9464569091797,61785000
2020-09-24,171.6999969482422,171.75,166.14999389648438,166.5500030517578,158.29148864746094,31486355
2020-09-25,168.89999389648438,171.1999969482422,167.0,170.75,162.28321838378906,26625318
2020-09-28,171.0,174.8000030517578,170.5,173.3000030517578,164.706787109375,23194638
2020-09-29,174.75,174.75,169.0,169.39999389648438,161.0001678466797,25615786
