Date,Open,High,Low,Close,Adj Close,Volume
2020-08-13,343.54998779296875,348.95001220703125,341.75,347.6499938964844,345.23138427734375,2707033
2020-08-14,353.75,353.75,343.6499938964844,348.1000061035156,345.67828369140625,3376980
2020-08-17,350.8500061035156,358.0,346.79998779296875,357.45001220703125,354.9632263183594,4507708
2020-08-18,356.8999938964844,359.5,354.5,357.45001220703125,354.9632263183594,2151389
2020-08-19,360.0,366.20001220703125,355.5,356.6499938964844,354.1687927246094,3269069
2020-08-20,354.95001220703125,357.1000061035156,347.95001220703125,353.6000061035156,351.1400146484375,3533915
2020-08-21,357.8999938964844,359.3500061035156,353.0,354.3500061035156,351.8847961425781,1341709
2020-08-24,358.3999938964844,363.29998779296875,347.6000061035156,349.0,346.572021484375,3488987
2020-08-25,351.8999938964844,352.0,341.0,346.1000061035156,343.69219970703125,3532971
2020-08-26,346.3500061035156,366.8999938964844,346.3500061035156,354.25,351.7854919433594,11568355
2020-08-27,356.0,357.45001220703125,349.54998779296875,350.54998779296875,348.1112060546875,2996658
2020-08-28,355.0,363.0,348.5,360.04998779296875,357.5451354980469,5406394
2020-08-31,365.0,378.3500061035156,352.0,355.75,353.2750549316406,19379155
2020-09-01,357.0,365.3500061035156,341.3999938964844,348.79998779296875,346.3733825683594,6726316
2020-09-02,352.95001220703125,363.5,344.1000061035156,359.8999938964844,357.39617919921875,5694675
2020-09-03,363.5,368.0,359.54998779296875,366.0,363.4537353515625,4285869
2020-09-04,363.3999938964844,363.3999938964844,351.1000061035156,353.0,350.544189453125,7628188
2020-09-07,355.0,357.95001220703125,347.20001220703125,352.04998779296875,349.60076904296875,3344349
2020-09-08,352.70001220703125,355.95001220703125,343.54998779296875,345.6000061035156,343.1956787109375,2339457
2020-09-09,344.3999938964844,346.29998779296875,335.3500061035156,343.8500061035156,341.4578552246094,3413201
2020-09-10,346.0,348.95001220703125,336.6000061035156,341.6000061035156,339.2235107421875,3892385
2020-09-11,341.0,343.8999938964844,333.45001220703125,342.5,340.1172180175781,4656343
2020-09-14,345.0,353.6000061035156,343.45001220703125,351.6499938964844,349.20355224609375,4221864
2020-09-15,355.1000061035156,356.79998779296875,351.0,352.6499938964844,350.1966247558594,2042309
2020-09-16,352.25,356.1000061035156,348.95001220703125,353.54998779296875,351.09033203125,1998091
2020-09-17,352.0,355.5,345.0,346.1000061035156,343.69219970703125,2433176
2020-09-18,348.70001220703125,359.79998779296875,347.1000061035156,357.8500061035156,355.3604431152344,4963124
2020-09-21,358.0,359.0,343.95001220703125,347.8500061035156,345.4300231933594,3086172
2020-09-22,347.8500061035156,348.3500061035156,327.1499938964844,332.29998779296875,329.9881896972656,4670128
2020-09-23,332.54998779296875,335.3500061035156,320.1499938964844,324.6000061035156,322.3417663574219,4281260
2020-09-24,321.54998779296875,322.95001220703125,312.1000061035156,313.75,311.5672302246094,6847625
2020-09-25,319.0,329.70001220703125,315.6000061035156,326.1499938964844,323.8809814453125,6282538
2020-09-28,327.79998779296875,343.20001220703125,327.79998779296875,339.54998779296875,337.187744140625,4249775
