,Date,Open,High,Low,Close,Volume,5EMA,26EMA,rsi,macd,macdSignal,macdHist,macd_crossover,macd_crossunder,ema_crossover,ema_crossunder,rsi_buy,rsi_sell,volume_buy,volume_sell,totalScore
14,2021-10-08,1730.1500244140625,1750.0,1676.0999755859375,1678.699951171875,119791,1678.699951171875,1678.699951171875,,,,,0,0,0,0,0,0,0,0,0
15,2021-10-11,1682.0,1707.0,1635.0,1696.699951171875,70249,1689.499951171875,1688.0461050180288,,,,,0,0,1,0,0,0,0,0,0
16,2021-10-12,1696.0,1715.0,1631.6500244140625,1688.800048828125,63319,1689.16841848273,1688.3169897087926,,,,,0,0,0,0,0,0,0,0,0
17,2021-10-13,1664.0,1718.0,1662.699951171875,1702.75,225360,1694.809998497596,1692.3518286697322,,,,,0,0,0,0,0,0,1,0,0
18,2021-10-14,1665.0,1709.800048828125,1665.0,1687.300048828125,79969,1691.927032036804,1691.1803000878979,,,,,0,0,0,0,0,0,0,0,0
19,2021-10-18,1699.0,1755.0,1690.0,1748.199951171875,106547,1712.4899182771383,1702.600881427596,,,,,0,0,0,0,0,0,0,0,10
20,2021-10-19,1760.0,1772.0,1717.0,1745.050048828125,89220,1724.0180072386095,1710.1502457991296,,,,,0,0,0,0,0,0,0,0,10
21,2021-10-20,1700.0,1750.0,1680.0,1710.199951171875,70059,1719.224971771845,1710.1582545662948,,,,,0,0,0,0,0,0,0,0,5
22,2021-10-21,1727.300048828125,1795.699951171875,1624.699951171875,1789.5999755859375,208668,1743.309808244865,1721.933261600505,,,,,0,0,0,0,0,0,1,0,5
23,2021-10-22,1774.0,1827.0,1740.0,1809.0,141854,1765.5929628216218,1733.9476241062446,,,,,0,0,0,0,0,0,1,0,5
24,2021-10-25,1828.0,1890.0,1800.0,1869.9000244140625,170443,1800.768650175473,1751.5806934959508,,,,,0,0,0,0,0,0,1,0,5
25,2021-10-26,1864.0,1899.949951171875,1800.0,1854.8499755859373,62879,1818.9357790047738,1764.2689519540143,,,,,0,0,0,0,0,0,0,0,5
