Date,Date,Open,High,Low,Close,Volume,5EMA,26EMA,rsi,macd,macdSignal,macdHist,macd_crossover,macd_crossunder,ema_crossover,ema_crossunder,macd_buy,macd_sell,ema_buy,ema_sell,rsi_buy,rsi_sell,volume_buy,volume_sell,scores
1996-01-19,1996-01-19,48.35308587502438,49.12151371928928,48.1356048838724,48.52706909179688,2007836,49.88641645685112,51.9086882936064,10.421899814095807,,,,0,0,0,0,0,0,0,1,0,1,0,0,0.0
1996-01-22,1996-01-22,49.00553343180944,49.48398933133966,48.49808032444022,49.03453063964844,1528898,49.60202154392213,51.608027792360865,14.423888679775876,,,,0,0,0,0,0,0,0,1,0,1,0,0,0.0
1996-01-23,1996-01-23,48.6430656439571,49.23751036604847,46.39577221874991,47.09170913696289,1675215,48.76440059048704,51.149582008418,12.180285958931814,,,,0,0,0,0,0,0,0,1,0,1,0,0,0.0
1996-01-24,1996-01-24,47.09170449495193,53.326134996533575,45.6708335911767,46.45376205444336,2070887,47.99366623584266,50.685643275935725,11.54524299074178,,,,0,0,0,0,0,0,0,1,0,1,0,1,0.0
1996-01-25,1996-01-25,46.39576507338277,46.55524771938925,45.163378037697136,45.45335006713867,1592038,47.14651203428645,50.181174499890965,10.61095846410581,,,,0,0,0,0,0,0,0,1,0,1,0,0,0.0
1996-01-26,1996-01-26,45.45335006713867,45.45335006713867,45.45335006713867,45.45335006713867,0,46.58195493340352,49.7353047208133,10.61095846410581,,,,0,0,0,0,0,0,0,1,0,1,0,0,0.0
1996-01-29,1996-01-29,44.96039461383785,47.84563409859633,44.96039461383785,47.52666091918945,3235372,46.896920074695394,49.53114372000248,25.16646265397624,,,,0,0,0,0,0,0,0,1,0,1,1,0,0.0
1996-01-30,1996-01-30,48.42558882982877,49.295509068159696,46.975720452486,47.93263626098633,3201976,47.24220495326294,49.38604650472873,27.650722889032853,,,,0,0,0,0,0,0,0,1,0,1,1,0,0.3333778916829244
1996-01-31,1996-01-31,48.13560401496812,50.16541999512486,47.773137016382016,48.41107940673828,3476533,47.63186449161865,49.29900165061862,30.575733704463826,,,,0,0,0,0,0,0,0,1,0,1,1,0,0.888968100203081
1996-02-01,1996-02-01,48.00511964148885,49.65796822412917,48.00511964148885,49.49848556518555,1847537,48.25410847942007,49.316544776154046,36.827038198045194,,,,0,0,0,0,0,0,0,1,0,1,0,0,1.5926872032964272
1996-02-02,1996-02-02,50.52790188252308,53.71761083382786,49.87545872859224,53.108665466308594,3973372,49.872358227849986,49.6454718467757,52.212094505396564,,,,0,0,1,0,0,0,1,0,0,0,1,0,2.3951565816926914
1996-02-05,1996-02-05,55.38495296691874,58.57466566281924,53.21015046804848,55.18197250366211,6892153,51.64227638147093,50.11969940946748,58.46774935182436,,,,0,0,0,0,0,0,1,0,0,0,1,0,3.9301449136647713
