Date,Date,Open,High,Low,Close,Volume,5EMA,26EMA,rsi,macd,macdSignal,macdHist,macd_crossover,macd_crossunder,ema_crossover,ema_crossunder,macd_buy,macd_sell,ema_buy,ema_sell,rsi_buy,rsi_sell,volume_buy,volume_sell,scores
2003-01-08,2003-01-08,49.2668318003448,50.30579137475426,49.09925840999546,50.03767395019531,4177760,49.66570138497023,48.17291152338312,63.50114723245927,1.1780120362251338,1.3018774666058506,-0.12386543038071673,0,0,0,0,0,1,1,0,1,0,1,0,13.173840377199676
2003-01-09,2003-01-09,50.54039348813262,50.69121181467952,50.00415864573204,50.4901237487793,2896473,49.94050883957325,48.34455687341247,65.65344613532208,1.1816282537605645,1.2778276240367934,-0.09619937027622893,0,0,0,0,0,1,1,0,1,0,0,0,12.449226918133116
2003-01-10,2003-01-10,50.6074276757596,50.94257903850586,49.836585461960254,50.08794784545898,3854506,49.98965517486849,48.47369694541592,62.14541994113084,1.1389132153395707,1.2500447422973489,-0.11113152695777817,0,0,0,0,0,1,1,0,1,0,0,1,12.299484612088742
2003-01-13,2003-01-13,50.27228935982873,50.90907295779992,50.104715927269126,50.17174530029297,2468730,50.05035188334332,48.59947830503644,62.59390414207384,1.0991526464171173,1.2198663231213025,-0.1207136767041852,0,0,0,0,0,1,1,0,1,0,0,0,10.866323074725827
2003-01-14,2003-01-14,50.205264220193925,50.67446987092501,49.702539325879854,50.12147521972656,4282142,50.074059662137735,48.71221881723571,62.11844551549831,1.0514650985675402,1.18618607821055,-0.13472097964300978,0,0,0,0,0,1,1,0,1,0,0,1,10.244215383150552
2003-01-15,2003-01-15,50.27228140852313,50.37282545215636,49.6522575289962,49.83658599853516,3156282,49.99490177427021,48.79550527510975,59.36629757313769,0.9793943457291903,1.144827731714278,-0.16543338598508783,0,0,0,0,0,1,1,0,0,0,0,0,10.162810255433701
2003-01-16,2003-01-16,49.71928452873708,50.80851389345848,49.70252491180599,50.40633773803711,3220154,50.13204709552584,48.91482619828955,62.905869316635034,0.9572177482721784,1.1073057350258582,-0.15008798675367974,0,0,0,0,0,1,1,0,1,0,0,0,8.441873503622467
2003-01-17,2003-01-17,50.557159375905954,51.61287412996965,50.49013001229061,51.3950309753418,5065841,50.55304172213116,49.098545070663796,68.098999550587,1.007804572633333,1.087405502547353,-0.07960092991402012,0,0,0,0,0,1,1,0,1,0,1,0,7.294582335748312
2003-01-20,2003-01-20,51.51233181189062,52.51777685408004,51.51233181189062,52.01505661010742,6771674,51.040380018123244,49.31458296247444,70.85466118694744,1.0854139064858188,1.087007183335046,-0.0015932768492272764,0,0,0,0,0,1,1,0,1,0,1,0,6.8630548904988755
2003-01-21,2003-01-21,52.333450211955736,53.42267972258323,51.98154375170108,53.17132186889648,6145414,51.75069396838099,49.60026732591311,75.16336682249914,1.2260872353450338,1.1148231937370436,0.1112640416079902,1,0,0,0,1,0,1,0,1,0,1,0,6.908703260332584
2003-01-22,2003-01-22,53.35564574627645,54.22703201206727,52.802651229134334,52.98698425292969,7643132,52.16279072989723,49.851135246432854,73.30282431250204,1.307623882774756,1.153383331544586,0.1542405512301699,0,0,0,0,1,0,1,0,1,0,0,1,7.939135506888388
2003-01-23,2003-01-23,53.121044937160285,54.377852360384026,52.41723205147593,54.04270553588867,12960387,52.78942899856105,50.1616219345407,76.83883639284058,1.4408212572332388,1.2108709166823166,0.22995034055092223,0,0,0,0,1,0,1,0,1,0,1,0,9.626090337925591
2003-01-24,2003-01-24,54.57894058842296,54.79678830199922,52.11560003675365,52.36696243286133,10098228,52.648606809994476,50.32498048997186,62.65358081921052,1.3950810465847567,1.2477129426628046,0.1473681039219521,0,0,0,0,1,0,1,0,1,0,0,1,11.750726891950393
2003-01-27,2003-01-27,52.19938964646146,52.249659393739634,50.8755482849776,51.27772903442383,6037691,52.19164755147093,50.39555445622756,55.48358222694214,1.2564559261547856,1.2494615393612007,0.006994386793584884,0,0,0,0,1,0,1,0,0,0,0,0,13.833817927966928
2003-01-28,2003-01-28,51.277737546851455,52.19939831189059,49.97065558697259,51.71342849731445,9977689,52.032241200085444,50.49317475556733,57.57502289430148,1.1682845675737994,1.2332261450037205,-0.06494157742992113,0,1,0,0,0,1,1,0,0,0,1,0,15.88921195197795
2003-01-29,2003-01-29,52.28317848426562,52.81941801065209,51.31124804301384,51.76369857788086,5613765,51.94272699268392,50.58728763129426,57.82124460228386,1.0899008079606816,1.2045610775951128,-0.11466026963443121,0,0,0,0,0,1,1,0,0,0,0,0,15.259474634651966
2003-01-30,2003-01-30,51.94802732140762,52.33344845281456,50.976096960706,51.17718505859375,6397112,51.6875463479872,50.63098373702015,53.89138363223398,0.9692811052099941,1.157505083118089,-0.18822397790809497,0,0,0,0,0,1,1,0,0,0,0,0,15.172983089767976
2003-01-31,2003-01-31,51.24421623436989,51.24421623436989,50.13822710268243,50.9593391418457,5551001,51.444810612606695,50.65530635959982,52.46506662864151,0.8463545287250227,1.095274972239476,-0.2489204435144532,0,0,0,0,0,1,1,0,0,0,0,0,14.44865539317865
2003-02-03,2003-02-03,51.110158466074935,52.417235727516754,51.110158466074935,52.03181457519531,4016223,51.64047860013623,50.757269931125414,58.3143884341368,0.825953062871811,1.041410590365943,-0.21545752749413194,0,0,0,0,0,1,1,0,0,0,0,0,14.299103595452431
2003-02-04,2003-02-04,52.55127493335989,52.9031812700775,51.646374225869685,51.78043746948242,3893251,51.68713155658495,50.83306011915186,56.55765027149933,0.7805035633815507,0.9892291849690645,-0.20872562158751384,0,0,0,0,0,1,1,0,0,0,0,0,12.866069063634953
2003-02-05,2003-02-05,51.64639490060253,52.09884543546955,51.21070398573723,51.76369857788086,2937889,51.712653897016914,50.90199630127993,56.435731345961884,0.7346650574607736,0.9383163594674063,-0.20365130200663273,0,0,0,0,0,1,1,0,0,0,0,0,10.244046042423301
2003-02-06,2003-02-06,51.6128752445383,52.56805052804982,51.49557613280041,52.36696243286133,3136346,51.93075674229838,51.0105123110267,59.79914547806601,0.7385030591171784,0.8983536993973608,-0.15985064028018237,0,0,0,0,0,1,1,0,0,0,0,0,8.496030694948868
2003-02-07,2003-02-07,52.68534589304711,53.5902467330653,52.21613585729086,52.81940460205078,5968705,52.22697269554917,51.14450433258404,62.15883502858476,0.7691863040070572,0.8725202203193001,-0.10333391631224287,0,0,0,0,0,1,1,0,1,0,1,0,7.330687129965912
2003-02-10,2003-02-10,52.88644823280056,52.88644823280056,51.73018472415527,51.84748840332031,2460354,52.10047793147288,51.196577226712655,54.72736770661051,0.7069284509137077,0.8394018664381816,-0.1324734155244739,0,0,0,0,0,1,1,0,0,0,0,0,6.887124753310609
2003-02-11,2003-02-11,52.09884543546955,52.40048216154394,51.46206640605104,51.76369857788086,2852189,51.98821814694221,51.23858621568808,54.12656850166088,0.6434106773620556,0.8002036286229564,-0.15679295126090076,0,0,0,0,0,1,1,0,0,0,0,0,6.924749835540406
2003-02-12,2003-02-12,51.84749023231598,52.182637107118,51.36152498673065,51.629642486572266,1989826,51.8686929268189,51.26755334686469,53.12177386465349,0.575619791342703,0.7552868611669057,-0.17966706982420266,0,0,0,0,0,1,1,0,0,0,0,0,7.283166557026938
2003-02-13,2003-02-13,51.629642486572266,51.629642486572266,51.629642486572266,51.629642486572266,0,51.78900944673669,51.294374764620805,53.12177386465349,0.5159475041042612,0.7074189897543768,-0.19147148565011562,0,0,0,0,0,1,1,0,0,0,0,0,7.855444371351292
2003-02-14,2003-02-14,51.7804598695891,51.7804598695891,50.506892661146445,50.657711029052734,4158206,51.411909974175366,51.24721448791206,45.949368684781355,0.3857829747095707,0.6430917867454156,-0.2573088120358449,0,0,0,0,0,1,1,0,0,0,0,1,8.570296247567528
2003-02-17,2003-02-17,51.42853676780091,51.763683527948,51.27771844861309,51.36150741577149,4047280,51.39510912137408,51.25568063071646,51.098248328382844,0.33554913238976525,0.5815832558742855,-0.24603412348452025,0,0,0,0,0,1,1,0,0,0,1,0,7.380197498378352
2003-02-18,2003-02-18,51.61287873807393,52.71887244496059,51.61287873807393,52.03181457519531,7569289,51.60734427264782,51.31317203401119,55.450977599994964,0.34584000787796754,0.5344346062750219,-0.1885945983970544,0,0,0,0,0,1,1,0,0,0,1,0,6.920131665585568
2003-02-19,2003-02-19,52.584813580937286,52.97023476572424,52.21615201708425,52.417240142822266,6285374,51.87730956270597,51.39495485688608,57.77813622193757,0.3807076620697103,0.5036892174339596,-0.12298155536424926,0,0,0,0,0,1,1,0,0,0,1,0,6.946754443723712
2003-02-20,2003-02-20,52.28317258954724,52.51777536340881,51.445300985797616,51.54584503173828,4561889,51.76682138571673,51.40613190687513,51.258638253362044,0.3341740755856577,0.4697861890642992,-0.1356121134786415,0,0,0,0,0,1,1,0,0,0,0,0,7.2978362958158085
2003-02-21,2003-02-21,51.54583080907224,51.73016378622384,50.74147410924312,50.842018127441406,6455163,51.458553632958285,51.36434570099115,46.67730554398516,0.23776214992819433,0.42338138123707825,-0.18561923130888391,0,0,0,0,0,1,1,0,0,0,0,1,7.86522419721054
2003-02-24,2003-02-24,51.09339920640728,51.81397176604754,50.77500742144325,50.892311096191406,4451263,51.26980612070266,51.32938017470969,47.041544315138566,0.16352817548227705,0.371410740086118,-0.20788256460384097,0,0,0,1,0,1,0,1,0,0,0,0,8.576816131473693
2003-02-25,2003-02-25,50.92582726155346,50.92582726155346,49.71929401094189,49.98741149902344,4843109,50.84234124680959,51.229975087621824,41.54297744440845,0.03131836239037966,0.3033922645469703,-0.27207390215659066,0,0,0,0,0,1,0,1,0,0,0,0,9.051210754315795
2003-02-26,2003-02-26,49.769559011979375,50.674460002120014,49.166294721381725,49.55171585083008,16895442,50.41213278148308,51.10565958860021,39.16899305905575,-0.10737807692371604,0.22123819625283303,-0.32861627317654907,0,0,0,0,0,1,0,1,0,1,0,1,9.36747383621053
2003-02-27,2003-02-27,49.55171694779556,50.60743175683473,49.45116834289254,49.786319732666016,15212183,50.203528431877395,51.00793071038286,41.1201125374673,-0.19610485701567626,0.13776958559913116,-0.3338744426148074,0,0,0,0,0,1,0,1,0,0,1,0,7.911649224140354
2003-02-28,2003-02-28,50.4230973549682,51.49557165700224,49.93712766913512,50.40633773803711,12572388,50.271131533930635,50.96336826798688,46.04549918960314,-0.213925201593554,0.06743062816059413,-0.28135582975414813,0,0,0,0,0,1,0,1,0,0,1,0,7.27443281609357
2003-03-03,2003-03-03,50.77500424249335,50.94258221142589,49.66901515130595,49.80307388305664,5397363,50.115112316972635,50.87742053576982,42.334777944408664,-0.27357272835136826,-0.0007700431417983489,-0.2728026852095699,0,0,0,0,0,1,0,1,0,0,0,0,5.5162885440623795
2003-03-04,2003-03-04,49.6019797088705,49.66900906653432,48.34517242130842,48.49599075317383,6771751,49.5754051290397,50.7010183296516,35.63411581255566,-0.4214562228861709,-0.08490727909067286,-0.33654894379549805,0,0,0,0,0,1,0,1,0,1,0,0,4.677525696041586
2003-03-05,2003-03-05,48.34518007383751,49.400899455517305,47.75867082431908,49.13278198242188,9953288,49.4278640801671,50.58485267430125,40.56936778953203,-0.48171827897328967,-0.16426947906719624,-0.3174487999060934,0,0,0,0,0,1,0,1,0,0,1,0,4.451683797361057
2003-03-06,2003-03-06,49.30035675231772,49.35062650277669,47.49055465090568,47.69164276123047,8062872,48.849123640521555,50.3705408288886,34.18171887608712,-0.6384051464987124,-0.2590966125534995,-0.3793085339452129,0,0,0,0,0,1,0,1,0,1,0,0,4.6344558649073715
2003-03-07,2003-03-07,46.920798872574274,47.42352368572172,46.08292722015807,46.23374557495117,8497286,47.97733095199809,50.06411155081916,29.176907642371447,-0.8701897311121556,-0.3813152362652307,-0.4888744948469249,0,0,0,0,0,1,0,1,0,1,0,0,4.756303909938247
2003-03-10,2003-03-10,46.21698090237472,46.418073538192274,45.17802125999996,45.36235427856445,5979999,47.10567206085354,49.71583323435585,26.66392818634647,-1.1113833440553904,-0.5273288578232627,-0.5840544862321277,0,0,0,0,0,1,0,1,0,1,0,0,4.170869273292165
2003-03-11,2003-03-11,44.79259811199121,46.40131179952001,44.79259811199121,46.08292007446289,8196513,46.764754732056666,49.446728555845255,31.88810368293548,-1.2302063295198167,-0.6679043521625735,-0.5623019773572432,0,0,0,0,0,1,0,1,0,1,1,0,4.113912848861443
2003-03-12,2003-03-12,46.11643996277205,46.5856500722408,45.44614175820704,45.91535186767578,7405754,46.48162044392971,49.18514509746233,31.329180894512444,-1.3226490801599198,-0.7988532977620427,-0.523795782397877,0,0,0,0,0,1,0,1,0,1,0,0,4.409275232574296
2003-03-13,2003-03-13,46.21698265638298,46.21698265638298,44.97693488537269,45.24505233764648,5364977,46.06943107516863,48.89328637451301,29.12969567814434,-1.4334740002345896,-0.9257774382565521,-0.5076965619780375,0,0,0,0,0,1,0,1,0,1,0,0,3.606183488382864
2003-03-14,2003-03-14,45.24505233764648,45.24505233764648,45.24505233764648,45.24505233764648,0,45.79463816266124,48.623046816226605,29.12969567814434,-1.503966755276167,-1.041415301660475,-0.46255145361569205,0,0,0,0,0,1,0,1,0,1,0,0,3.404122325588576
2003-03-17,2003-03-17,45.24504870504982,45.37910742042352,44.256363402046944,44.94341659545898,4605937,45.51089764026049,48.35048161468826,28.100108198488243,-1.5661190099672808,-1.1463560433218363,-0.41976296664544455,0,0,0,0,0,1,0,1,0,1,0,0,3.6027482170590504
2003-03-18,2003-03-18,44.94341659545898,44.94341659545898,44.94341659545898,44.94341659545898,0,45.321737291993315,48.09810642807869,28.100108198488243,-1.5969662863210914,-1.2364780919216873,-0.36048819439940405,0,0,0,0,0,1,0,1,0,1,0,0,4.0684988113727
2003-03-19,2003-03-19,45.58020607044618,46.13320062155419,45.245054683483225,45.5131721496582,4279276,45.38554891121495,47.906629814862356,33.267151497134115,-1.5574847488123567,-1.3006794232998211,-0.25680532551253554,0,0,0,0,0,1,0,1,0,1,1,0,2.712332540915133
2003-03-20,2003-03-20,45.58020415604056,46.87052168493537,45.41262619247538,46.66943359375,5170688,45.81351047205997,47.814985650335515,42.32551508574252,-1.4165654261778258,-1.3238566238754221,-0.09270880230240364,0,0,0,0,0,1,0,1,0,0,1,0,2.1415550272767554
2003-03-21,2003-03-21,46.80349749599519,47.557584752681386,46.58565431691407,47.23919296264648,4233213,46.288737968922135,47.772334340136325,46.200819809096444,-1.244564463903437,-1.307998191881025,0.06343372797758806,1,0,0,0,1,0,0,1,0,0,1,0,2.0943700181845037
2003-03-24,2003-03-24,48.26138861526203,48.26138861526203,46.183464838520365,46.3677978515625,5464575,46.31509126313559,47.66829460024197,41.59724668542718,-1.1651358047276048,-1.279425714450341,0.11428990972273612,0,0,0,0,1,0,0,1,0,0,0,1,3.062913345456336
2003-03-25,2003-03-25,45.9153529662861,46.451592453617465,45.24505474568294,46.14995574951172,3952604,46.26004609192764,47.55582505574344,40.51050968297502,-1.107005190383319,-1.2449416096369366,0.13793641925361766,0,0,0,0,1,0,0,1,0,0,0,0,4.70860889697089
2003-03-26,2003-03-26,46.88728333675076,46.88728333675076,45.999137397458846,46.14995574951172,4475025,46.22334931112234,47.45168658861516,40.51050968297502,-1.0488458180009559,-1.2057224513097404,0.15687663330878454,0,0,0,0,1,0,0,1,0,0,0,0,6.8057392646472605
2003-03-27,2003-03-27,45.915355242039176,46.04941398195546,45.22830192284599,45.3288459777832,6057915,45.92518153334263,47.29443913596094,36.35818905595818,-1.0568283334745843,-1.175943627742709,0.11911529426812484,0,0,0,0,1,0,0,1,0,1,0,1,8.870492843098175
2003-03-28,2003-03-28,45.211537012942,45.47965446140161,44.00500394062983,44.8596305847168,7547261,45.56999788380068,47.11408294697989,34.20086223632421,-1.0884691010734642,-1.1584487224088602,0.06997962133539604,0,0,0,0,1,0,0,1,0,1,0,1,10.913661895398784
2003-03-31,2003-03-31,45.52993229464322,45.52993229464322,44.23961014239648,44.809364318847656,5060680,45.31645336214967,46.94336304859973,33.968333306138454,-1.1048645145484954,-1.1477318808367873,0.04286736628829191,0,0,0,0,1,0,0,1,0,1,0,0,8.94244126359919
2003-04-01,2003-04-01,44.90990676077927,45.86507748796728,44.84287739586235,45.278568267822266,3098321,45.30382499737387,46.820044916690286,38.192589094626015,-1.06768950052043,-1.1317234047735159,0.06403390425308575,0,0,0,0,1,0,0,1,0,1,0,0,7.628294175732793
2003-04-02,2003-04-02,45.76452834940577,46.18346411065299,45.66398431321568,46.08292007446289,2460974,45.56352335640355,46.765443076525294,44.72126501228823,-0.9622315590795836,-1.0978250356347294,0.13559347655514586,0,0,0,0,1,0,0,1,0,0,0,0,6.752196117155196
2003-04-03,2003-04-03,46.5018633028609,46.55213760615067,46.01589810611856,46.384559631347656,2038671,45.83720211471825,46.737229487993616,46.98292472082144,-0.8445797991783763,-1.0471759883434588,0.20259618916508249,0,0,0,0,1,0,0,1,0,0,0,0,6.1681307447701315
2003-04-04,2003-04-04,46.25049466736152,47.22242492997767,46.25049466736152,47.05485153198242,3578594,46.243085253806306,46.7607570468076,51.71093411215214,-0.6893070744281857,-0.9756022055604042,0.2862951311322185,0,0,0,0,1,0,0,1,0,0,1,0,5.778753829846754
2003-04-07,2003-04-07,47.25594385612392,48.93168709515066,47.17215942671906,48.4792366027832,5403303,46.9884690367986,46.88805182873172,59.89562750298847,-0.44617314398249164,-0.8697163932448218,0.4235432492623301,0,0,1,0,1,0,1,0,0,0,1,0,5.852502553231169
2003-04-08,2003-04-08,45.63047259017626,48.22787629985194,45.63047259017626,47.57433319091797,3348582,47.18375708817172,46.93888748518996,53.67177791904485,-0.3227850302609241,-0.7603301206480422,0.4375450903871181,0,0,0,0,1,0,1,0,0,0,0,0,6.901668368820779
2003-04-09,2003-04-09,47.25593960957672,47.50730198369145,46.75321941559098,47.05485153198242,2595477,47.14078856944195,46.94747741458199,50.43194675631426,-0.2638751016447429,-0.6610391168473824,0.39716401520263944,0,0,0,0,1,0,1,0,0,0,0,0,8.60111224588052
2003-04-10,2003-04-10,47.222434250468034,47.82570315656436,46.116445051161946,46.58565521240234,3371779,46.95574411709541,46.92067576997609,47.635076472117014,-0.25214224173652156,-0.5792597418252102,0.3271175000886887,0,0,0,0,1,0,1,0,0,0,0,0,10.734074830587014
2003-04-11,2003-04-11,46.50186108882863,47.54082080107014,45.24505366311077,45.91535186767578,2659128,46.6089467006222,46.846207332768664,43.89021487341762,-0.29354790615428783,-0.5221173746910257,0.22856946853673787,0,0,0,1,1,0,0,1,0,0,0,0,13.156049887058009
2003-04-14,2003-04-14,32.1275749206543,32.1275749206543,32.1275749206543,32.1275749206543,0,41.78182277396623,45.75593826520464,16.009726808956355,-1.4225226087379639,-0.7021984215004133,-0.7203241872375505,0,1,0,0,0,1,0,1,0,1,0,0,15.437366591372006
2003-04-15,2003-04-15,45.91534954888795,45.91534954888795,43.167132058628646,43.97148895263672,5401469,42.511711500189726,45.623756834644055,47.097722145008326,-1.3460222095358318,-0.8309631791074971,-0.5150590304283348,0,0,0,0,0,1,0,1,0,0,1,0,13.62491106091467
2003-04-16,2003-04-16,44.20610289459657,45.07748937055575,43.65310824407853,44.909915924072266,4250200,43.31111297481724,45.57087973015726,48.7173820458598,-1.1958864436699486,-0.9039478320199874,-0.29193861164996115,0,0,0,0,0,1,0,1,0,0,1,0,12.749940707276446
2003-04-17,2003-04-17,44.60827034620071,44.74233363112553,43.87094732745702,44.13906478881836,4008516,43.58709691281761,45.464819364132154,47.432739260094316,-1.1261227695939127,-0.9483828195347724,-0.17773995005914023,0,0,0,0,0,1,0,1,0,0,0,1,12.49996047151763
2003-04-18,2003-04-18,44.13906478881836,44.13906478881836,44.13906478881836,44.13906478881836,0,43.771086204817856,45.36661532151632,47.43273926009432,-1.0586313124734446,-0.9704325181225069,-0.08819879435093769,0,0,0,0,0,1,0,1,0,0,0,0,10.999973647678422
2003-04-21,2003-04-21,44.23960560322344,44.859629464424216,44.139061562562,44.62502670288086,2732784,44.055733037505526,45.311682831247026,48.427048580337804,-0.9549230231521548,-0.9673306191284364,0.012407595976281605,1,0,0,0,1,0,0,1,0,0,1,0,8.66664909845228
2003-04-22,2003-04-22,44.90991126050234,45.06072506955403,44.0050101892139,44.18933868408203,2427827,44.100268253031025,45.22854622775333,47.5585034095794,-0.8975435156604235,-0.9533731984348338,0.05582968277441036,0,0,0,0,1,0,0,1,0,0,0,0,8.111099398968188
2003-04-23,2003-04-23,44.32340102250588,44.49097444796205,42.899015520517146,43.11686325073242,2974474,43.77246658559816,45.07212526649252,45.39998130056178,-0.9279132407627628,-0.9482812069004196,0.02036796613765679,0,0,0,0,1,0,0,1,0,0,0,1,8.407399599312125
2003-04-24,2003-04-24,43.46876361894898,44.23960582207719,42.278985633870406,42.64765167236328,9816307,43.39752828118653,44.892534629890356,44.44946212500573,-0.9785626585246732,-0.9543374972252703,-0.024225161299402886,0,1,0,0,0,1,0,1,0,0,0,1,8.604933066208083
2003-04-25,2003-04-25,42.89900970458984,43.30119042540449,42.39628949637635,42.89900970458984,3672739,43.231355422320966,44.74486611690513,45.11242315062331,-0.9870421865818884,-0.9608784350965939,-0.026163751485294484,0,0,0,0,0,1,0,1,0,0,0,0,9.736622044138722
2003-04-28,2003-04-28,42.59738041745859,44.08879063254739,42.5638657346783,43.9379768371582,6135397,43.46689589393338,44.685096540627576,47.88119943484333,-0.8995567784835714,-0.9486141037739894,0.04905732529041795,1,0,0,0,1,0,0,1,0,0,1,0,11.491081362759147
2003-04-29,2003-04-29,44.57475780059694,44.57475780059694,43.334709928104445,43.51904296875,4477627,43.48427825220559,44.59872220196998,46.85484662601102,-0.8541819465019742,-0.9297276723195863,0.0755457258176121,0,0,0,0,1,0,0,1,0,0,0,0,9.99405424183943
2003-04-30,2003-04-30,43.6363357651242,44.457452242323846,43.6028210857024,44.28987884521485,4045273,43.75281178320868,44.57584491628441,49.02021019391087,-0.7474064162399685,-0.8932634211036627,0.14585700486369424,0,0,0,0,1,0,0,1,0,0,0,0,9.662702827892954
2003-05-01,2003-05-01,44.28987884521485,44.28987884521485,44.28987884521485,44.28987884521485,0,43.931834137210735,44.55466224435333,49.02021019391088,-0.655232921974978,-0.8456573212779258,0.19042439930294786,0,0,0,0,1,0,0,1,0,0,0,0,9.441801885261969
2003-05-02,2003-05-02,44.37367248535156,44.69206428312693,44.005010935121724,44.37367248535156,2281684,44.079113586591006,44.54125559553839,49.2807406908937,-0.5688657865487698,-0.7902990143320946,0.22143322778332475,0,0,0,0,1,0,0,1,0,0,0,0,10.294534590174646
2003-05-05,2003-05-05,44.909907923931016,45.58020614470473,44.8093638739516,45.412628173828125,3490077,44.52361844900338,44.60580171244874,52.52067157815823,-0.41183677040704225,-0.7146065655470841,0.3027697951400419,0,0,0,0,1,0,0,1,0,0,1,0,11.863023060116431
2003-05-06,2003-05-06,45.49642056962776,45.88184173389507,45.16127371124078,45.46290588378906,2662306,44.836714260598605,44.6692909103258,52.6782102398217,-0.2801042849383535,-0.627706109425338,0.3476018244869845,0,0,1,0,1,0,1,0,0,0,0,0,9.90868204007762
2003-05-07,2003-05-07,45.63047373233399,45.68074803206573,44.6082691079034,44.84287643432617,3414294,44.83876831850779,44.68214909728879,50.45486382056319,-0.22316403975692367,-0.5467976954916551,0.32363365573473146,0,0,0,0,1,0,1,0,0,0,0,1,9.605788026718413
2003-05-08,2003-05-08,44.57475817934918,44.65854716787576,44.03852322636117,44.20609664916992,2686898,44.627877762061836,44.646885952983695,48.204635623978355,-0.22680680443058776,-0.48279951727944165,0.2559927128488539,0,0,0,1,1,0,0,1,0,0,0,0,10.403858684478942
2003-05-09,2003-05-09,44.273123593534535,44.943421802302936,43.90446208354619,44.77584838867188,2587863,44.67720130426519,44.65643872599763,50.338771458681606,-0.18162584819548755,-0.4225647834626508,0.24093893526716326,0,0,1,0,1,0,1,0,0,0,0,0,11.935905789652628
2003-05-12,2003-05-12,44.90990579780582,45.31208197868367,44.69205808937497,44.84287643432617,1755137,44.732426347618855,44.67024892661456,50.59666650480481,-0.13881088627025662,-0.36581400402417197,0.22700311775391535,0,0,0,0,1,0,1,0,0,0,0,0,13.957270526435087
2003-05-13,2003-05-13,44.90990303984172,45.24504983665823,44.74232964143347,45.17802047729492,1590323,44.88095772417754,44.707861634072366,51.940557067799176,-0.07694937265873136,-0.30804107775108386,0.2310917050923525,0,0,0,0,1,0,1,0,0,0,0,0,14.304847017623393
2003-05-14,2003-05-14,45.4461435450523,46.21698582747333,45.21154075821591,45.69750595092773,4488329,45.1531404664276,44.781168620506094,54.028059881211654,0.013834977755863065,-0.24366586664969447,0.25750084440555754,0,0,0,0,1,0,1,0,0,0,1,0,13.86989801174893
2003-05-15,2003-05-15,45.91535685243349,46.83701299880552,45.74778342166082,46.68619918823242,3271005,45.66416004036254,44.922281995893236,57.786221104065085,0.16367477005648823,-0.16219773930845793,0.32587250936494616,0,0,0,0,1,0,1,0,0,0,1,0,13.913265341165953
2003-05-16,2003-05-16,46.66943965081499,47.222434250468034,46.30077810246117,46.58565521240234,3141816,45.97132509770913,45.04549482674577,57.27345988800012,0.27118477711974975,-0.0755212360228164,0.34670601314256616,0,0,0,0,1,0,1,0,0,0,0,1,14.942176894110636
2003-05-19,2003-05-19,46.65267984943599,47.339733124206894,46.41807706975103,46.6024055480957,2531872,46.18168524783798,45.16082154684576,57.34137241597944,0.3536620484397872,0.010315420869704342,0.3433466275700829,0,0,0,0,1,0,1,0,0,0,0,0,14.29478459607376
2003-05-20,2003-05-20,45.91535499351959,47.1721625047989,45.91535499351959,47.00458908081055,3178204,46.4559865254955,45.29739691973204,59.02541171495126,0.4463336733265848,0.09751907136108044,0.34881460196550435,0,0,0,0,1,0,1,0,0,0,1,0,14.196523064049174
2003-05-21,2003-05-21,47.272705915588816,47.87597478797801,47.272705915588816,47.35649490356445,2676669,46.75615598485181,45.44992269631222,60.49496274079272,0.5419254829780726,0.18640035368447888,0.35552512929359376,0,0,0,0,1,0,1,0,1,0,0,0,14.464348709366115
2003-05-22,2003-05-22,47.52406539318346,48.26139295744734,47.3732470458301,47.89272689819336,4363554,47.13501295596566,45.63087115571082,62.690784777335686,0.6534199034107075,0.2798042636297246,0.37361563978098294,0,0,0,0,1,0,1,0,1,0,1,0,14.642899139577409
2003-05-23,2003-05-23,47.9765020791828,48.89815785368886,47.9765020791828,48.66355514526367,3614312,47.644527019065,45.85551441419622,65.64676726388433,0.7948172735625647,0.3828068656162926,0.4120104079462721,0,0,0,0,1,0,1,0,1,0,1,0,14.095266093051606
2003-05-26,2003-05-26,49.60198073136933,49.60198073136933,48.764109189056,48.93168258666992,3575285,48.07357887493331,46.08337872326835,66.63695988707906,0.9179300258613878,0.48983149766531164,0.4280985281960762,0,0,0,0,1,0,1,0,1,0,1,0,14.06351072870107
2003-05-27,2003-05-27,49.41763736910184,49.56845567249574,47.591080886214975,47.82568359375,3323841,47.99094711453887,46.21243834330403,59.073153844560665,0.9156973049980621,0.5750046591318617,0.3406926458662004,0,0,0,0,1,0,1,0,0,0,0,0,14.375673819134045
2003-05-28,2003-05-28,48.26139311923486,49.25007852674328,47.42352150534129,49.16629409790039,5893010,48.382729442326045,46.43124247327413,64.3546891205435,1.0104560134276994,0.6620949299910293,0.34836108343667016,0,0,0,0,1,0,1,0,1,0,1,0,14.25044921275603
2003-05-29,2003-05-29,49.93712850201755,51.91450829521709,48.78086975877446,51.32799911499024,21224063,49.36448599988078,46.79396518747533,70.88025243338367,1.2456257035785683,0.778801084708537,0.46682461887003124,0,0,0,0,1,0,1,0,1,0,1,0,14.500299475170687
2003-05-30,2003-05-30,56.30495863814944,56.30495863814944,52.04857114660218,52.95347213745117,16593561,50.56081471240424,47.25022496154761,74.63980535312548,1.5453476597212514,0.9321103997110799,0.6132372600101715,0,0,0,0,1,0,1,0,1,0,1,0,14.666866316780457
