Date,Open,High,Low,Close,Volume,5EMA,26EMA,rsi,macd,macdSignal,macdHist,macd_crossover,macd_crossunder,ema_crossover,ema_crossunder,rsi_buy,rsi_sell,volume_buy,volume_sell,scores
1996-01-17,6.228223529750997,6.290134437630246,6.116784189247102,6.148978233337402,867860,6.184653627790404,6.078196888110685,,,,,0,0,1,0,0,0,0,1,7.418394823630583
1996-01-18,6.1489775153338595,6.240605276302872,5.9483866279565225,6.21831750869751,959568,6.1959134919488035,6.093934101345375,,,,,0,0,1,0,0,0,1,0,7.947408679379473
1996-01-19,6.094496728463558,6.2827056630290485,6.094496728463558,6.243082523345947,1247128,6.211672490581924,6.110068307151164,62.30609915888249,,,,0,0,1,0,1,0,1,0,8.633171834947957
1996-01-22,6.290133493221692,6.290133493221692,6.148977310122215,6.1564064025878915,194815,6.193222372073554,6.114915652592213,57.500433033869456,,,,0,0,1,0,0,0,0,0,9.08947591835823
1996-01-23,6.1564057093474585,6.240604365311707,6.116782582086888,6.228221893310548,219685,6.20490073221193,6.126417225513701,60.23699673202805,,,,0,0,1,0,1,0,0,0,8.725948313208407
1996-01-24,6.228220922209294,6.223268032073975,6.141546079037791,6.223268032073975,692215,6.211027310984381,6.135985914448938,59.950234250952285,,,,0,0,1,0,0,0,0,1,8.81736072872199
1996-01-25,6.223268870496826,6.240604233038122,6.166311360463703,6.191075325012207,311393,6.204373647572736,6.141297330765049,58.01730950056988,,,,0,0,1,0,0,0,0,0,9.211751726162152
1996-01-26,6.191075325012207,6.191075325012207,6.191075325012207,6.191075325012207,0,6.199939539922642,6.145991773973251,58.01730950056988,,,,0,0,1,0,0,0,0,0,9.47458019082671
1996-01-29,6.191076136683193,6.3148979335169875,6.144023912622093,6.290133476257324,347662,6.230010214109901,6.159315839254966,62.34940474894842,,,,0,0,1,0,1,0,1,0,7.982754370698092
1996-01-30,6.290133574159665,6.389190915275568,6.255463333456516,6.322327613830566,705168,6.260786794194426,6.17411248872591,63.661793439837986,,,,0,0,1,0,1,0,1,0,7.321747898869658
1996-01-31,6.322327213149356,6.3891905103568565,6.218316987096142,6.339661598205566,1188061,6.287080738447805,6.188892677834257,64.38169021475652,,,,0,0,1,0,1,0,1,0,7.214489041968723
1996-02-01,6.3396599403571,6.438717738755638,6.314895980221832,6.411477088928223,535223,6.328548651934373,6.208467320103176,67.27436271111156,,,,0,0,1,0,1,0,0,0,7.476341582855928
1996-02-02,6.411479315815264,6.859712827734366,6.537776828979161,6.7878966331481925,1962659,6.481670709631648,6.258726792874451,77.56091468552897,,,,0,0,1,0,1,0,1,0,7.9842478360724245
1996-02-05,6.787896953099419,6.983534468983137,6.676457620138848,6.738368034362793,2445552,6.567238743659524,6.299810342035518,74.2536563749153,,,,0,0,1,0,1,0,0,1,8.656182964088934
1996-02-06,6.738367512754293,6.869618403049548,6.5897817469753655,6.728462219238281,967340,6.620980848097644,6.336106081022547,73.57789800874863,,,,0,0,1,0,1,0,0,0,9.104129860348332
1996-02-07,6.728462233582679,6.884477092197349,6.6368334960851625,6.73093843460083,268907,6.657633807016535,6.369187514011752,73.64247252090686,,,,0,0,1,0,1,0,0,0,9.402756744309286
1996-02-08,6.730938190990488,7.374810147078098,6.785419506063215,7.211365222930907,795322,6.842212389546937,6.43907152559781,82.55211183907153,,,,0,0,1,0,1,0,0,0,9.268503445990623
1996-02-09,7.211363995198117,7.367379800533563,7.033061406371206,7.268321990966798,510353,6.984249664091444,6.507275405666262,83.27396882329879,,,,0,0,1,0,1,0,0,0,9.512336902275067
1996-02-12,7.268321394126962,7.4788184879746895,7.0330608288498455,7.236127853393555,1025888,7.068209352430652,6.566735785028893,81.22831620522568,,,,0,0,1,0,1,0,0,1,8.00821937210612
1996-02-13,7.236129935708394,7.478820640127753,7.1568846506869415,7.429291725158691,827964,7.188570422315297,6.636579505786298,83.79976421249846,,,,0,0,1,0,1,0,0,0,7.00547725722833
1996-02-14,7.429292189612568,8.023635780145979,7.528349046814343,7.855238437652588,1001018,7.4107934374763635,6.734581836872548,87.77620574598497,,,,0,0,1,0,1,0,1,0,6.336983805187215
1996-02-15,7.855237829948611,8.023635159414296,7.6794114080801235,7.813138008117676,1354380,7.544908432514321,6.820770568909764,85.54127071572177,0.4192417026748174,0.27417404813319085,0.14506765454162657,1,0,1,0,1,0,0,1,7.224656784554234
1996-02-16,7.813137107448269,7.825519579311558,7.5283475965595485,7.563018321990968,444551,7.550945066485597,6.879740272916427,73.55826877297513,0.4219054059250551,0.3037203196915637,0.11818508623349139,1,0,1,0,1,0,0,0,8.483105387290191
1996-02-19,7.563019545692572,7.7883744028147825,7.444150146001268,7.498631954193115,330045,7.533507354404405,6.928646855164063,70.80843974833748,0.4140480796338162,0.3257858716800142,0.08826220795380196,1,0,1,0,1,0,0,0,9.98873761420028
1996-02-20,7.498630835955919,7.6868397118046605,7.454055307183567,7.587782382965088,1205678,7.551599036113375,6.980477124511918,72.34974119642892,0.4102852732434723,0.34268575199270584,0.06759952125076646,1,0,1,0,1,0,1,0,11.659158919325085
1996-02-21,7.587782382965088,7.587782382965088,7.587782382965088,7.587782382965088,0,7.563660154184868,7.028015032329677,72.34974119642891,0.40266158990923095,0.3546809195760109,0.047980670333220066,1,0,1,0,1,0,0,0,13.439439641810276
1996-02-22,7.587782201697569,7.6893157288369345,7.553111966119407,7.669504165649414,283414,7.598941496125864,7.078018593336939,73.81932667630315,0.39861899913603427,0.36346853548801555,0.035150463648018715,1,0,1,0,1,0,0,0,13.959626498440292
1996-02-23,7.669504886979785,7.924577563348019,7.627406045443513,7.74379825592041,495327,7.647227087090885,7.129715250770323,75.11425978665461,0.3968356546016034,0.3701419593107331,0.02669369529087029,1,0,1,0,1,0,1,0,13.639750970031379
1996-02-26,7.743798217784726,7.798279531941718,7.575400894610941,7.595212459564209,219167,7.629888876869975,7.1657315861742195,67.88267951800655,0.3790631057031746,0.37192618858922144,0.007136917113953145,1,0,1,0,1,0,0,0,13.759833987260944
1996-02-27,7.595213549572401,7.652171562254987,7.429292403473765,7.491203308105469,497400,7.58366035209034,7.1908311338239015,63.289421067486714,0.3525219102310233,0.3680453329175818,-0.015523422686558486,0,1,1,0,1,0,0,1,14.173222674789933
1996-02-28,7.491202559791782,7.800756562563665,7.3327110121812,7.689316749572754,681335,7.61887915219488,7.229156432827899,67.76380052807642,0.3435141038644085,0.36313908710694714,-0.01962498324253864,0,1,1,0,1,0,1,0,13.782148439380588
1996-02-29,7.689314514890537,7.4292895022312155,7.169264489571894,7.2163166999816895,1535205,7.484691665726659,7.228172035291295,51.59490588339972,0.29480981738342127,0.349473233162242,-0.05466341577882072,0,1,1,0,0,0,0,1,13.854765627550979
1996-03-01,7.216319788219871,7.3549997890579695,7.144503097001256,7.2831830978393555,366832,7.417522142297603,7.232378715174906,53.29162049995831,0.2586256039595156,0.3313037073216967,-0.07267810336218111,0,1,1,0,0,0,0,0,14.236510422913705
1996-03-04,7.283181973203063,7.429291534413687,7.260894206771478,7.374810218811035,454914,7.403284834355708,7.2432443804966375,55.588880995275005,0.2346381346711821,0.3119705927915938,-0.07733245812041167,0,1,1,0,0,0,0,0,13.824340278669979
1996-03-05,7.374810218811035,7.374810218811035,7.374810218811035,7.374810218811035,0,7.393793295790578,7.253258976245708,55.588880995275005,0.21317059452025244,0.2922105931373255,-0.07903999861707306,0,1,1,0,0,0,0,0,12.216226843934733
1996-03-06,7.374809428325365,7.3549978649699455,7.184123865226128,7.28565788269043,240410,7.357748157963334,7.255720101156334,52.66591902438399,0.18681013488787723,0.27113050148743584,-0.0843203665995586,0,1,1,0,0,0,0,0,11.477484560016325
1996-03-07,7.285657813537222,7.354997795158585,7.23117601482694,7.263369560241699,139375,7.326288625315448,7.256300082953666,51.93074671904752,0.16225047686218197,0.24935449656238506,-0.0871040197002031,0,1,1,0,0,0,0,0,9.318323034931472
1996-03-08,7.263369100488459,7.280704461894853,7.119736255545492,7.268321990966798,170981,7.306966413835595,7.257209995103248,52.09077778653253,0.14155463696414206,0.22779452464273647,-0.08623988767859442,0,1,1,0,0,0,0,0,7.878882021030132
1996-03-11,7.268322602712506,7.265846401997135,7.033061998315969,7.1742186546325675,316056,7.262717160721654,7.250938680879583,48.76841636769008,0.11621997047646104,0.20547961380948138,-0.08925964333302033,0,1,1,0,0,0,0,1,6.919254679683414
1996-03-12,7.174218571008646,7.171741880857682,7.057826370524751,7.149454116821289,515534,7.224962812728549,7.243281333146577,47.90254278563329,0.09307091000713275,0.18299787304901166,-0.08992696304187892,0,1,0,1,0,0,0,1,6.279503119343013
1996-03-13,7.149453936940154,7.280704806634178,7.099925519276036,7.231175899505615,188597,7.2270338416552,7.242369196000571,50.99463041506177,0.08039266113553012,0.16247683066631535,-0.08208416953078523,0,1,0,1,0,0,0,0,5.853002079363818
1996-03-14,7.231176066853386,7.33023388340296,7.181647648043056,7.280704975128174,155955,7.244924219485067,7.245254094724605,52.82222472895835,0.07349444185689435,0.14468035290443115,-0.0711859110475368,0,1,0,1,0,0,0,0,5.568668052821128
1996-03-15,7.280705629321326,7.379762475842543,7.231176716596218,7.332710742950439,754390,7.2741863939795675,7.251827754485072,54.731245477803036,0.0714009188653586,0.13002446609661664,-0.05862354723125804,0,1,1,0,0,0,1,0,5.379112035174937
1996-03-18,7.332711125300741,7.374810458580023,7.243559567211409,7.3054704666137695,613460,7.284614418192404,7.2558554041804495,53.50986293193659,0.06677399511732318,0.11737437190075795,-0.050600376783434764,0,1,1,0,0,0,0,1,5.586074690145121
1996-03-19,7.305469200736993,7.424337597949146,7.181647423387855,7.350044727325439,418127,7.306424521238751,7.262920283348971,55.26893230086629,0.06594373668070652,0.10708824485674766,-0.041144508176041136,0,1,1,0,0,0,0,0,5.0573831267148845
1996-03-20,7.350044727325439,7.350044727325439,7.350044727325439,7.350044727325439,0,7.320964589935204,7.269449153199615,55.26893230086629,0.06454175372688198,0.09857894663077452,-0.03403719290389254,0,1,1,0,0,0,0,0,5.371588751162484
1996-03-21,7.354999081303487,7.372333957374008,7.280706195898922,7.359951972961426,296885,7.333960384277807,7.276225340058875,55.70100237517918,0.06349813706192098,0.09156278471700381,-0.028064647655082833,0,1,1,0,0,0,0,0,6.247725834144066
1996-03-22,7.359951268704269,7.342616394292482,7.243559060076794,7.293087482452393,186525,7.320336083668965,7.27748684609328,52.04700714079773,0.05662294371330301,0.08457481651626365,-0.027951872802960645,0,1,1,0,0,0,0,0,7.498483889463394
1996-03-25,7.293086904992763,7.3302338306638175,7.233652704955088,7.263369560241699,102588,7.3013472425262,7.276431470534672,50.46254558631804,0.04822046004486147,0.07730394522198322,-0.029083485177121754,0,1,1,0,0,0,0,0,6.665655926293828
1996-03-26,7.263371512864907,7.429292664799836,7.156885555874612,7.426816463470459,804130,7.343170316174792,7.2876662237710095,58.03026630690514,0.054126296060259094,0.07266841538963839,-0.018542119329379297,0,1,1,0,0,0,1,0,6.1104372841891745
1996-03-27,7.4268170725953535,7.379764348832236,7.280707477170313,7.315377235412598,98961,7.333905955920652,7.289735110902367,52.17750514101207,0.04924681268240505,0.06798409484819172,-0.01873728216578667,0,1,1,0,0,0,0,0,6.07362485612582
1996-03-28,7.315374253425124,7.429290245704437,7.283180709838454,7.416908264160156,131085,7.3615733920006345,7.299224226418965,56.483789301606976,0.052961979706029894,0.06497967181975936,-0.012017692113729467,0,1,1,0,0,0,0,0,6.382416570752206
1996-03-29,7.416908586468551,7.424337677825072,7.2311759184466124,7.238605499267577,131603,7.320584094422802,7.2947035654321635,48.26437104338987,0.04104558539172842,0.06019285453415317,-0.019147269142424747,0,1,1,0,0,0,0,0,6.921611047170068
1996-04-01,7.238605137561189,7.327756187242434,7.231175557111472,7.268321990966798,164245,7.303163393270759,7.292737136734049,49.581213400221266,0.03361216940762102,0.05487671750884674,-0.021264548101225723,0,1,1,0,0,0,0,0,7.6144073647817
1996-04-02,7.268324972407816,7.3550003466004545,7.231178523315148,7.307948112487793,163727,7.304758299676439,7.2938704061050865,51.359140735581235,0.030566281456988698,0.05001463029847513,-0.019448348841486433,0,1,1,0,0,0,0,0,8.409604909855732
1996-04-03,7.307945741166584,7.627405491275216,7.416908851564967,7.4441490173339835,347662,7.351221872229004,7.30506186843884,56.97510740529887,0.038696597763089535,0.04775102379139801,-0.009054426028308478,0,1,1,0,0,0,1,0,7.273069939902617
1996-04-04,7.444150245107928,7.478820976610682,7.3327114050750515,7.384716033935548,107251,7.3623865927978605,7.310991471521468,54.04290342828592,0.03988442413907034,0.04617770386093248,-0.006293279721862138,0,1,1,0,0,0,0,0,6.84871329326811
1996-04-05,7.384716033935548,7.384716033935548,7.384716033935548,7.384716033935548,0,7.36982973984376,7.316477646349018,54.04290342828592,0.04036053398761297,0.045014269886268575,-0.004653735898655607,0,1,1,0,0,0,0,0,6.899142195512097
1996-04-08,7.384714175054637,7.567970633091288,7.404525736946645,7.5333003997802725,317092,7.424319959822614,7.332606907899434,60.01014722372145,0.05212648930399766,0.04643671376981439,0.005689775534183268,1,0,1,0,1,0,1,0,7.266094797008179
1996-04-09,7.533301587506801,7.563018935030152,7.454055816909028,7.461484909057617,288595,7.436708276234284,7.342191013810583,56.21111400418835,0.05502192524290184,0.04815375606443188,0.0068681691784699545,1,0,1,0,0,0,0,1,8.177396531338978
1996-04-10,7.46148440093833,7.595211966222206,7.330234015309451,7.454055309295653,561129,7.4424906205880745,7.350507457681882,55.81742780759056,0.056070724071654254,0.049737149665876355,0.006333574405777899,1,0,1,0,0,0,0,1,9.451597687559497
1996-04-11,7.454055607117659,7.419385858780679,7.379762240400237,7.402050495147705,77200,7.4290105787746175,7.354338341203873,53.01833747601988,0.052104917762473946,0.050210703285195876,0.0018942144772780695,1,0,1,0,0,0,0,0,9.96773179170638
1996-04-12,7.402049951063262,7.419385313422008,7.345091952165487,7.3822383880615225,71501,7.413419848536918,7.356411465560404,51.94952750165513,0.04682356333373505,0.049533275294903714,-0.002709711961168662,0,1,1,0,0,0,0,0,10.978487861137648
1996-04-15,7.382238715933892,7.491201827818459,7.416908952726767,7.4763431549072275,253363,7.434394283993689,7.365320977563447,56.44127365986701,0.04965908114126005,0.04955843646417498,0.00010064467708507246,1,0,1,0,0,0,1,0,12.318991907425152
1996-04-16,7.476343173462899,7.577876704411612,7.429290953859451,7.483772754669189,222275,7.450853774218856,7.37411866550733,56.78474703752953,0.05190739984735515,0.050028229140811016,0.0018791707065441351,1,0,1,0,0,0,1,0,11.879327938283422
1996-04-17,7.4837723229043185,7.974105075651665,7.602640720702329,7.894859313964844,585999,7.598855620800855,7.412787614201089,70.59911141329358,0.0858705955882817,0.057196702430305155,0.02867389315797654,1,0,1,0,1,0,1,0,11.919551958855616
1996-04-18,7.894859054907853,8.568447762410889,8.117738150028481,8.481772422790527,1492719,7.893161221464083,7.492153290905283,80.28763790549246,0.15832063403136054,0.07742148875051623,0.08089914528084431,1,0,1,0,1,0,1,0,12.27970130590375
1996-04-19,8.481773310421097,9.014206896002708,8.543684693312843,8.74427604675293,1327955,8.176866163227034,7.585100064647794,82.98787563257345,0.23421972094494592,0.10878113518940216,0.12543858575554376,1,0,1,0,1,0,1,0,12.5198008706025
1996-04-22,8.744276415439955,8.96467836345499,8.543685053542289,8.568449020385742,1079773,8.307393782279938,7.658083914701192,75.52526782695138,0.27698955934715386,0.1424228200209525,0.13456673932620136,1,0,1,0,1,0,0,1,13.346533913735007
1996-04-23,8.568449376323342,8.593214323124544,8.320806760814616,8.400053024291992,682371,8.338280196283957,7.713144611074726,69.11496054285372,0.2939088169898705,0.17272001941473608,0.1211887975751344,1,0,1,0,1,0,0,0,13.89768927582334
1996-04-24,8.400053234096363,9.113264728561127,8.645219165262562,8.739323616027832,677708,8.471961336198584,7.789285941097152,73.91809758868122,0.330879578107794,0.20435193115334765,0.12652764695444635,1,0,1,0,1,0,0,0,14.265126183882229
1996-04-25,8.739322994002425,8.915149409308569,8.19698507436844,8.286136627197267,559575,8.410019766531477,7.826147103775329,60.40472810660492,0.3199228980728712,0.22746612453725237,0.09245677353561885,1,0,1,0,1,0,0,0,15.510084122588154
1996-04-26,8.28613454664519,8.494153968573698,8.196983016201276,8.239082336425781,544031,8.353040623162912,7.856779071663035,59.19468165544378,0.3039391409688914,0.24276072782358019,0.06117841314531122,1,0,1,0,0,0,0,0,16.340056081725436
1996-04-29,8.239082554120294,8.234129174530137,8.090496339811553,8.167265892028809,144557,8.291115712784878,7.879808845505784,57.30775989799592,0.2822236133034073,0.2506533049195456,0.031570308383861656,1,0,1,0,0,0,0,0,14.226704054483623
1996-04-30,8.167266514795848,8.271276236439169,7.875047443486353,7.941911220550537,647656,8.174714215373431,7.884414715795758,51.734853190102726,0.2440167889084961,0.2493260017173357,-0.005309212808839614,0,1,1,0,0,0,0,1,12.81780270298908
1996-05-01,7.9419104003598,8.271275382233679,8.100401901172916,8.234128952026367,330045,8.194519127591077,7.910349162415238,57.505514654626374,0.23461266531045766,0.2463833344359601,-0.011770669125502453,0,1,1,0,0,0,0,0,11.878535135326054
1996-05-02,8.234128989582091,8.266323019408679,8.073161287771022,8.246511459350586,233156,8.211849904844247,7.935276495048831,57.73610873696718,0.22555889196110268,0.24221844594098862,-0.016659553979885944,0,1,1,0,0,0,0,0,11.252356756884035
1996-05-03,8.246511969666644,8.518919468929598,8.174695304744036,8.387668609619139,838845,8.27045613976921,7.968819942802889,60.37581098732024,0.22715540754116592,0.2392058382610241,-0.012050430719858174,0,1,1,0,1,0,1,0,10.834904504589355
1996-05-06,8.38767404011983,8.38767404011983,7.988968313730119,8.12764835357666,504136,8.222853544371693,7.980595711345167,53.71987087985705,0.20507521661570483,0.23237971393196025,-0.02730449731625542,0,1,1,0,0,0,0,0,10.889936336392902
1996-05-07,8.1722207862518,8.271277634130442,8.083069231589418,8.19450855255127,615014,8.213405213764885,7.996454450901844,55.09083648817425,0.1907724593516713,0.22405826301590245,-0.033285803664231145,0,1,1,0,0,0,1,0,9.593290890928602
1996-05-08,8.194506691947831,8.414909082890139,7.924575888311876,8.333186149597168,417609,8.253332192375646,8.021416987896293,57.878011200864165,0.18845515061169849,0.21693764053506165,-0.028482489923363163,0,1,1,0,0,0,0,0,9.062193927285735
1996-05-09,8.33318720599058,8.271276804641271,8.078115530131143,8.097927093505861,127458,8.201530492752385,8.027088494465236,51.9838453119165,0.16572485409746385,0.2066950832475421,-0.04097022915007825,0,1,1,0,0,0,0,0,9.04146261819049
1996-05-10,8.097926156794799,8.01620371205939,7.780943137323499,7.971628189086914,384967,8.12489639153056,8.022977577814281,49.09336841313877,0.13595248862300657,0.192546564322635,-0.05659407569962843,0,1,1,0,0,0,0,1,9.36097507879366
1996-05-13,7.971630637923977,8.09792864442985,7.974106839087835,7.9939188957214355,206213,8.081237226260852,8.020823750764464,49.625744667730075,0.11285542117514069,0.17660833569313614,-0.06375291451799545,0,1,1,0,0,0,0,0,9.240650052529107
1996-05-14,7.993918149462808,8.097927888461571,7.936960143901283,8.053352355957031,310357,8.071942269492911,8.023234657701394,51.09431754060147,0.09821445722566224,0.16092955999964137,-0.06271510277397913,0,1,1,0,0,0,0,0,9.493766701686072
1996-05-15,8.053352731554815,8.271278002375876,8.023635382189473,8.159838676452638,241446,8.10124107181282,8.033358842146267,53.69882930251138,0.09411899870391771,0.14756744774049663,-0.053448449036578916,0,1,1,0,0,0,0,0,7.995844467790715
1996-05-16,8.159839993683622,8.494158025421811,8.271279337596349,8.276232719421388,479266,8.159571621015678,8.051358336796756,56.430161745808505,0.09912271982878806,0.13787850215815492,-0.038755782329366856,0,1,1,0,0,0,1,0,6.997229645193809
1996-05-17,8.27622888140679,8.221746601243057,7.974104055921706,8.14002513885498,191706,8.153056126962111,8.05792923515647,52.52529431545672,0.09104784853011161,0.12851237143254626,-0.037464522902434655,0,1,1,0,0,0,0,0,6.664819763462539
1996-05-20,8.140025512265574,8.023633324628769,7.862665124374915,7.979057312011719,120205,8.095056521978647,8.052084410268966,48.27391364252887,0.07084306176980526,0.11697850949999807,-0.046135447730192805,0,1,1,0,0,0,0,0,6.776546508975026
1996-05-21,7.979059365316679,7.924578047562419,7.825520705720064,7.882478713989258,401029,8.02419725264885,8.039516126974526,45.874740352946176,0.04650149666783143,0.10288310693356474,-0.05638161026573331,0,1,0,1,0,0,0,1,7.1843643393166845
1996-05-22,7.882478839687423,8.068211052688293,7.850285288731575,7.919625282287598,300512,7.9893399291951,8.030632117674191,46.96648730358856,0.02986379730213251,0.0882792450072783,-0.058415447705145784,0,1,0,1,0,0,1,0,7.789576226211122
1996-05-23,7.919623784357211,7.961722621174532,7.837901332415223,7.8998122215271,113469,7.959497359972434,8.020938515969387,46.428558559240756,0.01490770551845877,0.07360493710951439,-0.058697231591055624,0,1,0,1,0,0,0,0,8.526384150807415
1996-05-24,7.8998137457971325,7.959247956290861,7.877525488580513,7.927054405212402,273570,7.94868304171909,8.013981985116681,47.321949197784406,0.005193247058640438,0.0599225990993396,-0.05472935204069916,0,1,0,1,0,0,1,0,8.01758943387161
1996-05-27,7.927054343116187,7.9493426001582135,7.8601910403837145,7.909719467163086,330045,7.935695183533755,8.006256622539903,46.78726081815549,-0.003859822257783918,0.0471661148279149,-0.051025937085698816,0,1,0,1,0,0,0,1,8.01172628924774
1996-05-28,7.909719758060019,7.924578433479652,7.775992658212438,7.855238437652588,174608,7.908876268240033,7.995067122292154,45.06390620837352,-0.015254761287070373,0.03468193960491785,-0.04993670089198822,0,1,0,1,0,0,0,0,6.674484192831827
1996-05-29,7.855237989573643,8.17222108925288,8.083069531285027,8.144980430603027,135748,7.987577655694364,8.006174539816378,54.6342210118212,-0.0008952552622663035,0.027566500631481018,-0.02846175589374732,0,1,0,1,0,0,0,0,6.116322795221218
1996-05-30,8.144980205928775,8.167267972439813,8.060781541807515,8.078116416931152,229529,8.017757242773293,8.011504779903756,52.36701016967318,0.005031390877501707,0.023059478680685155,-0.01802808780318345,0,1,1,0,0,0,0,1,5.410881863480813
1996-05-31,8.078116118167049,8.14745610556162,8.070686536628475,8.130121231079103,366832,8.055211905541896,8.02029303419632,53.96705340927499,0.013765969000203881,0.021200776744588902,-0.0074348077443850205,0,1,1,0,0,0,1,0,5.607254575653876
1996-06-03,8.130122402268482,8.268802886499813,8.159839264310182,8.196986198425293,276160,8.102470003169694,8.033383969044035,56.01297163805342,0.02578637980771248,0.022117897357213617,0.003668482450498861,1,0,1,0,0,0,1,0,4.738169717102584
1996-06-04,8.196984124233529,8.303470539321786,8.097926800409674,8.149931907653809,223830,8.118290637997733,8.042018708475425,54.187789499286076,0.031156600067633988,0.02392563789929769,0.007230962168336297,1,0,1,0,0,0,0,0,5.158779811401723
1996-06-05,8.026111287570549,8.221748783892945,7.974106172829241,8.211843490600586,261135,8.149474922198683,8.05460042504489,56.209659720796026,0.0399477923574274,0.027130068790923632,0.01281772356650377,1,0,1,0,0,0,1,0,6.4391865409344815
1996-06-06,8.365381240844728,8.382716114064625,8.271276804283344,8.365381240844728,492737,8.2214436950807,8.077624789737953,60.82695175562882,0.05862825878791078,0.03342970679032106,0.02519855199758972,1,0,1,0,1,0,1,0,8.292791027289654
1996-06-07,8.320805164437656,8.568447732435251,8.308422693412679,8.47681999206543,633149,8.306569127408943,8.107199042929647,63.809638806374934,0.0814855245070305,0.04304087033366295,0.03844465417336755,1,0,1,0,1,0,1,0,10.195194018193103
1996-06-10,8.444628400434956,8.840856773640084,8.370335519275931,8.63036060333252,995837,8.414499619383468,8.145956893959948,67.48329541523493,0.1107132825987911,0.056575352786688585,0.05413792981210251,1,0,1,0,1,0,1,0,11.796796012128736
1996-06-11,8.766562921669282,8.766562921669282,8.469391429942041,8.627882957458496,719676,8.48562739874181,8.181659507410837,67.36446239344593,0.13215318647447916,0.0716909195242467,0.06046226695023246,1,0,1,0,1,0,0,1,12.531197341419158
1996-06-12,9.162793441142382,9.53425785490482,9.014207675637406,9.521875381469727,7996748,8.83104339298445,8.280946052367533,80.62320050110095,0.21876044770590752,0.10110482516057887,0.11765562254532866,1,0,1,0,1,0,1,0,13.354131560946106
1996-06-13,9.608551706553477,9.893340792845573,9.608551706553477,9.819048881530762,9762002,9.160378555833221,8.394891597733519,83.08347467917334,0.3078282911518553,0.14244951835883415,0.16537877279302113,1,0,1,0,1,0,1,0,13.902754373964072
1996-06-14,10.128599663953109,10.64865075781597,9.955249951951439,10.542163848876953,20584089,9.620973653514465,8.553964316281313,87.30680003464609,0.4317871597237115,0.20031704663180963,0.23147011309190188,1,0,1,0,1,0,1,0,14.268502915976049
1996-06-17,10.952572004658077,10.965161493926807,10.37850662155034,10.640360832214355,17767559,9.960769379747761,8.708526164501304,87.75391193939845,0.531818657592126,0.2666173688238729,0.2652012887682531,1,0,1,0,1,0,1,0,14.512335277317367
1996-06-18,10.486771776084703,10.917321515990462,10.428861524766056,10.834233283996582,14540674,10.251924014497368,8.865999118766375,88.60716811497903,0.6195959109634863,0.33721307725179556,0.28238283371169076,1,0,1,0,1,0,1,0,14.341556851544913
1996-06-19,10.927392143778352,10.927392143778352,10.50187763162202,10.577413558959961,16197639,10.360420529318231,8.992780374748513,80.59605600250917,0.6608192976650376,0.40193432133444396,0.2588849763305936,1,0,1,0,1,0,0,1,15.561037901029943
1996-06-20,10.474181396617576,10.625252253696347,10.28534506468294,10.57237720489502,19151472,10.431072754510494,9.109795936115251,80.44245931374508,0.6851843581734371,0.4585843287022426,0.22660002947119456,1,0,1,0,1,0,0,1,16.374025267353293
