,Date,Open,High,Low,Close,Volume,5EMA,26EMA,rsi,macd,macdSignal,macdHist,macd_crossover,macd_crossunder,ema_crossover,ema_crossunder,rsi_buy,rsi_sell,volume_buy,volume_sell,totalScore
14,2021-10-08,1671.0610564839599,1679.0118330773862,1663.70274506879,1666.8634033203125,173046,1666.8634033203125,1666.8634033203125,,,,,0,0,0,0,0,0,0,0,0
15,2021-10-11,1672.0981123676404,1688.839413817891,1663.7028057342184,1676.197021484375,289928,1672.46357421875,1671.709705059345,,,,,0,0,1,0,0,0,1,0,0
16,2021-10-12,1674.1229289490905,1688.9381761079321,1671.1598795173225,1685.1356201171875,164346,1678.4661222759044,1676.5335059845133,,,,,0,0,0,0,0,0,0,0,0
17,2021-10-13,1697.8272985310507,1702.8644583749406,1671.2585982510348,1673.9254150390625,311469,1676.5799823467546,1675.8043977286432,,,,,0,0,0,0,0,0,0,1,0
18,2021-10-14,1678.8143677858386,1681.4810639586071,1657.3322601233338,1660.4927978515625,290813,1670.4043333225338,1672.25357456294,,,,,0,0,0,1,0,0,0,1,0
19,2021-10-18,1663.6534546745352,1670.616548260287,1645.0356521635288,1647.3072509765625,253523,1661.964346841224,1667.2570249133278,,,,,0,0,0,0,0,0,0,0,10
20,2021-10-19,1648.8382564251572,1658.2705580629065,1612.195236080166,1615.8990478515625,384005,1645.6546805160842,1658.1232749255885,,,,,0,0,0,0,0,0,0,1,10
21,2021-10-20,1616.886705451895,1628.096884789566,1585.4783338998325,1593.7254638671875,436745,1627.6421195626922,1647.7471918941394,,,,,0,0,0,0,0,0,0,1,0
22,2021-10-21,1590.1698244617396,1606.5653401533912,1566.5148619456847,1573.9224853515625,592760,1609.2573446391502,1636.8047497153952,,,,,0,0,0,0,0,0,0,1,0
23,2021-10-22,1585.2314202960465,1587.2067865518668,1535.8472639005306,1544.3907470703125,483464,1587.2535662686646,1624.0525167870185,,,,,0,0,0,0,0,0,0,1,0
24,2021-10-25,1552.5391116916285,1554.613222118582,1506.2167495113324,1513.4761962890625,902495,1562.3734703233677,1609.710732987805,,,,,0,0,0,0,0,0,0,1,0
25,2021-10-26,1501.2783128187168,1530.6618850597408,1501.2783128187168,1527.5506591796875,642134,1550.6757078990165,1599.6160733725421,,,,,0,0,0,0,0,0,1,0,0
26,2021-10-27,1527.5506744951733,1552.6378496137397,1510.2662200624507,1514.5133056640625,1108929,1538.5593170043514,1589.646299485783,,,,,0,0,0,0,0,0,0,1,5
27,2021-10-28,1518.0689918546304,1521.6740594424646,1492.142309332715,1498.5128173828125,522816,1525.164600364218,1579.410924887327,,,,,0,0,0,0,0,0,0,0,5
28,2021-10-29,1506.118032373085,1527.9458054808829,1482.5123814006495,1523.5999755859375,629238,1524.641865022577,1573.3735472860967,22.249871134630027,,,,0,0,0,0,0,1,0,0,5
29,2021-11-01,1530.0,1537.75,1506.0,1527.1500244140625,602533,1525.479192933606,1568.5381870765057,23.384606803622944,,,,0,0,0,0,0,1,0,0,5
30,2021-11-02,1527.1500244140625,1540.0,1517.949951171875,1527.0,1130021,1525.9866436642055,1564.321698340687,23.369084806812428,,,,0,0,0,0,0,1,0,1,5
31,2021-11-03,1526.0,1536.9000244140625,1502.1500244140625,1509.75,823099,1520.570764511792,1558.9301107573185,21.59421393870968,,,,0,0,0,0,0,1,0,1,0
32,2021-11-04,1520.3499755859375,1524.4000244140625,1511.9000244140625,1521.9000244140625,71525,1521.014051109359,1555.3598746124849,25.86512335473483,,,,0,0,0,0,0,1,0,0,0
33,2021-11-08,1529.0,1547.1500244140625,1510.0,1544.199951171875,424429,1528.7450093842522,1554.3074090081113,33.071160721380174,,,,0,0,0,0,0,1,0,0,0
34,2021-11-09,1550.0,1550.800048828125,1530.300048828125,1539.25,246212,1532.247375097333,1552.9155432439472,32.32017816686291,,,,0,0,0,0,0,1,0,0,0
35,2021-11-10,1538.6500244140625,1555.0,1530.0,1553.0,303908,1539.1658414342708,1552.92320942032,36.62527537647119,,,,0,0,0,0,0,1,0,0,0
36,2021-11-11,1550.0,1550.0,1531.25,1537.199951171875,411684,1538.5104862848573,1551.5194402847333,33.952651376408,,,,0,0,0,0,0,1,0,1,0
37,2021-11-12,1539.0,1544.0,1518.1500244140625,1522.9000244140625,430703,1533.3066898724744,1549.0025756720659,31.69814784769293,,,,0,0,0,0,0,1,0,1,0
38,2021-11-15,1525.0,1526.949951171875,1511.0,1524.1500244140625,554038,1530.2543471737374,1546.8468750626437,32.122439351134844,,,,0,0,0,0,0,1,1,0,0
39,2021-11-16,1526.0,1528.949951171875,1503.8499755859375,1508.050048828125,332867,1522.852718978382,1543.5237427294996,29.57417553034673,,,,0,0,0,0,0,1,0,0,5
40,2021-11-17,1505.0,1505.699951171875,1482.0,1484.1500244140625,486976,1509.9515937182694,1538.4963228177303,26.245655974733456,,,,0,0,0,0,0,1,0,1,5
