,Date,Open,High,Low,Close,Volume,5EMA,26EMA,rsi,macd,macdSignal,macdHist,macd_crossover,macd_crossunder,ema_crossover,ema_crossunder,rsi_buy,rsi_sell,volume_buy,volume_sell,totalScore
14,2021-10-08,706.0,710.0,698.2999877929688,703.4000244140625,9383924,703.4000244140625,703.4000244140625,,,,,0,0,0,0,0,0,0,0,0
15,2021-10-11,702.0,719.4000244140625,700.2999877929688,713.2999877929688,9337637,709.3400024414062,708.5403900146483,,,,,0,0,1,0,0,0,0,0,0
16,2021-10-12,706.5,713.0,704.4000244140625,708.5999755859375,7376091,708.9894634046052,708.5617985318833,,,,,0,0,0,0,0,0,0,0,0
17,2021-10-13,713.8499755859375,715.9000244140625,707.9500122070312,709.9500122070312,6357766,709.3884605994591,708.9498824111006,,,,,0,0,0,0,0,0,0,0,0
18,2021-10-14,710.25,729.7999877929688,709.0499877929688,727.2999877929688,8950350,716.2644497116595,713.2053475359808,,,,,0,0,0,0,0,0,1,0,0
19,2021-10-18,739.0,748.9000244140625,732.0499877929688,745.4500122070312,15345601,726.9292492400435,719.6636966953727,,,,,0,0,0,0,0,0,1,0,10
20,2021-10-19,755.0,755.0,738.75,747.4500122070312,11349799,734.1947354969324,724.6053488686798,,,,,0,0,0,0,0,0,1,0,10
21,2021-10-20,746.75,757.4500122070312,741.9000244140625,745.8499755859375,12762996,738.2375602510408,728.0283846391116,,,,,0,0,0,0,0,0,0,1,5
22,2021-10-21,748.9000244140625,759.8499755859375,737.4000244140625,755.5,12166996,744.1453828577344,732.1002811182374,,,,,0,0,0,0,0,0,1,0,5
23,2021-10-22,758.5,765.8499755859375,753.3499755859375,759.2999877929688,13248928,749.2860651315857,735.8535759130945,,,,,0,0,0,0,0,0,1,0,5
24,2021-10-25,800.0,867.0,798.4000244140625,841.7000122070312,96124084,780.4510127375571,749.5818922326173,,,,,0,0,0,0,0,0,1,0,5
25,2021-10-26,828.7000122070312,841.7000122070312,822.3499755859375,829.4000244140625,16925115,796.8940824006011,759.3888074184473,,,,,0,0,0,0,0,0,0,0,5
26,2021-10-27,828.75,849.0,824.2000122070312,835.0,22898400,809.6616576859603,768.2466449911162,,,,,0,0,0,0,0,0,0,0,5
27,2021-10-28,830.0999755859375,831.9500122070312,796.25,798.7000122070312,18750423,805.995216511639,771.6669205478764,,,,,0,0,0,0,0,0,0,0,5
28,2021-10-29,798.0,808.75,783.9000244140625,802.0499877929688,15701200,804.6771302134192,774.9536241775103,73.66273869078206,,,,0,0,0,0,1,0,0,0,5
29,2021-11-01,807.7000122070312,809.7000122070312,793.0,803.9000244140625,11406421,804.4176999803037,777.9816554312555,73.91208472148354,,,,0,0,0,0,1,0,0,0,5
30,2021-11-02,809.0,810.0,798.0,800.9500122070312,9452457,803.2606296766988,780.3131442236516,72.72966516034707,,,,0,0,0,0,1,0,0,0,0
31,2021-11-03,806.0,806.0,780.4500122070312,785.9500122070312,11839149,797.4865168607564,780.8700568423234,66.87165209463346,,,,0,0,0,0,1,0,0,0,0
32,2021-11-04,788.5,789.0,779.0,782.0999755859375,3149310,792.3553551380677,780.9886388059989,65.41526724430983,,,,0,0,0,0,1,0,0,0,0
33,2021-11-08,793.0,793.0,773.1500244140625,780.1500244140625,13967995,788.285687697764,780.9095510947307,64.64732559459954,,,,0,0,0,0,1,0,0,1,0
34,2021-11-09,784.0,788.5999755859375,779.2000122070312,786.5499877929688,10084357,787.7070050451932,781.4309376580487,66.0558129429212,,,,0,0,0,0,1,0,0,0,0
35,2021-11-10,782.5499877929688,784.2999877929688,773.0999755859375,780.9000244140625,9507347,785.4377081936603,781.3827464326529,63.64508407383433,,,,0,0,0,0,1,0,0,0,0
36,2021-11-11,776.7000122070312,777.0,766.0999755859375,771.4500122070312,9221059,780.7747273708659,780.4959540441037,59.71932505022314,,,,0,0,0,0,0,0,0,0,0
37,2021-11-12,772.7000122070312,779.9000244140625,771.2000122070312,776.5999755859375,15380106,779.3830607731182,780.1533317363185,61.12656496953878,,,,0,0,0,1,1,0,1,0,0
38,2021-11-15,777.0,784.5499877929688,771.5499877929688,773.2999877929688,10934583,777.3552894756765,779.5588753538775,59.68760589408678,,,,0,0,0,0,0,0,0,0,5
39,2021-11-16,773.2999877929688,775.75,762.0,764.0499877929688,12785837,772.9200718187356,778.2304655145465,55.7275400511698,,,,0,0,0,0,0,0,0,1,5
40,2021-11-17,760.9000244140625,771.9500122070312,756.2999877929688,761.2999877929688,11657214,769.0466423007904,776.7968914816549,54.56840209107698,,,,0,0,0,0,0,0,0,0,5
41,2021-11-18,764.9000244140625,767.5,756.4000244140625,762.9000244140625,20644385,766.9977456302016,775.6325282462462,55.15289810207864,,,,0,0,0,0,0,0,1,0,5
42,2021-11-22,768.2999877929688,770.4500122070312,740.25,752.0,20403786,761.9984579791607,773.6714980975285,50.39622028452777,,,,0,0,0,0,0,0,0,1,5
43,2021-11-23,740.9500122070312,757.9500122070312,731.2000122070312,751.8499755859375,24913042,758.6156128728941,771.8767297296515,50.33187782115037,,,,0,0,0,0,0,0,0,1,5
44,2021-11-24,750.25,772.25,746.7000122070312,760.2000122070312,23186419,759.1437478204557,770.9241335549796,53.862603126223476,,,,0,0,0,0,0,0,1,0,5
45,2021-11-25,754.9000244140625,754.9500122070312,745.2999877929688,751.0499877929688,17749726,756.4458215579859,769.3148648428715,49.69383925528659,,,,0,0,0,0,0,0,0,0,5
46,2021-11-26,739.0,742.0499877929688,718.5999755859375,722.2000122070312,18987552,745.0305341352799,765.5259742301172,39.35205912542509,,,,0,0,0,0,0,1,0,0,5
47,2021-11-29,726.75,727.75,710.5,718.4000244140625,15878074,736.1536884171271,761.7600824119783,38.22370110377156,-5.633394698734605,4.251577532978938,-9.884972231713544,0,0,0,0,0,1,0,0,5
48,2021-11-30,716.75,732.2999877929688,711.0999755859375,714.3499755859375,23965914,728.8857791487438,757.9934695056404,37.00580007343088,-8.304644356432277,1.7403331550966943,-10.044977511528971,0,0,0,0,0,1,0,1,5
49,2021-12-01,716.4000244140625,732.75,715.0,727.7000122070312,15214913,728.490523320542,755.5995942835929,43.40683405436198,-9.237903766832574,-0.4553142292891592,-8.782589537543414,0,0,0,0,0,0,0,0,5
50,2021-12-02,724.5999755859375,727.0999755859375,715.2000122070312,722.4000244140625,21924640,726.4603563987199,752.988989065101,41.59959434856218,-10.286605706991736,-2.4215725248296747,-7.865033182162062,0,0,0,0,0,0,0,1,0
51,2021-12-03,720.5,729.5,715.0999755859375,716.2999877929688,20130259,723.073566174309,750.1170917183819,39.558157452934815,-11.47762461327784,-4.232782942519307,-7.244841670758532,0,0,0,0,0,1,0,1,0
52,2021-12-06,719.0,726.7999877929688,707.5,709.5499877929688,20129080,718.5657061023413,746.9549186578271,37.372628702002416,-12.818421481584323,-5.949910650332311,-6.868510831252013,0,0,0,0,0,1,0,1,0
53,2021-12-07,717.0,740.9500122070312,712.0,734.6500244140625,30513303,723.9271460244581,745.9994645665959,48.718470096075876,-11.72054235755968,-7.104036991777784,-4.6165053657818955,0,0,0,0,0,0,1,0,0
54,2021-12-08,747.9000244140625,758.7999877929688,744.0999755859375,753.4000244140625,33432411,733.7514394133174,746.5720588606274,55.24163475655355,-9.231086720702024,-7.529446937562632,-1.7016397831393917,0,0,0,0,0,0,1,0,5
55,2021-12-09,759.0499877929688,763.0,748.4000244140625,755.0,16007459,740.8342932269037,747.222000148802,55.75879023457419,-7.047827565645207,-7.433123063179147,0.38529549753394043,1,0,0,0,0,0,0,0,5
56,2021-12-10,756.5,759.7999877929688,751.0499877929688,758.0,7627774,746.5561956379286,748.0506500715117,56.76746282448166,-5.017663526034994,-6.950031155750317,1.9323676297153227,0,0,0,0,0,0,0,0,10
57,2021-12-13,763.0,769.7000122070312,752.5,754.0,16855546,749.037463802945,748.5067752482696,54.967945026661965,-3.688986132881382,-6.29782215117653,2.6088360182951478,0,0,1,0,0,0,0,0,10
