Date,Open,High,Low,Close,Volume,5EMA,26EMA,rsi,macd,macdSignal,macdHist,macd_crossover,macd_crossunder,ema_crossover,ema_crossunder,macd_buy,macd_sell,ema_buy,ema_sell,rsi_buy,rsi_sell,volume_buy,volume_sell,scores
2006-09-22,125.67264694074935,125.67264694074935,119.28847647615927,120.87698364257812,2906004,118.72936632011685,112.93416231365515,65.13681020841395,,,,0,0,0,0,0,0,1,0,1,0,0,0,7.945167141287879
2006-09-25,119.69064037543794,122.99834721330998,118.64504139850443,119.34880828857422,2542148,118.93588838100437,113.52711466800207,61.24243350840359,,,,0,0,0,0,0,0,1,0,1,0,0,0,8.29684860132136
2006-09-26,120.60555966335562,125.87376106336372,119.43931960325567,124.1847152709961,6943500,120.68573122339845,114.49450969657829,67.80268587607688,,,,0,0,0,0,0,0,1,0,1,0,1,0,8.86464162382967
2006-09-27,124.56673012938428,127.03996541590803,123.92328370968454,124.55667877197266,4061248,121.97616205648913,115.39285800084852,68.24787436007779,,,,0,0,0,0,0,0,1,0,1,0,0,0,9.243128140847343
2006-09-28,125.61236066977702,125.61236066977702,122.28455052873633,123.259765625,1210420,122.40405533088578,116.08469397331643,64.87945083688857,,,,0,0,0,0,0,0,1,0,1,0,0,0,8.495374341602343
2006-09-29,123.6618864185531,126.67802998973733,122.65650522815835,124.34555053710938,2381504,123.0512460297559,116.80123745185307,66.3757147987357,,,,0,0,0,0,0,0,1,0,1,0,0,0,8.330243021516546
2006-10-03,124.46621832581974,127.85434876211058,123.6619131993201,124.5466537475586,3202624,123.54972842966603,117.46466912459692,66.65903980399773,,,,0,0,0,0,0,0,1,0,1,0,0,0,8.553501242011455
2006-10-04,124.9889924524865,125.4715803629707,122.65651285482713,123.40049743652344,1202696,123.49998388973421,117.96728041954196,63.381098760172364,,,,0,0,0,0,0,0,1,0,1,0,0,0,9.035675981405756
2006-10-05,124.90859251559826,126.2759088189661,124.46622222761148,125.50177001953125,857264,124.16725376272048,118.5985653447792,66.62172674210107,,,,0,0,0,0,0,0,1,0,1,0,0,0,7.690434869259906
2006-10-06,126.47693148815856,128.6787183620905,124.29525959812548,124.92864227294922,2473768,124.42105191816898,119.12383591974681,64.93381963173663,,,,0,0,0,0,0,0,1,0,1,0,0,1,6.7936162306816055
2006-10-09,124.26510927037616,125.65254015675437,122.65649944163343,123.47085571289062,961312,124.10431819794641,119.48136796706962,60.71985782630777,,,,0,0,0,0,0,0,1,0,1,0,0,0,6.195741035811768
2006-10-10,124.66728083387991,125.63244442450126,122.72689002149004,123.83280944824219,840552,124.01381496672303,119.83636212542307,61.389842733596126,,,,0,0,0,0,0,0,1,0,1,0,0,0,5.797159304780103
2006-10-11,124.66731044488374,131.46368717265682,124.66731044488374,126.66802215576172,7770292,124.89855274706555,120.38954196370312,66.24640802599573,,,,0,0,0,0,0,0,1,0,1,0,1,0,5.531438920628043
2006-10-12,127.58291588741113,128.10570937281693,124.86838576214707,126.61775207519531,2884688,125.47162007528675,120.89040327400136,66.08767884411444,,,,0,0,0,0,0,0,1,0,1,0,0,0,5.687626188428013
2006-10-13,127.70350353161044,139.32571896759723,127.70350353161044,137.12393188476562,10084532,129.35572801296334,122.18764423812881,77.96871295939478,5.6894276950597344,5.513996031114341,0.17543166394539345,0,0,0,0,1,0,1,0,1,0,1,0,6.125084576263035
2006-10-16,138.3907489300055,144.37276822628976,138.3907489300055,142.85464477539062,7437840,133.85537002395327,123.82958508514214,81.72890342935027,6.63724840831469,5.738646506554411,0.8986019017602791,0,0,0,0,1,0,1,0,1,0,1,0,7.083390375636206
2006-10-17,143.56842729772887,144.17165598385378,140.8036291529897,141.658203125,3306924,136.45631558178835,125.2384532294502,78.70853876281762,7.208762186949798,6.032669642633488,1.17609254431631,0,0,0,0,1,0,1,0,1,0,0,0,8.388927514819223
2006-10-18,142.7641346512038,143.76951588114184,136.73184727157545,137.54620361328125,3019184,136.81961170317388,126.20625725541177,69.2380047553942,7.246355503327919,6.275406814772374,0.970948688555545,0,0,0,0,1,0,1,0,1,0,0,0,9.92595214568807
2006-10-19,140.7534089678471,159.25242843219272,140.7534089678471,155.3716583251953,18835652,143.00362850220165,128.48923130878106,80.30257124003903,8.615203001687675,6.743366052155435,1.8718369495322404,0,0,0,0,1,0,1,0,1,0,1,0,10.950634972299515
2006-10-20,156.63839093762758,180.96861597415253,156.03516221771372,173.5991668701172,21011380,153.20214267500248,132.00551443457903,85.89097965994964,11.043529182029545,7.603398678130256,3.4401305038992884,0,0,0,0,1,0,1,0,1,0,1,0,12.300423497974052
2006-10-23,192.22888974665128,198.8543544576306,177.14817140878637,180.5966339111328,16687696,162.3336405795445,135.7785321445772,87.37215379099734,13.37841425329546,8.758401793163298,4.620012460132163,0,0,0,0,1,0,1,0,1,0,1,0,14.20028250380163
2006-10-26,180.9686421553366,186.1966251509352,179.43040378792762,184.71871948242188,10700288,169.79533399704937,139.56512026710627,88.1606471636789,15.384106941560532,10.083542822842745,5.300564118717787,0,0,0,0,1,0,1,0,1,0,0,0,13.800188311745348
2006-10-27,185.25155892680948,203.89133098957197,185.25155892680948,201.2672882080078,17816692,180.28598582236916,144.32343381622783,90.67736972489263,18.100314878378327,11.68689723394986,6.413417644428467,0,0,0,0,1,0,1,0,1,0,1,0,13.866792210507349
2006-10-30,203.08701079932072,210.6877028038477,198.06010459141675,202.39329528808594,12570116,187.65508917507327,148.78804570013614,90.82035737192015,20.11195055175034,13.371907897509956,6.7400426542403835,0,0,0,0,1,0,1,0,1,0,0,0,15.244528177256546
2006-10-31,202.6848812953489,206.10317790449665,192.34955605036646,199.00518798828125,8952160,191.4384555137296,152.63809708016615,86.52025714699907,21.188546003533133,14.935235518714592,6.253310484818542,0,0,0,0,1,0,1,0,1,0,0,0,16.163018801245837
2006-11-01,201.27735422742464,205.90210862026257,197.57754580406547,202.9362335205078,7815152,195.2710482282999,156.48438088102577,87.27318064797664,22.10415523466841,16.369019461905356,5.735135772763055,0,0,0,0,1,0,1,0,1,0,0,0,16.775345874789732
2006-11-02,202.6848683954177,204.82633545570764,200.10104338498112,201.57894897460938,4379712,197.37368182709727,159.92450804548176,85.49747871792637,22.46134027836746,17.587483625197777,4.873856653169682,0,0,0,0,1,0,1,0,1,0,0,0,16.850230583787717
2006-11-03,201.88055106132262,202.08162730739963,198.06010238585932,199.46763610839844,2850172,198.0716665912255,162.93447208536793,82.6794010523373,22.316792602156255,18.533345420589473,3.783447181566782,0,0,0,0,1,0,1,0,1,0,0,0,17.233487057887096
2006-11-06,201.07622229122788,205.29882295934368,197.65792651227702,200.73439025878906,3482952,198.95924115021202,165.80587518025212,83.04059029499821,22.05027218860704,19.236730774192985,2.813541414414054,0,0,0,0,1,0,1,0,1,0,0,0,15.82232470027844
2006-11-07,203.83101587094546,203.97177171346598,198.51254611358593,199.25653076171875,2035924,199.05833768761408,168.3421030533012,80.92049241158672,21.47228281995055,19.683841183344498,1.788441636606052,0,0,0,0,1,0,1,0,1,0,0,0,14.881549797972463
2006-11-08,200.79474814065173,202.08164111254638,194.84289575926113,199.2062530517578,3295280,199.10764280907267,170.67814364182217,80.8448709648328,20.77073300929746,19.90121954853509,0.86951346076237,0,0,0,0,1,0,1,0,1,0,0,0,14.254366530998013
2006-11-09,201.4784039306246,201.63926247722273,197.45687890206923,198.58290100097656,1888468,198.93272887285778,172.78679137231902,79.84855721047494,19.934656122150244,19.90790686325812,0.026749258892124317,0,0,0,0,1,0,1,0,1,0,0,0,13.836244353561506
2006-11-10,199.95023896626057,207.30962521414372,196.04935459145503,200.945556640625,5312484,199.6036714625812,174.91146382267962,80.81368948854787,19.240908513762975,19.774507193359092,-0.5335986795961176,0,1,0,0,0,1,1,0,1,0,1,0,13.557496235513375
2006-11-13,201.07627904684782,204.46440943969836,199.97035951209017,202.2324676513672,2536604,200.47993685925036,176.97008503340467,81.33798014087807,18.580764017863373,19.53575855825995,-0.9549945403965765,0,0,0,0,0,1,1,0,1,0,0,0,13.704997490410792
2006-11-14,203.08702535310198,204.0924066667312,199.29674270980829,200.3021240234375,2367328,200.42066591396105,178.72590090680546,77.89935146247296,17.69782266736229,19.168171380080416,-1.4703487127181276,0,0,0,0,0,1,1,0,1,0,0,0,14.136664993740924
2006-11-15,201.07627905210398,219.1329387291606,200.5735883544737,215.87548828125,10842812,205.57227337078803,181.51824148462796,83.83631892836675,18.046694568107313,18.943876017685795,-0.8971814495784827,0,0,0,0,0,1,1,0,1,0,1,0,14.757776662622227
2006-11-16,216.16705006215466,234.575567528123,213.583200401955,231.83087158203125,16836432,214.32513944240756,185.29585900700914,87.53181255171256,19.387161026381733,19.03253301942498,0.35462800695675156,1,0,0,0,1,0,1,0,1,0,1,0,14.505184441713373
2006-11-17,233.24848364497518,236.8075239651734,220.78175434670928,224.22015380859375,8229376,217.62347756477237,188.2154621033155,78.33208568307367,19.60932494166292,19.14789140387257,0.4614335377903487,0,0,0,0,1,0,1,0,1,0,0,0,14.670122961157388
2006-11-20,221.1838827319103,230.99641389310256,213.22126786264982,229.04595947265625,7255332,221.4309715343,191.27518898471166,79.78304006157207,19.944881453142756,19.307289413726608,0.6375920394161483,0,0,0,0,1,0,1,0,1,0,0,0,14.780081974111653
2006-11-21,227.34686065766704,243.24192305146187,227.34686065766704,237.74249267578125,7310604,226.86814524834887,194.75431961826945,82.1081946223673,20.674230297962936,19.580677590573874,1.0935527073890619,0,0,0,0,1,0,1,0,1,0,0,0,14.853387982744094
2006-11-22,238.6774694346123,241.24119119981137,234.95755942236266,236.1640167236328,3415848,229.96676907352781,197.85229978960024,80.30291784160048,20.884135381933135,19.841369148845725,1.0427662330874092,0,0,0,0,1,0,1,0,1,0,0,0,16.902258655218453
2006-11-23,238.2753700173555,238.2753700173555,229.2671436786913,231.1773681640625,2498644,230.37030210371333,200.343604635381,74.7141552765775,20.41279976055452,19.955655271187485,0.45714448936703533,0,0,0,0,1,0,1,0,1,0,0,0,18.934839103515824
2006-11-24,221.39498486459195,237.71230070348545,221.39498486459195,229.40786743164062,3247380,230.0494905463519,202.5148972234086,72.77856040617483,19.66973846303557,19.898471909557102,-0.22873344652153094,0,1,0,0,0,1,1,0,1,0,0,0,15.956559402307885
2006-11-27,229.95078288061043,231.22761209399945,224.54182712197473,226.62298583984375,1628732,228.90732231084,204.3147923317241,69.71735045295254,18.641255570613453,19.647028641768372,-1.0057730711549198,0,0,0,0,0,1,1,0,1,0,0,0,13.971039601522591
2006-11-28,225.19534975982597,231.63985377370352,216.21731429982913,224.46144104003906,3116228,227.4253618872317,205.8180488915266,67.34943704932304,17.450597245561966,19.207742362527092,-1.7571451169651269,0,0,0,0,0,1,1,0,1,0,0,0,13.647359734346654
2006-11-29,226.2107765436186,231.03660644321582,224.64237200807347,226.190673828125,1654736,227.01379920086134,207.33734391927638,68.27768441905344,16.456822572328377,18.65755840448735,-2.2007358321589727,0,0,0,0,0,1,1,0,1,0,0,0,13.431573156230332
2006-11-30,227.3568994906505,228.62368964724126,223.61688625775196,225.7080841064453,974100,226.57856083605495,208.70666138579372,67.69923405533915,15.452184858266861,18.016483695243252,-2.5642988369763913,0,0,0,0,0,1,1,0,1,0,0,0,12.287715437484156
2006-12-01,227.21613898657176,230.53389676823411,223.81794580414515,225.25564575195312,1191888,226.13758914135363,209.93961694417294,67.12506725366917,14.452890314888634,17.303765019172328,-2.8508747042836937,0,0,0,0,0,1,1,0,1,0,0,0,9.858476958318905
2006-12-04,226.21077308491945,228.76443154956885,223.23483487415973,223.74758911132812,1164244,225.34092246467762,210.96791630860378,65.14190742621444,13.384961122221767,16.520004239782217,-3.13504311756045,0,0,0,0,0,1,1,0,1,0,0,0,8.238984638877552
2006-12-05,223.89840897070815,236.60641841337474,222.1892608106264,234.55545043945312,4355516,228.41243178960497,212.72381588048066,71.61447638641107,13.257894867849188,15.867582365395611,-2.609687497546423,0,0,0,0,0,1,1,0,1,0,1,0,7.159323092584271
2006-12-06,236.26460546445267,239.68290188393837,226.47220142210276,228.472900390625,4025108,228.43258798994498,213.89577578322292,64.37029707835394,12.522036745937385,15.198473241503965,-2.6764364955665805,0,0,0,0,0,1,1,0,1,0,0,1,6.772882061722664
2006-12-07,228.22154030585313,235.35974707312872,226.2610468979394,229.21685791015625,3723552,228.69401129668216,215.0354981460748,64.83878603872209,11.862155492482628,14.531209691699697,-2.6690541992170687,0,0,0,0,0,1,1,0,1,0,1,0,6.848588041148466
2006-12-08,231.23764806597111,231.23764806597111,225.64771945107128,226.3514862060547,1497532,227.91316959980617,215.87701979508785,61.48545034234358,10.981396591101344,13.821247071580027,-2.839850480478683,0,0,0,0,0,1,1,0,1,0,0,0,7.232392027432391
2006-12-11,228.9655239910676,230.43339048510921,215.97600270003545,220.37957763671875,2571276,225.4019722787767,216.21175814394914,55.09051899775758,9.689807633307424,12.994959183925506,-3.3051515506180813,0,0,0,0,0,1,1,0,0,0,0,0,7.821594684955009
2006-12-12,221.18391563831142,225.60759395107766,203.89135496113434,209.47122192382812,3110364,220.09172216046,215.71077468615104,45.733655946746886,7.697271582345877,11.93542166360958,-4.2381500812637025,0,0,0,0,0,1,1,0,0,0,0,1,8.547729789970074
2006-12-13,210.3257495345695,219.93720373874197,203.10710752386487,217.30308532714844,1982848,219.16217654935605,215.82909197751104,52.03288632544444,6.673213676218126,10.882980066131289,-4.209766389913163,0,0,0,0,0,1,1,0,0,0,0,0,8.698486526646725
2006-12-14,219.37419707742066,227.960143460166,217.765587016358,223.07400512695312,2178500,220.46611940855513,216.36730369634458,56.07862198423121,6.255199361416203,9.957423925188271,-3.7022245637720683,0,0,0,0,0,1,1,0,0,0,0,0,9.132324351097836
2006-12-15,224.40109205809887,229.56874179717465,209.1192972584434,227.35690307617188,1635840,222.76304729776078,217.18352670569377,58.85242450506506,6.1980666222764285,9.205552464605903,-3.0074858423294746,0,0,0,0,0,1,1,0,0,0,0,0,7.754882900731853
2006-12-18,229.7095312675071,242.09582434833328,225.26575069644764,240.19566345214844,5219292,228.57391934922344,218.8923526593009,65.82079973082983,7.106845883743091,8.785811148433341,-1.67896526469025,0,0,0,0,0,1,1,0,1,0,1,0,6.836588600487885
2006-12-19,241.29151611892777,245.31304138757656,229.74973368881726,232.1023406982422,6729012,229.7500597988964,219.87311462293286,59.03381913032011,7.092241542600618,8.447097227266797,-1.3548556846661786,0,0,0,0,0,1,1,0,0,0,0,1,6.557725733658588
2006-12-20,235.2592086485098,258.3829770199445,231.44882359156688,249.93777465820312,11956348,236.47929808533203,222.1048551938101,67.08781902645862,8.422745790162793,8.442226939845996,-0.01948114968320347,0,0,0,0,0,1,1,0,1,0,1,0,6.705150489105725
2006-12-21,251.34530738419832,299.9253234863281,251.34530738419832,299.9253234863281,15146256,257.6279732189975,227.88066586183896,79.34470927990655,13.356788673656922,9.425139286608182,3.93164938704874,1,0,0,0,1,0,1,0,1,0,1,0,7.1367669927371535
2006-12-22,303.62520458114284,351.62210624211593,303.62520458114284,332.8818054199219,20895484,282.7125839526391,235.67268279266673,83.66416212145401,19.699284777380257,11.479968384762596,8.21931639261766,0,0,0,0,1,0,1,0,1,0,1,0,8.424511328491441
2006-12-26,331.7657615085922,345.8511631758795,331.7657615085922,335.5158386230469,6855504,300.3136688427751,243.08093285612316,83.95300144670821,24.6541059144227,14.114795890694618,10.539310023728083,0,0,0,0,1,0,1,0,1,0,0,0,10.283007552327632
2006-12-27,339.81887681681616,341.0253343676451,330.0264728474313,331.41387939453125,3575472,310.68040569336046,249.63432042966656,81.53523140055951,27.927907995991177,16.877418311753928,11.050489684237249,0,0,0,0,1,0,1,0,1,0,0,0,11.855338368218424
2006-12-28,333.33419515292087,346.25334583220007,321.7220402622068,340.7740173339844,11967428,320.71160957356847,256.3951585663134,82.75562997466973,30.92126355938734,19.68618736128061,11.235076198106732,0,0,0,0,1,0,1,0,1,0,1,0,13.903558912145618
2006-12-29,340.8243029245639,348.4652017511913,331.976946388469,336.3101501464844,5411044,325.9111230978738,262.32270222362047,80.03874173565104,32.55801411336569,22.260552711697624,10.297461401668063,0,0,0,0,1,0,1,0,1,0,0,0,15.935705941430413
2007-01-02,338.4515578422389,345.0468691214791,334.791979654582,335.6666564941406,4740064,329.1629675632961,267.76231286138375,79.63287421193519,33.41800420916326,24.492043011190752,8.925961197972505,0,0,0,0,1,0,1,0,1,0,0,0,16.62380396095361
2007-01-03,336.60168297266193,339.02466189467486,333.08284817456064,334.61102294921875,2247252,330.97898602527033,272.71974416884365,78.92581348641453,33.62674358309454,26.31898312557151,7.3077604575230275,0,0,0,0,1,0,1,0,1,0,0,0,16.415869307302405
2007-01-04,336.4006611345575,342.83510294944443,328.7597614793793,330.096923828125,4100492,330.68496529288853,276.97441536779564,75.82538622652847,33.0469759993569,27.66458170032859,5.382394299028313,0,0,0,0,1,0,1,0,1,0,0,0,16.610579538201602
2007-01-05,331.273115459635,337.607017211974,328.8199950753179,330.4084777832031,2579764,330.5928027896601,280.9363824825866,75.89576516155007,32.24099172931966,28.579863706126805,3.6611280231928554,0,0,0,0,1,0,1,0,1,0,0,0,17.0737196921344
2007-01-08,333.78659545055547,344.6447136158145,331.77583282735935,337.3959045410156,5459340,332.8605033734453,285.12237326678365,77.47932075542728,31.799505427442796,29.223792050390003,2.575713377052793,0,0,0,0,1,0,1,0,1,0,1,0,15.7158131280896
2007-01-09,338.81349373114097,340.6231800478058,328.75968086078075,331.343505859375,2600788,332.35483753542184,288.54904414669727,73.005384419852,30.608411644503065,29.500715969212614,1.1076956752904508,0,0,0,0,1,0,1,0,1,0,0,0,14.1438754187264
2007-01-10,331.19274350476735,342.8350652939257,328.9406989350908,339.3262939453125,4744576,334.6786563387187,292.31325458927034,75.05163075269546,29.963208309801644,29.59321443733042,0.3699938724712233,0,0,0,0,1,0,1,0,1,0,1,0,13.429250279150935
2007-01-11,342.0307131552866,360.6704723609166,336.6016542163138,357.7749938964844,9391396,342.3774355246406,297.16577284862035,79.01132490373723,30.58793722248174,29.792158994360683,0.7957782281210584,0,0,0,0,1,0,1,0,1,0,1,0,13.28616685276729
2007-01-12,361.33408349756405,376.4148048455425,361.33408349756405,371.1767578125,8227948,351.97720962059367,302.65173237167244,81.32954781764019,31.79790329583085,30.193307854654716,1.6045954411761336,0,0,0,0,1,0,1,0,1,0,1,0,13.524111235178191
2007-01-15,381.64275268950456,381.64275268950456,372.0614637099972,375.530029296875,3058548,359.8281495126874,308.05346555284615,82.02409138481308,32.73078266491973,30.700802816707718,2.0299798482120117,0,0,0,0,1,0,1,0,1,0,0,0,14.016074156785459
2007-01-16,378.02333944547803,379.3705404646875,359.98681014223945,362.6711730957031,3540304,360.7758240403593,312.1015398313103,73.34478234980648,32.062892984597624,30.9732208502857,1.0896721343119253,0,0,0,0,1,0,1,0,1,0,0,0,14.010716104523638
2007-01-17,370.86506303484333,401.951448272275,363.94803470376075,398.2918701171875,16050504,373.2811727326354,318.48939583405183,79.74014094290337,34.01576558452524,31.581729797133608,2.4340357873916325,0,0,0,0,1,0,1,0,1,0,1,0,14.34047740301576
2007-01-18,404.36440568852595,411.8042281701149,372.23240580121507,381.7533874511719,14094072,376.10524430548094,323.1779193239247,71.19867327902352,33.838840763994085,32.0331519905057,1.8056887734883844,0,0,0,0,1,0,1,0,1,0,0,1,14.560318268677173
2007-01-19,387.0919114247867,390.08795267140295,354.9599391227273,357.2320861816406,12325108,369.81419159753415,325.7015974531959,60.79972023619824,31.358481435649594,31.898217879534478,-0.539736443884884,0,1,0,0,0,1,1,0,1,0,0,1,15.70687884578478
2007-01-22,359.52435452158227,366.9641761755524,346.8766528007447,354.3265380859375,10062700,364.6516404270019,327.82285630860065,59.68729997940309,28.826036741299106,31.283781651887402,-2.4577449105882962,0,0,0,0,0,1,1,0,0,0,0,0,15.804585897189853
2007-01-23,354.3265007567832,361.7160525670166,348.85721230874816,351.3606262207031,5518488,360.2213023582356,329.5670746153183,58.51046461538956,26.2768288491676,30.28239109134344,-4.0055622421758414,0,0,0,0,0,1,1,0,0,0,0,0,15.203057264793236
2007-01-24,380.0340999561101,380.0340999561101,352.1347711894909,356.18646240234375,2782500,358.8763557062716,331.53959294469274,59.89600883255453,24.365102146469894,29.09893330236873,-4.733831155898837,0,0,0,0,0,1,1,0,0,0,0,0,15.135371509862159
2007-01-25,357.91573281402503,367.96954553352015,357.5135803052452,360.52972412109375,5086700,359.4274785112123,333.6877278482557,61.15337906554969,22.93611660885523,27.86636996366603,-4.930253354810802,0,0,0,0,0,1,1,0,1,0,0,0,13.423581006574773
2007-01-29,363.94799837290674,364.1390109848161,351.008747096748,352.2755126953125,2466604,357.04348990591234,335.06502692186257,57.46589600966823,20.89670518662922,26.47243700825867,-5.57573182162945,0,0,0,0,0,1,1,0,0,0,0,0,10.615720671049848
2007-01-31,356.8400059945315,357.91575912551116,348.0026892371723,350.506103515625,2301736,354.8643611091499,336.20913812888057,56.67693901335606,18.91958718409387,24.96186704342571,-6.042279859331838,0,0,0,0,0,1,1,0,0,0,0,0,8.743813780699899
2007-02-01,351.88344860721963,362.94264270630373,349.8726860437498,360.67047119140625,3664052,356.7997311365687,338.02156947658636,60.06847060658872,17.96578802594081,23.56265123992873,-5.59686321398792,0,0,0,0,0,1,1,0,1,0,0,0,7.495875853799933
2007-02-02,362.94265834010366,366.7631073752627,358.61951864242377,360.7006530761719,2710264,358.1000384497697,339.7019142935055,60.07846449840159,17.016178829865567,22.253356757916098,-5.2371779280505315,0,0,0,0,0,1,1,0,1,0,0,0,6.663917235866623
2007-02-05,360.9319353182528,361.33408789242355,353.99480341380723,355.070556640625,1382504,357.09021118005484,340.8405911923097,57.202472577791895,15.629141951132056,20.92851379655929,-5.299371845427235,0,0,0,0,0,1,1,0,0,0,0,0,6.1092781572444155
2007-02-06,355.9050231609522,370.76456547772165,354.3366183254549,360.9017639160156,4893920,358.3607287587085,342.32691695535556,59.37179355846271,14.82948979801148,19.70870899684973,-4.87921919883825,0,0,0,0,0,1,1,0,0,0,1,0,5.739518771496276
2007-02-07,363.5458501461992,366.34081485453066,357.51356280970253,358.89093017578125,2094100,358.53746256439945,343.55412016285646,58.27483912184912,13.87357627656769,18.54168245279332,-4.668106176225631,0,0,0,0,0,1,1,0,0,0,0,0,5.826345847664183
2007-02-08,360.9319009076638,363.7469686584757,354.9197155879128,356.468017578125,1517868,357.84764756897465,344.5108778760743,56.910424045702335,12.77325697104726,17.38799735644411,-4.61474038539685,0,0,0,0,0,1,1,0,0,0,0,0,6.217563898442788
2007-02-09,355.90498666591225,360.0371137021595,347.8820388370668,349.6515197753906,1604412,355.1156049711133,344.89172982567163,53.140769932415935,11.221853052588926,16.154768495673075,-4.932915443084148,0,0,0,0,0,1,1,0,0,0,0,0,6.811709265628525
2007-02-12,349.8726964231133,350.27484894773755,331.97690907733335,333.66595458984375,1617212,347.9657215106901,344.0600622006065,45.5250420597683,8.603279505632429,14.644470697664946,-6.041191192032517,0,0,0,0,0,1,1,0,0,0,0,0,7.5411395104190175
2007-02-13,333.7765458602882,344.58439541462263,324.195281194056,335.8778076171875,2298232,343.9364168795226,343.45388239854964,46.66402383809144,6.63009158919391,13.04159487597074,-6.41150328677683,0,0,0,0,0,1,1,0,0,0,1,0,8.360759673612678
2007-02-14,332.78119118631713,336.4005636584342,328.0760020634769,330.9916076660156,1275936,339.6214804750203,342.53062842857094,44.45286819736872,4.618807708822999,11.357037442541191,-6.7382297337181924,0,0,0,1,0,1,0,1,0,0,0,0,7.573839782408452
2007-02-15,336.9535613068367,344.84580494776964,334.79199139244105,338.5722351074219,1930092,339.2717320191542,342.2373780789102,48.52787056265967,3.5951019265497166,9.804650339342896,-6.209548412793179,0,0,0,0,0,1,0,1,0,0,1,0,7.382559854938968
