,id,ticker,Entry Type,buy_date,buy_price,sell_date,sell_price,change_pct,pnl,pnl_pct,quantity,num_days,stock,initial_capital,ending_value,returns,accuracy,profit,avg_pl,avg_profit,avg_loss,max_profit,max_loss
0,970,,long,2002-09-24,7.05386836117101,2002-11-19,6.579089164733887,-6.73,-3614.724802720318,-3.75,7200,40,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
1,971,,long,2003-01-08,10.131798362731933,2003-03-06,11.813239731366664,16.6,8515.266720721977,8.12,5200,41,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
2,972,,long,2003-03-26,12.290497589111329,2003-04-02,12.133269375349146,-1.28,-999.4673763018541,-0.92,4850,5,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
3,973,,long,2003-05-05,12.389986610412597,2003-05-19,15.437912632016717,24.6,12866.761959412823,10.58,4300,10,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
4,974,,long,2003-06-12,14.762376689910889,2003-07-07,18.088588541389857,22.53,12715.98869196383,8.64,3900,17,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
5,975,,long,2003-07-30,20.156090927124023,2003-09-02,20.482405944147498,1.62,894.3887849754025,0.56,3650,24,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
6,976,,long,2003-09-11,21.560313034057618,2003-10-15,24.340780835664145,12.9,9141.463087148082,5.35,3400,24,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
7,977,,long,2003-10-31,26.490863800048828,2003-12-15,26.8869268061008,1.5,853.4569032770321,0.47,2950,31,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
8,978,,long,2003-12-23,29.23879928588867,2003-12-31,31.173669140528517,6.62,4897.921278024932,2.62,2700,6,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
9,979,,long,2004-02-06,33.096142578125,2004-02-23,34.775115391825324,5.07,3395.106655072937,1.74,2200,11,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
10,980,,long,2004-03-08,35.42980308532715,2004-04-12,37.297590041062705,5.27,3875.2473813362412,1.92,2250,25,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
11,981,,long,2004-05-06,34.76418399810791,2004-08-04,23.95313620257986,-31.1,-22949.813115451794,-12.53,2100,64,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
12,982,,long,2004-09-01,24.362058067321776,2004-09-09,28.20649188449589,15.78,12339.679166992579,6.31,3300,6,BANKBARODA,100000,218553.43728905445,118.55343728905446,55.00000000000001,118553.43728905443,1185.5343728905443,9348.034831193281,-8790.855076146134,38080.37960186007,-45973.01078865052
