,id,ticker,Entry Type,buy_date,buy_price,sell_date,sell_price,change_pct,pnl,pnl_pct,quantity,num_days,stock,initial_capital,ending_value,returns,accuracy,profit,avg_pl,avg_profit,avg_loss,max_profit,max_loss
0,264,,long,2015-09-24,28.6549991607666,2015-10-29,38.79999923706055,35.4,17517.65763912201,14.91,1750,22,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
1,265,,long,2015-11-20,37.1799991607666,2015-12-04,36.79999923706055,-1.02,-897.5318648529005,-0.67,1700,9,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
2,266,,long,2015-12-14,36.9049991607666,2016-03-23,34.650001525878906,-6.11,-3956.877599830625,-3.04,1650,69,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
3,267,,long,2016-05-26,31.5149995803833,2016-06-09,32.5,3.13,1414.00119375229,1.07,1650,10,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
4,268,,long,2016-07-26,41.0,2016-09-06,39.5,-3.66,-2657.6,-2.04,1600,28,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
5,269,,long,2016-10-05,41.579999160766604,2016-10-19,44.150001525878906,6.18,3477.8864274215657,2.6,1450,8,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
6,270,,long,2016-11-23,48.454999160766604,2016-12-01,58.900001525878906,21.56,13810.894691047664,9.14,1350,6,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
7,271,,long,2016-12-30,56.8700008392334,2017-01-12,60.5,6.38,4244.0739488601685,2.51,1250,9,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
8,272,,long,2017-04-03,67.8150016784668,2017-04-18,84.69999694824219,24.9,16579.965272521968,8.73,1000,9,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
9,273,,long,2017-05-11,79.8050033569336,2017-05-23,107.0,34.08,26821.386636352534,11.49,1000,8,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
10,274,,long,2017-06-27,122.375,2017-09-11,133.0,8.68,8091.4,3.02,800,52,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
11,275,,long,2017-09-28,139.975,2017-10-10,174.6999969482422,24.81,25571.73521575928,8.47,750,7,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
12,276,,long,2017-11-14,218.89999389648438,2017-12-28,224.6999969482422,2.65,2456.4015350341797,0.74,500,31,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
13,277,,long,2018-01-17,232.0449966430664,2018-06-25,167.4499969482422,-27.84,-32696.994841003423,-10.91,500,107,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
14,278,,long,2018-07-24,164.1199966430664,2018-08-08,176.5,7.54,8189.134354553226,2.66,700,11,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
15,279,,long,2018-08-27,180.6199966430664,2018-09-04,218.39999389648438,20.92,24038.27222702027,7.07,650,6,ADANITRANS,100000,375269.47103784565,275.2694710378456,81.81818181818183,275269.47103784565,8341.499122358959,13900.304514247047,-16673.12514113744,60860.660690917975,-58508.890690917964
