,id,ticker,Entry Type,buy_date,buy_price,sell_date,sell_price,change_pct,pnl,pnl_pct,quantity,num_days,stock,initial_capital,ending_value,returns,accuracy,profit,avg_pl,avg_profit,avg_loss,max_profit,max_loss
0,817,,long,2002-11-25,3.304790186882019,2002-12-10,3.148717615980463,-4.72,-2576.9386942360316,-2.65,15250,11,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
1,818,,long,2003-01-14,3.4161879301071165,2003-01-16,3.394352469091769,-0.64,-560.2133606571754,-0.58,15800,2,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
2,819,,long,2003-02-19,3.9358981664146477,2003-02-25,3.1652374597873583,-19.58,-12204.619306029233,-14.42,15550,4,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
3,820,,long,2003-04-03,3.4403191921133565,2003-04-30,3.3979441784270623,-1.23,-868.7988766243122,-1.04,15500,18,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
4,821,,long,2003-05-30,3.968433141708374,2003-06-03,4.0048485486132375,0.92,283.4934828104501,0.34,13850,2,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
5,822,,long,2003-06-19,4.181747651100158,2003-06-27,4.001256592674726,-4.32,-2539.4561631774704,-3.11,12900,6,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
6,823,,long,2003-07-10,4.831614282863703,2003-08-11,4.121264951858724,-14.7,-8921.12484606169,-12.29,12250,22,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
7,824,,long,2003-09-09,5.68434386707044,2003-10-20,4.785711330490429,-15.81,-9839.427322633917,-15.67,10700,29,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
8,825,,long,2003-11-12,5.2762635231018065,2003-11-18,5.36845972785818,1.75,740.9756237590356,1.17,10450,4,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
9,826,,long,2004-01-09,7.050422859191895,2004-04-13,5.6703394712723405,-19.57,-10400.884353095573,-19.58,7400,67,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
10,827,,long,2005-09-16,24.587495040893554,2005-09-28,29.612803430788247,20.44,737.5361689426995,1.37,150,8,BAJFINANCE,100000,41051.3407532786,-58.948659246721405,45.0,-58948.6592467214,-2947.43296233607,645.6702202213995,-5887.244657155818,1122.6573783117606,-15540.062497298853
