,id,ticker,Entry Type,buy_date,buy_price,sell_date,sell_price,change_pct,pnl,pnl_pct,quantity,num_days,stock,initial_capital,ending_value,returns,accuracy,profit,avg_pl,avg_profit,avg_loss,max_profit,max_loss
0,1313,,long,2002-10-08,14.81165018081665,2003-01-31,13.443521803086774,-9.24,-5057.467462026775,-5.33,3550,83,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
1,1314,,long,2003-02-28,13.218743228912354,2003-04-02,12.859963039493254,-2.71,-1664.2972879214415,-1.78,4050,23,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
2,1315,,long,2003-04-30,14.906747913360595,2003-06-03,17.24747740114519,15.7,8308.936785617878,8.18,3650,24,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
3,1316,,long,2003-07-17,17.23666648864746,2003-07-31,20.186900433329953,17.12,8626.16043251561,7.72,3000,10,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
4,1317,,long,2003-08-19,25.34385414123535,2003-08-29,29.783241051286993,17.52,10822.831799166494,8.25,2500,8,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
5,1318,,long,2003-09-17,29.290456199645995,2003-10-06,32.42007064819336,10.68,6763.935138416294,4.54,2250,13,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
6,1319,,long,2003-10-17,34.40202121734619,2003-11-07,37.00211165671109,7.56,5283.156673276084,3.28,2150,15,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
7,1320,,long,2003-12-08,38.562598419189456,2003-12-16,38.752799619576365,0.49,67.58376818781682,0.04,1900,6,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
8,1321,,long,2004-01-20,53.469347381591795,2004-02-03,58.658723372515844,9.71,6951.167789182166,4.01,1400,10,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
9,1322,,long,2004-02-09,61.02971572875977,2004-02-23,66.78535786775666,9.43,6875.014989754822,3.67,1250,10,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
10,1323,,long,2004-03-01,67.71039962768555,2004-04-13,73.24776569197873,8.18,6306.539680384623,3.15,1200,31,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
11,1324,,long,2004-04-23,78.81319732666016,2004-07-14,66.5259912638431,-15.59,-13835.672883997877,-7.18,1100,57,BHARTIARTL,100000,238302.7835820349,138.3027835820349,56.70103092783505,138302.78358203484,1425.8018925982974,6230.256578279771,-4865.745910079823,25459.3012480627,-34272.998174387634
