Date,Open,High,Low,Close,Volume,,,,
21-08-02,29.4673958,30.17392308,29.31230365,30.06363487,3296326,,,,
22-08-02,30.29454461,30.41517149,30.1049902,30.346241,4005877,,,,
23-08-02,30.66676062,31.10446414,30.27041774,30.96660614,6834802,,,,
26-08-02,31.1148046,32.13151595,31.1148046,31.83856583,11248938,,,,
27-08-02,32.0350222,32.18321892,31.20786803,32.00055695,8647789,,,,
28-08-02,31.40775768,31.98332226,31.40775768,31.89715767,4746235,,,,
29-08-02,32.22457123,32.39689745,31.95919388,32.23491287,5962054,,,,
30-08-02,31.62143988,31.87992477,31.39052481,31.6490097,4825647,,,,
02-09-02,31.86269389,32.22457455,28.79532828,31.51804733,2064600,,,,
03-09-02,31.01830031,31.39741201,30.93213869,31.01140785,3253635,,,,
04-09-02,30.84598536,31.14927421,30.50133584,31.01830864,2993845,,,,
05-09-02,31.03553213,31.5525048,30.97694329,31.36294746,2468727,,,,
06-09-02,31.44911984,31.56974673,30.97695389,31.02865028,1862496,,,,
09-09-02,30.93213869,31.18373109,30.77015414,31.01140785,921829,,,,
10-09-02,31.01140785,31.01140785,31.01140785,31.01140785,0,,,,
11-09-02,31.16649475,31.19061834,30.98382991,31.03552628,799830,,,,
12-09-02,31.01830815,31.52838553,30.98384291,31.31125832,1589184,,,,
13-09-02,31.72483371,32.34519925,31.15616456,31.21820259,2314170,,,,
16-09-02,31.3629562,31.4318867,31.15616767,31.2009716,954940,,,,
17-09-02,31.32158842,31.50080706,31.20096156,31.39741135,767758,,,,
18-09-02,31.01830014,31.67313079,31.01830014,31.37328529,1567084,,,,
19-09-02,31.01830815,31.47668914,31.01830815,31.31125832,1522656,,,,
20-09-02,31.01830596,31.46634822,31.01830596,31.35606003,1161648,,,,
23-09-02,31.38018811,31.40775794,31.25956123,31.30436516,893119,,,,
24-09-02,31.17339449,31.34571773,30.54613362,30.8115139,1465078,,,,
25-09-02,30.66676464,30.67365709,30.03606041,30.13256073,2070009,,,,
26-09-02,30.15669046,30.50133703,29.59835994,29.67418289,2245162,,,,
27-09-02,29.81203202,29.85683594,29.20889774,29.27782822,5235849,,,,
30-09-02,29.03658093,29.43292682,28.78843471,28.89183044,2770704,,,,
01-10-02,28.47825264,28.98488376,28.47825264,28.77809525,956223,,,,
02-10-02,28.77809525,28.77809525,28.77809525,28.77809525,0,,,,
03-10-02,29.03657573,29.24336421,28.81255611,28.91594887,1258051,,,,
04-10-02,29.10550645,29.17443694,28.86425273,28.99521828,951331,,,,
07-10-02,29.2881772,29.50186116,29.00212242,29.39157295,1377747,,,,
08-10-02,29.6155934,29.6155934,29.39157076,29.48462486,2341683,,,,
09-10-02,29.63282569,29.84650669,29.47773355,29.65005684,1962693,,,,
10-10-02,29.89819696,29.98435859,29.35710064,29.65694618,848902,,,,
11-10-02,30.06362776,30.06362776,29.55355046,29.65694618,1389636,,,,
14-10-02,30.89079028,31.31125981,30.718467,31.2009716,8814321,,,,
15-10-02,31.2009716,31.2009716,31.2009716,31.2009716,0,,,,
16-10-02,31.51115309,31.51115309,31.20096883,31.4422226,2409858,,,,
17-10-02,31.43187938,32.68295193,31.3215912,32.58644867,4899537,,,,
18-10-02,32.74153911,32.91386235,31.79375836,32.49339294,3001617,,,,
21-10-02,32.56922384,32.56922384,31.98332351,32.44859695,1880032,,,,
22-10-02,33.17236516,33.17236516,31.97643473,32.03502655,1635525,,,,
23-10-02,32.01089232,32.05225003,31.82133791,31.97642708,1090525,,,,
24-10-02,31.96608609,32.13840935,31.87303201,31.92472839,1062405,,,,
25-10-02,31.53527879,32.20734372,31.53527879,31.98332405,1884136,,,,
28-10-02,32.05224913,32.05224913,31.87992586,31.94885635,1037448,,,,
29-10-02,31.87992547,32.39689823,31.70760221,32.33830643,1670868,,,,
30-10-02,32.29350211,32.35554014,31.87992509,32.28660965,1123609,,,,
31-10-02,32.20044285,32.56921588,32.20044285,32.49339294,3234775,,,,
01-11-02,32.31074052,32.78635567,32.31074052,32.55199432,2127649,,,,
04-11-02,32.74153775,32.82769936,32.60367976,32.70018005,461115,,,,
05-11-02,32.74154446,33.49977096,32.61402512,33.28608704,2325154,,,,
06-11-02,33.28608704,33.28608704,33.28608704,33.28608704,0,,,,
07-11-02,33.49287056,33.49287056,32.75187538,32.86216354,1580611,,,,
08-11-02,33.34467622,33.99261449,33.08618839,33.68243027,4796464,,,,
11-11-02,33.7754834,33.93057551,33.44806805,33.5962677,1813365,,,,
12-11-02,33.47565025,33.55147321,33.25852302,33.441185,1793362,,,,
13-11-02,33.55146687,33.67209375,33.00002889,33.13788986,3112983,,,,
14-11-02,33.08618982,33.46530453,33.04483507,33.1309967,1496961,,,,
15-11-02,33.26885496,33.42394707,32.87940451,33.19992447,1876644,,,,
18-11-02,33.34467735,33.85475466,32.58645088,33.16545868,4090977,,,,
19-11-02,33.16545868,33.16545868,33.16545868,33.16545868,0,,,,
20-11-02,33.10342415,33.33778544,32.2245708,33.19992447,3215218,,,,
21-11-02,34.37862234,35.05068723,33.55146828,33.60316467,5462640,,,,
22-11-02,33.67209252,35.46426148,33.22405028,35.02655792,13755784,,,,
25-11-02,35.56076602,35.65382012,34.18217685,34.3096962,11834545,,,,
26-11-02,34.29246575,34.77497334,33.95815785,34.326931,4445869,,,,
27-11-02,34.29245296,35.63657948,33.96503764,34.53370667,17878828,,,,
28-11-02,34.82666428,35.46426392,34.75773675,35.23334885,7935615,,,,
29-11-02,35.8606083,36.01569746,34.82666282,35.34363556,6705027,,,,
02-12-02,36.84284905,36.84284905,35.00932261,35.2057724,4943533,,,,
03-12-02,35.44703537,35.44703537,34.21664279,34.326931,2909682,,,,
04-12-02,33.25852028,34.4647862,33.25852028,33.74102783,2827377,,,,
05-12-02,33.86164678,34.7508388,33.82029204,34.01673889,3419167,,,,
06-12-02,34.46478783,34.72327572,34.01674551,34.61298752,2154298,,,,
09-12-02,34.78530832,35.32640471,33.99261948,34.3096962,2670601,,,,
10-12-02,34.12014245,34.46478904,33.83753095,34.326931,1149660,,,,
11-12-02,34.4647924,34.61988456,33.94782246,34.06155396,1602972,,,,
12-12-02,34.25110511,34.25110511,33.88922445,34.08567429,617044,,,,
13-12-02,34.12013704,34.61298324,34.12013704,34.23387146,2313391,,,,
16-12-02,34.63710645,34.63710645,34.03397502,34.18217468,1658191,,,,
17-12-02,34.29245817,34.29245817,33.66520022,33.75136185,976140,,,,
18-12-02,33.96504046,35.02655567,33.80994836,34.44754791,9846864,,,,
19-12-02,34.44064864,34.96451073,34.44064864,34.56127548,2943229,,,,
20-12-02,34.63021658,34.93006216,34.21663953,34.36139297,2145852,,,,
23-12-02,33.87887643,34.54404576,33.87887643,34.24075699,1300698,,,,
24-12-02,34.12013226,34.63710199,34.12013226,34.49235153,1627767,,,,
25-12-02,34.49235153,34.49235153,34.49235153,34.49235153,0,,,,
26-12-02,34.46478512,35.25747691,34.32003463,34.68191528,8073936,,,,
27-12-02,34.63710048,35.75720742,34.63710048,35.64691925,6796165,,,,
30-12-02,36.01570166,36.49820921,35.77444788,36.30865479,7411014,,,,
31-12-02,36.44650676,36.87731489,36.30175333,36.75669098,4987710,,,,
01-01-03,36.82562265,36.93935707,36.36034922,36.4809761,2485881,,,,
02-01-03,36.53267689,36.82562708,36.19836899,36.28453064,2634268,,,,
03-01-03,36.30865335,36.53267302,35.15408091,35.27470779,3617793,,,,
06-01-03,35.38844121,35.49872941,34.46478388,34.63021469,3239698,,,,
07-01-03,34.98175671,35.30917211,34.61298362,35.18854523,2724322,,,,
08-01-03,35.19888444,36.1535608,35.06791887,35.90541458,6860502,,,,
09-01-03,35.84338125,35.92265044,34.80943853,35.65382385,1652395,,,,
10-01-03,35.64692626,35.71585676,35.00932958,35.28504562,1340140,,,,
13-01-03,35.32640457,35.91230785,35.12995769,35.32640457,2794941,,,,
14-01-03,35.08515846,35.49873556,35.06792435,35.4229126,1326222,,,,
15-01-03,35.75032066,35.7675518,35.25057906,35.37810135,2034202,,,,
16-01-03,35.39532633,35.52629187,34.82665729,34.92316055,2021215,,,,
17-01-03,35.03344999,35.29193782,34.89559197,34.9645195,1466334,,,,
20-01-03,34.93005621,35.06791421,34.09600683,34.20629501,1949940,,,,
21-01-03,34.29245664,34.5957484,34.08566815,34.20629501,2044692,,,,
22-01-03,34.63709743,34.63709743,33.66519316,33.78582001,2851780,,,,
23-01-03,33.93057547,34.2855636,33.62039422,33.94091415,1293894,,,,
24-01-03,34.12013041,34.24075726,33.36190404,33.62039185,2336238,,,,
27-01-03,33.08618754,33.77548348,32.49339486,32.89663315,1459201,,,,
28-01-03,33.08619482,33.60316763,32.32797119,32.844944,3410748,,,,
29-01-03,33.22405101,33.51700114,32.63125829,32.75877762,2097279,,,,
30-01-03,33.17235782,33.24128535,31.89715848,32.06948471,4909464,,,,
31-01-03,32.11428509,32.18321262,31.64900875,31.96608543,2251179,,,,
03-02-03,32.131514,32.71741718,32.131514,32.58644867,2117115,,,,
04-02-03,32.82769703,33.06205826,32.40722767,32.4658165,1848996,,,,
05-02-03,31.87992187,32.60368305,31.40775309,32.32107162,1650897,,,,
06-02-03,32.39689347,33.05172415,32.32107053,32.82770157,1951960,,,,
07-02-03,32.82771288,33.77549399,32.74155123,33.51011658,3600949,,,,
10-02-03,33.60316941,34.0167465,33.35502316,33.68933105,4595980,,,,
11-02-03,33.86165951,33.90646642,33.10343573,33.18270493,1337350,,,,
12-02-03,33.17235302,33.60316115,33.17235302,33.32744217,1470708,,,,
13-02-03,33.32744217,33.32744217,33.32744217,33.32744217,0,,,,
14-02-03,33.56869968,33.63763017,32.93110298,33.00003052,1537348,,,,
17-02-03,33.25851867,33.78583013,33.25851867,33.63763046,1898784,,,,
18-02-03,33.64796892,33.75825712,33.28608828,33.33778763,1051947,,,,
19-02-03,33.44807357,33.67209619,33.2929844,33.34468079,1018705,,,,
20-02-03,33.51698348,33.59625261,33.00001102,33.20680237,1041655,,,,
21-02-03,33.18268561,33.82028507,33.13098924,33.4480629,2821927,,,,
24-02-03,33.69967173,33.8444252,33.43084808,33.51700974,1757416,,,,
25-02-03,33.55146932,33.55146932,33.05173064,33.11376572,1064227,,,,
26-02-03,33.25850849,35.61934606,32.96555842,34.40618515,39399255,,,,
27-02-03,34.63710393,34.85423407,34.19940334,34.32003021,8504604,,,,
28-02-03,34.46477224,35.36085648,34.22351856,34.56127548,9156258,,,,
03-03-03,34.68191907,34.87836597,34.21664263,34.35450363,4243572,,,,
04-03-03,33.94782026,34.46479016,33.74103171,33.83753204,2058300,,,,
05-03-03,33.94781534,35.24024286,33.60316583,33.76859665,14600083,,,,
06-03-03,33.94092034,34.09601247,33.25851969,33.37914658,4689670,,,,
07-03-03,33.25852002,33.51700494,32.94144329,33.10342789,2361438,,,,
10-03-03,33.08619667,33.43084621,31.9833264,32.13152313,3030367,,,,
11-03-03,32.00055074,32.56921986,31.73517044,32.47616577,1401250,,,,
12-03-03,32.72431354,32.78634861,32.18321423,32.24180603,1786401,,,,
13-03-03,32.36243087,32.39689611,31.9764237,32.08671188,839718,,,,
14-03-03,32.08671188,32.08671188,32.08671188,32.08671188,0,,,,
17-03-03,32.22457635,32.93110656,32.22457635,32.37277603,1789663,,,,
18-03-03,32.37277603,32.37277603,32.37277603,32.37277603,0,,,,
19-03-03,32.39689003,32.70707124,32.20733271,32.30383301,1286968,,,,
20-03-03,32.55198042,32.98279145,32.25213788,32.70018005,2023074,,,,
21-03-03,32.66572057,32.98279726,32.59679304,32.75877762,1125805,,,,
24-03-03,32.8277056,32.8449397,32.1556437,32.23491287,1051897,,,,
25-03-03,31.92472486,32.33830182,31.92472486,32.22456741,1823440,,,,
26-03-03,32.31074083,32.44170938,32.14875621,32.19011688,1307187,,,,
27-03-03,32.25903586,32.31073225,31.56973987,31.69036674,4035564,,,,
28-03-03,31.70759622,32.05224269,31.58696936,31.94195747,1224351,,,,
31-03-03,32.01089621,32.05225392,31.71794602,31.80410767,662332,,,,
01-04-03,31.85580619,32.15564884,31.39742222,31.86269569,1209982,,,,
02-04-03,31.96608995,32.13841323,31.81099781,31.98332405,494869,,,,
03-04-03,32.06948569,32.31073651,31.9075011,31.98332405,2163375,,,,
04-04-03,32.20734297,32.20734297,31.87992756,32.13841248,1072606,,,,
07-04-03,32.39689784,32.65538274,32.3038408,32.51752472,2307946,,,,
08-04-03,32.68984907,33.49287953,32.32107597,33.02760315,4933449,,,,
09-04-03,33.04483615,33.25851712,32.43136309,32.51752472,1742832,,,,
10-04-03,32.56922787,32.80358922,32.12118552,32.20045471,1531080,,,,
11-04-03,32.53475412,32.71741902,31.87992339,32.08671188,1607193,,,,
15-04-03,32.56922896,33.5445829,31.94886329,32.25904465,620176,,,,
16-04-03,32.56922511,32.56922511,32.13841394,32.26938248,532687,,,,
17-04-03,32.2418113,32.63815429,31.87993061,32.3624382,1145776,,,,
18-04-03,32.3624382,32.3624382,32.3624382,32.3624382,0,,,,
21-04-03,32.70708517,32.75878453,32.32108087,32.41413498,976099,,,,
22-04-03,32.39689784,32.70018667,32.3451985,32.51752472,1161360,,,,
23-04-03,32.39690122,33.08619435,32.24180908,32.90697861,3396046,,,,
24-04-03,32.98279907,32.98279907,32.39689877,32.60368729,4814077,,,,
25-04-03,32.51752326,32.89663501,32.45893146,32.83804321,2045470,,,,
28-04-03,33.52733698,33.52733698,32.81047122,32.94143677,1005912,,,,
29-04-03,33.00003258,33.64797095,33.00003258,33.48254013,2918439,,,,
30-04-03,33.68932576,34.63710668,33.448072,34.48201752,7102993,,,,
01-05-03,34.48201752,34.48201752,34.48201752,34.48201752,0,,,,
02-05-03,34.46478196,35.15407795,33.99261611,35.04379272,5366560,,,,
05-05-03,35.23335035,35.23335035,34.32692709,34.67157364,2749401,,,,
06-05-03,34.63711228,35.7572196,34.63711228,35.65382385,6746683,,,,
07-05-03,35.32640364,35.67105314,34.76807612,35.240242,3397909,,,,
08-05-03,35.30917023,35.30917023,34.73360865,35.01622009,1247427,,,,
09-05-03,35.15408174,35.15408174,34.43032338,34.47512436,1963759,,,,
12-05-03,34.6371066,34.94039839,34.50958727,34.82666397,1650532,,,,
13-05-03,34.8094267,35.13684203,34.46477727,34.95762634,1299244,,,,
14-05-03,34.8197736,35.22301196,34.8197736,35.07825851,957487,,,,
15-05-03,35.06792436,35.67105886,34.98176271,35.41257095,2448873,,,,
16-05-03,35.3264027,36.18802199,35.3264027,35.836483,3489142,,,,
19-05-03,35.68138557,36.89454663,35.68138557,36.64640045,6396583,,,,
20-05-03,36.36034994,36.67053125,35.71585782,36.02603912,3148276,,,,
21-05-03,36.36034017,36.36034017,35.39532536,35.52629089,1862833,,,,
22-05-03,41.37497479,41.37497479,35.3264027,35.836483,1791076,,,,
23-05-03,35.79167946,36.25006041,35.79167946,36.11909485,1373706,,,,
26-05-03,36.18802441,37.44598966,36.08463162,37.28400803,4894362,,,,
27-05-03,37.39429118,37.85956755,35.61246078,35.88817978,7105657,,,,
28-05-03,37.02551955,37.11168119,35.671054,36.92212677,3712023,,,,
29-05-03,37.04964737,37.89403263,36.54990571,37.73204803,5224581,,,,
30-05-03,37.73204415,38.53162835,37.73204415,38.31794739,4152546,,,,
02-06-03,38.60056455,39.20369606,38.60056455,39.04860687,3242803,,,,
03-06-03,38.79011269,39.11752807,38.11115834,38.2834816,1430689,,,,
04-06-03,38.75564745,38.77288155,38.18008587,38.2834816,1068138,,,,
05-06-03,38.30070855,38.92796941,37.06687012,37.30123138,3443076,,,,
06-06-03,37.54938219,37.71481299,37.13580517,37.40462875,1747786,,,,
09-06-03,37.86990597,39.85852487,37.57695286,39.6517334,6396615,,,,
10-06-03,39.94469195,40.13424638,38.62813479,38.86938858,4297000,,,,
11-06-03,38.60056288,39.97915209,38.60056288,39.62761307,4111735,,,,
12-06-03,39.72065622,40.11010956,38.86937577,39.07616425,4344498,,,,
13-06-03,38.99690008,40.32379566,38.99690008,39.47251511,4867375,,,,
16-06-03,39.2898602,41.04067191,38.77289031,40.66156006,8525331,,,,
17-06-03,42.04704201,42.33309973,41.10959966,41.28881836,13718533,,,,
18-06-03,42.41925144,42.7639009,40.0239512,41.13371658,15770079,,,,
19-06-03,41.01309499,41.84024906,40.6684455,41.25434875,6666084,,,,
20-06-03,41.25435384,41.32328138,40.68568462,41.06479645,2697939,,,,
23-06-03,41.35774188,42.2193612,39.89298816,40.07565308,3373938,,,,
24-06-03,41.78855417,41.78855417,39.72066598,39.90332794,5281303,,,,
25-06-03,39.84129444,41.53006794,39.84129444,41.24745941,8903992,,,,
26-06-03,40.52368654,41.53005612,40.52368654,40.93726349,5695362,,,,
27-06-03,40.84076873,43.08098011,40.59262251,42.83972931,9098905,,,,
30-06-03,43.08097989,43.85643755,42.06427142,42.29862976,3679546,,,,
01-07-03,42.06426673,42.56400534,41.55763271,41.86781693,2276514,,,,
02-07-03,42.02981179,43.42563518,41.92641604,43.02928925,5913324,,,,
03-07-03,43.32223434,43.91847629,42.41925732,42.98792648,4326223,,,,
04-07-03,42.56400554,44.34928199,42.56400554,44.1252594,5573965,,,,
07-07-03,44.11492594,44.39064494,43.28777187,43.9184761,2503561,,,,
08-07-03,43.94258939,45.40734276,43.63240817,45.26259232,6774768,,,,
09-07-03,45.14886973,46.69978512,44.49403892,46.54469299,11118775,,,,
10-07-03,46.21038117,46.65842342,45.51074648,45.90019989,5285025,,,,
11-07-03,45.83815194,47.09611679,45.71063263,46.01047516,3496054,,,,
14-07-03,45.83816792,46.86521812,45.83816792,46.68255615,2304594,,,,
15-07-03,46.74458803,47.21675687,45.80369954,46.81351852,2489337,,,,
16-07-03,46.87210379,47.34771882,46.45163433,46.88244247,3025597,,,,
17-07-03,47.04442571,47.38907517,46.18280648,46.74458313,2376963,,,,
18-07-03,46.35513869,47.80265835,45.83816591,47.19952393,3710587,,,,
21-07-03,47.21676232,47.56140891,46.37237405,46.58950424,2348788,,,,
22-07-03,45.71064165,46.52745697,44.81455717,45.45904922,4308772,,,,
23-07-03,46.09664784,46.09664784,44.59053647,45.28672791,3566731,,,,
24-07-03,45.14887083,46.26897511,44.98688624,45.94156265,6669441,,,,
25-07-03,46.02082721,46.77905376,45.76923476,46.52056885,2509420,,,,
28-07-03,46.69978509,48.14730474,46.69978509,47.22709656,4716423,,,,
29-07-03,46.35513074,47.98531503,46.35513074,47.84745407,3122077,,,,
30-07-03,48.07838517,49.08820434,47.99222351,48.83660889,4286493,,,,
31-07-03,49.18125349,50.65634899,49.02616135,50.33582306,7912939,,,,
01-08-03,49.93947888,49.97394117,48.73320998,49.29498672,5984865,,,,
04-08-03,49.38115276,50.36339615,48.76767958,49.97394562,4100697,,,,
05-08-03,50.5598425,50.5598425,48.23347222,48.37133026,3966075,,,,
06-08-03,47.73372858,47.99221646,46.40683579,46.98584366,7909573,,,,
07-08-03,47.4338844,48.76078011,46.80318016,48.45059586,6190830,,,,
08-08-03,48.54364894,48.71597517,47.78542537,48.26793289,5151838,,,,
11-08-03,47.21675476,47.86469307,46.87210527,47.2339859,3934998,,,,
12-08-03,47.56140422,47.72683504,46.23451146,46.47576523,3873033,,,,
13-08-03,46.69978757,47.26845677,46.42406854,47.07889938,4176801,,,,
14-08-03,47.68202902,48.66427519,47.38907888,47.90605164,5228176,,,,
15-08-03,47.90605164,47.90605164,47.90605164,47.90605164,0,,,,
18-08-03,48.681518,48.681518,47.86470249,48.3196373,3118000,,,,
19-08-03,48.93999529,49.8705451,47.83022976,48.41613007,6045624,,,,
20-08-03,48.7676775,49.28464737,48.19211582,48.50918961,2859768,,,,
21-08-03,48.58845263,49.21571359,48.25069855,48.62981033,4342545,,,,
22-08-03,49.19847862,50.1049048,48.85383209,49.5534668,5405584,,,,
25-08-03,50.38751378,51.09404095,46.89967891,47.90605164,8869671,,,,
26-08-03,47.90604555,49.28463447,47.81988097,49.05372238,3783235,,,,
27-08-03,49.62929212,50.78386456,49.30187672,50.43231964,5274409,,,,
28-08-03,50.83555932,50.83555932,48.76767123,48.98479843,4267530,,,,
29-08-03,49.45695993,50.83555178,49.11231048,49.95669556,5807538,,,,
01-09-03,50.49091177,52.55879686,49.99117016,52.40370178,10430181,,,,
02-09-03,52.38647446,53.40318587,51.73164367,52.17279053,5388673,,,,
03-09-03,52.38647287,52.38647287,50.33581599,51.05268478,6225700,,,,
04-09-03,50.66323926,51.33529827,48.76767432,49.19848251,10547604,,,,
05-09-03,50.8355563,50.8355563,49.37079973,49.88777542,6579117,,,,
08-09-03,50.97340704,51.52484497,50.19105703,50.96651459,4179807,,,,
09-09-03,51.52485423,52.21415324,49.98428049,51.64548111,6883312,,,,
10-09-03,51.52484705,53.1619268,51.52484705,52.96547699,10520478,,,,
11-09-03,53.2136202,53.71335582,52.0073516,52.37957382,6491344,,,,
12-09-03,52.81729026,53.454887,51.61102137,51.84538269,6970716,,,,
15-09-03,47.38907529,52.45540084,47.38907529,50.60463715,3872547,,,,
16-09-03,49.97394352,52.93791358,49.14678936,52.71389389,7363525,,,,
17-09-03,52.90344626,53.3342574,51.05958072,51.55932236,4204021,,,,
18-09-03,51.69717144,51.69717144,49.28463701,49.58792877,4080159,,,,
19-09-03,51.52484903,51.52484903,48.81247198,50.36338425,4069075,,,,
22-09-03,50.66323409,51.5248504,49.63963025,50.74250031,3364393,,,,
23-09-03,50.66322785,51.52484405,50.00150471,51.11126709,2762446,,,,
24-09-03,51.52484585,53.50657206,50.89758498,53.15503311,6893505,,,,
25-09-03,53.03440114,53.29288302,52.04181649,52.86207199,2856465,,,,
26-09-03,52.90343608,54.14416696,52.64494826,53.97184372,4988709,,,,
29-09-03,54.10970469,55.44693588,54.10970469,55.14365005,3764295,,,,
30-09-03,55.37802693,55.97082573,54.36821365,55.67787552,4463482,,,,
01-10-03,55.14366468,55.98804701,54.79901219,55.22293091,3458623,,,,
02-10-03,55.22293091,55.22293091,55.22293091,55.22293091,0,,,,
03-10-03,55.83295352,58.91755017,55.06783747,58.42815018,6677284,,,,
06-10-03,58.59013446,60.31337302,57.60788535,60.04799271,6884622,,,,
07-10-03,60.9957716,62.02971707,57.90083359,61.03713226,6284745,,,,
08-10-03,61.48518438,61.69197588,59.36560254,60.28925705,5816034,,,,
09-10-03,60.65802178,62.38126039,60.07212147,62.09865189,6759702,,,,
10-10-03,62.38125303,65.82772985,62.03660653,65.25906372,7526187,,,,
13-10-03,65.39692946,68.58491869,64.29405348,66.02763367,5591502,,,,
14-10-03,65.48309348,67.03400888,64.96612365,65.80361938,5412384,,,,
15-10-03,65.39691961,66.68934684,64.49393686,66.13790894,5294929,,,,
16-10-03,65.8277295,67.53373972,65.70710264,66.46533203,4375620,,,,
17-10-03,66.67213179,69.59474702,64.63870874,69.05020142,8353471,,,,
20-10-03,69.44653934,71.97969775,68.24027062,71.02502441,8343648,,,,
21-10-03,69.96350554,70.8078936,68.31953334,69.63609314,7973721,,,,
22-10-03,68.92955768,69.96350306,68.44705023,69.19838715,5835631,,,,
23-10-03,68.92957476,70.47359779,67.77500815,68.36090851,5672452,,,,
24-10-03,68.08519986,68.65386617,64.96613443,67.40624237,6917472,,,,
27-10-03,68.24026767,69.34313765,66.51702924,67.00987244,5254537,,,,
28-10-03,66.84444923,69.10189768,65.62095223,67.91285706,4644468,,,,
29-10-03,68.92957018,69.10189937,66.69970334,67.3441925,4584154,,,,
30-10-03,67.55099339,68.55047089,67.20634088,67.95767212,2709481,,,,
31-10-03,68.56080136,70.37709719,68.32644595,70.06002045,4445820,,,,
03-11-03,70.54940807,72.63452715,70.54940807,72.37604523,5234962,,,,
04-11-03,72.75515273,73.25489431,70.85959105,72.9102478,5923521,,,,
05-11-03,72.8861245,73.89249423,72.03139475,72.63452911,5452960,,,,
06-11-03,73.22042803,73.38585883,71.6867469,72.2657547,2811199,,,,
07-11-03,72.37602675,73.20318053,71.11116953,71.31795502,2395498,,,,
10-11-03,71.16978459,71.16978459,69.44654593,70.26680756,1410669,,,,
11-11-03,70.65282415,71.34211734,69.99798733,70.77344513,3238659,,,,
12-11-03,70.15306229,72.54836549,69.79118169,72.13478851,4339683,,,,
13-11-03,71.90388136,72.37605316,69.96351549,70.86994171,2921580,,,,
14-11-03,70.48048239,71.16978138,66.86168195,67.45792389,5082633,,,,
17-11-03,68.24026407,69.25697534,67.32005311,68.49185944,2452558,,,,
18-11-03,69.08464663,69.25696986,66.34469725,66.85477448,3757050,,,,
19-11-03,66.86167127,66.86167127,62.40882503,63.65644836,7637458,,,,
20-11-03,63.93217199,65.29352989,62.20893348,62.753479,5729310,,,,
21-11-03,62.32956105,63.41520292,61.6230339,62.76037216,4624231,,,,
24-11-03,63.24288367,65.06262264,62.89823713,64.42502594,3871494,,,,
25-11-03,65.13845794,66.24132828,64.62148802,65.82775116,3929112,,,,
26-11-03,65.82775116,65.82775116,65.82775116,65.82775116,0,,,,
27-11-03,65.65540327,66.99264038,65.65540327,66.57906342,4734261,,,,
28-11-03,66.77553185,69.3603871,66.69970889,69.08467102,3504330,,,,
