Date,Open,High,Low,Close,Volume,5EMA,26EMA,rsi,macd,macdSignal,macdHist,macd_crossover,macd_crossunder,ema_crossover,ema_crossunder,rsi_buy,rsi_sell,volume_buy,volume_sell,totalScore
1996-02-12,0.6307137360826476,0.6395930605489535,0.6208998295260685,0.6235702037811279,819200,0.6066341592710328,0.5630320667916678,73.80460516592625,,,,0,0,0,0,1,0,0,0,4
1996-02-13,0.6409288562830975,0.6542813777923584,0.6409288562830975,0.6542813777923584,2048000,0.6225166022574524,0.5704207949892603,78.8495002698165,,,,0,0,0,0,1,0,1,0,5
1996-02-14,0.6542813970666217,0.6843246935949721,0.6502751433560816,0.6789839863777161,972800,0.6413390927156372,0.5791512490548106,81.87344319421477,,,,0,0,0,0,1,0,0,0,3
1996-02-15,0.6789840789645872,0.6876631215867796,0.6542814862850254,0.6853933930397034,2201600,0.6560238746177399,0.5876411876626462,82.5697740923204,0.03305172186938343,0.015461047607904023,0.017590674261479408,0,0,0,0,1,0,1,0,4
1996-02-16,0.6853933372883977,0.6943396529627754,0.6599564467063215,0.6873294115066528,2764800,0.6664590607471949,0.5955611645553051,82.78489683743085,0.03630399529064876,0.01962963714445297,0.016674358146195792,0,0,0,0,1,0,1,0,5
1996-02-19,0.6873296040325815,0.6743107318928504,0.6716396642787703,0.6731088757514954,1024000,0.6686756667634814,0.6016892054233108,75.42163252398696,0.037303950300736965,0.02316449977570977,0.014139450525027197,0,0,0,0,1,0,0,0,4
1996-02-20,0.673108740268666,0.6709723022489985,0.6622932596486264,0.6624265909194946,614400,0.666592640846356,0.6064652111413671,70.35904991094117,0.03681012651519644,0.025893625123607104,0.010916501391589336,0,0,0,0,1,0,0,0,5
1996-02-21,0.6624265909194946,0.6624265909194946,0.6624265909194946,0.6624265909194946,0,0.6652039572548262,0.6108456884651153,70.35904991094117,0.03600373891666542,0.027915647882218765,0.008088091034446653,0,0,0,0,1,0,0,0,7
1996-02-22,0.6624265702460399,0.664963613236623,0.6571521206223311,0.6572854518890381,307200,0.6625644551081643,0.6144656306011789,67.81815486859976,0.034551535389270804,0.029242825383629174,0.005308710005641631,0,0,0,0,1,0,0,0,8
1996-02-23,0.6572854254087032,0.6636283993721008,0.6569518120112232,0.6636283993721008,153600,0.6629191032282168,0.618283035905758,69.29162081940544,0.03352600951444229,0.030099462209791795,0.0034265473046504943,0,0,0,0,1,0,0,0,8
1996-02-26,0.6636285672861651,0.667634129524231,0.6606238862429493,0.667634129524231,204800,0.6644907787549807,0.6221014165678406,70.2189717451339,0.032660017464938074,0.030611573260821052,0.002048444204117022,0,0,0,0,1,0,0,0,0
1996-02-27,0.6676339416847741,0.6509431257419842,0.6342523097991943,0.6342523097991943,153600,0.6544112886979114,0.6230384624096019,55.24618850024518,0.0289464025482018,0.030278539118297202,-0.0013321365700954026,0,1,0,0,0,0,0,0,0
1996-02-28,0.6342523858543139,0.6355875730514526,0.6355875730514526,0.6355875730514526,51200,0.6481367166476227,0.6240032814583134,55.65352074538983,0.02581351838514756,0.029385534971667272,-0.003572016586519712,0,0,0,0,0,0,0,0,0
1996-02-29,0.6355873919660141,0.6275755783299958,0.6249052454456905,0.6262404322624207,460800,0.6408379550555019,0.624174799492758,52.080076990235945,0.022319167500607917,0.0279722614774554,-0.005653093976847483,0,0,0,0,0,0,0,1,0
1996-03-01,0.6262404925528845,0.6342522662110704,0.614223158058878,0.6309139728546143,512000,0.6375299609491428,0.6246901421111398,53.6814809230618,0.019699896769356018,0.026317788535835523,-0.006617891766479506,0,0,0,0,0,0,1,0,0
1996-03-04,0.634252336629523,0.6409289240837097,0.634252336629523,0.6409289240837097,153600,0.6386629486696608,0.6259289492966436,56.99784712777208,0.01822217482133026,0.02469866579293447,-0.006476490971604208,0,0,0,0,0,0,0,0,1
1996-03-05,0.6409289240837097,0.6409289240837097,0.6409289240837097,0.6409289240837097,0,0.6394182738116752,0.6270707250468176,56.997847127772076,0.016856755348417463,0.023130283704031068,-0.006273528355613605,0,0,0,0,0,0,0,0,2
1996-03-06,0.65147707589023,0.65147707589023,0.6229022145271301,0.6229022145271301,204800,0.6339129206973999,0.6267540716098347,49.5863351264206,0.014156854368278182,0.02133559783688049,-0.007178743468602308,0,0,0,0,0,0,0,1,3
1996-03-07,0.6229022276055655,0.6409289240837097,0.6275094095370454,0.6409289240837097,307200,0.6362515884983383,0.6278288085713584,55.77880023970812,0.013318243771619387,0.019732127023828268,-0.006413883252208881,0,0,0,0,0,0,1,0,4
1996-03-08,0.6409287897402828,0.6462025046348572,0.6355873904992069,0.6462025046348572,256000,0.6395685605490468,0.6292194737854538,57.4263187716616,0.012930122307985403,0.018371726080659696,-0.005441603772674292,0,0,0,0,0,0,1,0,5
1996-03-11,0.6462027210470498,0.6409290043863167,0.6369897822505171,0.6395931243896484,153600,0.6395767484959225,0.630003367890748,54.67688423964613,0.011951442710842697,0.017087669406696294,-0.005136226695853598,0,0,0,0,0,0,0,0,2
1996-03-12,0.6395930442544151,0.6409289240837097,0.6275757084261727,0.6409289240837097,409600,0.6400274736921657,0.6308277374263747,55.14431275786181,0.01115503168912213,0.01590114186318146,-0.004746110174059331,0,0,0,0,0,0,1,0,3
1996-03-13,0.6409290898133361,0.6345198152148723,0.625573456287384,0.625573456287384,870400,0.6352094678883329,0.6304318305018831,48.900942738905265,0.009179002469672737,0.014556713984479715,-0.005377711514806979,0,0,0,0,0,0,0,1,4
1996-03-14,0.625573294528374,0.6409289240837097,0.6405946179457866,0.6409289240837097,307200,0.6371159532873825,0.6312217727586836,54.45424069826501,0.008751165014031281,0.013395604190390029,-0.004644439176358747,0,0,0,0,0,0,0,0,5
1996-03-15,0.6409290477850125,0.6383250127336887,0.6382579803466797,0.6382579803466797,153600,0.6374966289738936,0.6317506477570493,53.3678055559056,0.008103169615186867,0.012337117275349396,-0.004233947660162529,0,0,0,0,0,0,0,0,5
1996-03-18,0.6382578203502608,0.6409288871190192,0.6382578203502608,0.6391924023628235,1228800,0.6380618867702814,0.6323093961775077,53.715716944509,0.0075776778867227,0.011385229397624057,-0.003807551510901357,0,0,0,0,0,0,1,0,4
1996-03-19,0.6391924392273647,0.6409289240837097,0.634252336629523,0.6409289240837097,256000,0.6390175658748453,0.6329559229930075,54.3966453077451,0.007218138488746306,0.010551811215848507,-0.0033336727271022007,0,0,0,0,0,0,0,0,5
1996-03-21,0.6409290767112665,0.6458691804855191,0.6389259696006775,0.6389259696006775,256000,0.6389870337834541,0.6334033021156138,53.42041853591633,0.006694410243950344,0.009780331021468875,-0.003085920777518531,0,0,0,0,0,0,0,0,2
1996-03-22,0.6389259415711036,0.6502753193149042,0.6436657222016119,0.6472043395042419,768000,0.6417261356904952,0.6344366224966043,56.86595767704033,0.006868175055930625,0.009197899828361226,-0.0023297247724306004,0,0,0,0,0,0,1,0,3
1996-03-25,0.6472042948639094,0.6407950211197138,0.6295789346894616,0.6395931243896484,409600,0.6410151319235269,0.634822395437117,52.98525403214841,0.0063188833176464065,0.008622096526218263,-0.002303213208571856,0,0,0,0,0,0,0,0,4
1996-03-26,0.6395930793565776,0.6382578921897859,0.6310473680496216,0.6310473680496216,204800,0.6376925439654982,0.634540183142224,48.9463835813579,0.0051348037198700736,0.007924637964948624,-0.002789834245078551,0,0,0,0,0,0,0,0,5
1996-03-27,0.6310473823925132,0.6409289738266755,0.6355875730514526,0.6355875730514526,716800,0.6369908869941413,0.6346184300932176,51.07992772312747,0.004510771343184228,0.0072418646405957455,-0.0027310932974115177,0,0,0,0,0,0,1,0,3
1996-03-28,0.6355875665348986,0.6490070819854736,0.6476049031726039,0.6490070819854736,307200,0.6409962853246177,0.6356926780175624,56.82334020378418,0.005040954423501276,0.006801682597176851,-0.0017607281736755753,0,0,0,0,0,0,0,0,4
1996-03-29,0.6490071825754686,0.6729085282831826,0.6542815924839904,0.6715733408927917,716800,0.6511886371807305,0.6383699392642426,64.39371250199139,0.007199050659393302,0.006881156209620142,0.00031789444977316055,1,0,0,0,1,0,1,0,5
1996-04-01,0.6715733408927917,0.6715733408927917,0.6715733408927917,0.6715733408927917,0,0.6579835384181086,0.6408460935720761,64.3937125019914,0.008807826335269886,0.0072664902347500905,0.0015413361005197955,0,0,0,0,1,0,0,0,4
1996-04-02,0.6715733178773285,0.6743106842041016,0.6662989081495658,0.6743106842041016,614400,0.6634259203467859,0.6433404758340544,65.25085184167236,0.010186252598066714,0.007850442707413415,0.002335809890653299,0,0,0,0,1,0,1,0,6
1996-04-03,0.6743105546973216,0.6769809288737201,0.6689691543579102,0.6689691543579102,512000,0.6652736650171637,0.645249899454305,62.10889916539008,0.010724028598589563,0.008425159885648644,0.002298868712940919,0,0,0,0,1,0,0,1,8
1996-04-04,0.6689693169369195,0.667634129524231,0.667634129524231,0.667634129524231,51200,0.6660604865195203,0.6469168849664086,61.31423589088936,0.010916654212282939,0.008923458750975503,0.0019931954613074364,0,0,0,0,1,0,0,0,8
1996-04-05,0.667634129524231,0.667634129524231,0.667634129524231,0.667634129524231,0,0.6665850341877576,0.6484591148853035,61.31423589088936,0.010943165400079446,0.009327400080796291,0.0016157653192831554,0,0,0,0,1,0,0,0,10
1996-04-08,0.6676339366338859,0.6715061664581299,0.6676339366338859,0.6715061664581299,256000,0.6682254116112158,0.6501741491974496,62.91048257122919,0.011148108275272794,0.009691541719691592,0.001456566555581202,0,0,0,0,1,0,1,0,4
1996-04-09,0.6715063979896497,0.7076923993964066,0.6756459437408696,0.7056892514228821,2099200,0.6807133582151086,0.6543038707770439,73.36074764093227,0.013908487866697739,0.010534930949092821,0.003373556917604917,0,0,0,0,1,0,1,0,5
1996-04-10,0.7056889750349742,0.7771257562900542,0.7411407439110702,0.7444120049476624,4505600,0.7019462404592977,0.6610048274460352,80.17512572733769,0.01900167172672307,0.01222827910461887,0.006773392622104198,0,0,0,0,1,0,1,0,2
1996-04-11,0.7444120293591199,0.7424089636027744,0.7277212545265951,0.73573237657547,1536000,0.7132082858313568,0.6665603754900282,75.51237795546389,0.0220831226674032,0.014199247817175737,0.007883874850227462,0,0,0,0,1,0,0,0,3
1996-04-12,0.7357326530221745,0.7477506445843188,0.7317940821384697,0.7469494342803955,1587200,0.7244553353143707,0.6725352100323774,77.34599943298186,0.02514051336186285,0.016387500926113158,0.00875301243574969,0,0,0,0,1,0,0,0,4
1996-04-15,0.7469494552164104,0.8011614273672757,0.7477506655427907,0.7931496500968933,3174400,0.7473534402418796,0.6814975151755471,82.99419770067885,0.03093489065642374,0.019296978872175276,0.011637911784248466,0,0,0,0,1,0,1,0,5
1996-04-16,0.7931495046558316,0.8345429189777874,0.7878081034594248,0.8249286413192749,2918400,0.7732118406010123,0.6921527585640741,85.64536928743934,0.03765718680344721,0.022969020458429662,0.014688166345017545,0,0,0,0,1,0,1,0,5
1996-04-17,0.8249286271680449,0.874600479007277,0.8278663162773342,0.865387499332428,4249600,0.8039370601781518,0.7050193041538365,88.17328715499994,0.04572228856295135,0.027519674079334,0.018202614483617353,0,0,0,0,1,0,1,0,8
1996-04-18,0.8653874878919964,0.9011728373624625,0.8418867088134091,0.8557732105255127,3532800,0.8212157769606058,0.716213926828555,84.37093761676408,0.05075309694761854,0.0321663586529909,0.018586738294627633,0,0,0,0,1,0,0,1,3
1996-04-19,0.8557730121814477,0.8692595169277278,0.8445568875926582,0.8492304086685181,1587200,0.83055398752991,0.7260895985960238,81.78614311199492,0.053594297705445215,0.036451946463481766,0.01714235124196345,0,0,0,0,1,0,0,0,4
1996-04-22,0.8492303278184241,0.8478951409931315,0.8278660346407719,0.8292012214660645,1689600,0.8301030655086282,0.7337437144855135,74.28357128471742,0.05361177854849897,0.039883912880485206,0.013727865668013761,0,0,0,0,1,0,0,0,8
1996-04-23,0.8292014881546735,0.8345428891602363,0.8211897126396773,0.8326730728149414,3276800,0.8309597346107327,0.74108622032951,74.71653304361195,0.05329147072916662,0.04256542445022149,0.010726046278945134,0,0,0,0,1,0,1,0,8
1996-04-24,0.8326729466460127,0.8679243949779156,0.8425538850224206,0.8492974638938904,1280000,0.8370723110384519,0.7491164554822739,76.7362388773623,0.05375936935303416,0.04480421343078402,0.008955155922250137,0,0,0,0,1,0,0,0,8
1996-04-25,0.8492973879139103,0.8592445835383444,0.8479622009809535,0.8480285406112671,1484800,0.8407243875627237,0.7564556211450494,76.23564689831154,0.05341208955884036,0.04652578865639529,0.006886300902445068,0,0,0,0,1,0,0,0,5
1996-04-26,0.8480288529021653,0.8599128604144947,0.8362788286728804,0.8459593653678894,1382400,0.8424693801644455,0.7630958697517289,75.37218913639201,0.05236625705612452,0.047693882336341135,0.004672374719783386,0,0,0,0,1,0,0,0,6
1996-04-29,0.8459591248674543,0.8438897194198436,0.8370798009495813,0.8398835062980652,460800,0.8416074222089853,0.7687920570248824,72.76599605182639,0.05046542224009487,0.048248190317091884,0.0022172319230029866,0,0,0,0,1,0,0,0,4
1996-04-30,0.8445832183851205,0.8523043027397742,0.8412262038080461,0.8465974926948547,1075200,0.8432707790376085,0.7745631283544324,73.84234172470164,0.04893664832482869,0.04838588191863925,0.0005507664061894443,0,0,0,0,1,0,0,0,5
1996-05-01,0.8465974926948547,0.8499545072719291,0.8445832183851205,0.8465974926948547,358400,0.8443796835900239,0.779905612250316,73.84234172470163,0.04718120838181583,0.04814494721127456,-0.0009637388294587296,0,1,0,0,1,0,0,0,0
1996-05-02,0.8465973770737009,0.8862081275961691,0.8512970493219117,0.8620389699935913,1280000,0.850266112391213,0.785996537243907,76.33687929488998,0.04649998486759599,0.047815954742538844,-0.0013159698749428544,0,0,0,0,1,0,1,0,0
1996-05-03,0.8620393804994807,0.8700959887485246,0.8526401134814494,0.8623749017715454,1638400,0.8543023755179905,0.7916601970771109,76.38963153138417,0.045463146360193885,0.04734539306606985,-0.001882246705875966,0,0,0,0,1,0,1,0,1
1996-05-06,0.8623744296472355,0.8711019937079374,0.8559965786116562,0.8679471611976624,2150400,0.8588506374112145,0.7973166347400971,77.2938578279555,0.04457722068770076,0.04679175859039603,-0.0022145379026952752,0,0,0,0,1,0,1,0,2
1996-05-07,0.8679473105803986,0.872780978679657,0.8596892615408314,0.872780978679657,1536000,0.8634940845006952,0.8029116705595565,78.07818015198713,0.04376072053616065,0.046185550979548955,-0.002424830443388308,0,0,0,0,1,0,0,0,3
1996-05-08,0.8727807859654022,0.8915793087944491,0.8660668404879632,0.8844624757766724,1638400,0.8704835482593541,0.8089575580961978,79.88633407067059,0.04355417208857748,0.04565927520135466,-0.0021051031127771805,0,0,0,0,1,0,1,0,4
1996-05-09,0.8844625366931035,0.9459599310515138,0.8688195827323856,0.9081621766090392,4864000,0.8830430910425825,0.8163117779966168,82.95760699079648,0.04478657696569022,0.04548473555422177,-0.0006981585885315542,0,0,0,0,1,0,1,0,5
1996-05-10,0.9081625219864315,0.931190390880532,0.879494470857183,0.923469305038452,3328000,0.8965184957078723,0.8242551027860331,84.59388079415629,0.04646282947100877,0.04568035433757917,0.0007824751334295985,1,0,0,0,1,0,1,0,5
1996-05-13,0.9234692322300908,0.9381050536370736,0.9145402215174764,0.922932267189026,1587200,0.9053230862015903,0.8315694079534156,84.2881159150711,0.04720380115560885,0.045985043701185106,0.0012187574544237426,0,0,0,0,1,0,0,0,6
1996-05-14,0.9229321244166084,0.9263558497043648,0.9050067392710897,0.9183666110038756,1536000,0.909670927802352,0.8380028092749633,81.58814730816385,0.04688218758141616,0.046164472477231315,0.000717715104184842,0,0,0,0,1,0,0,0,6
1996-05-15,0.9183667215745309,0.9247451481233386,0.8969502420799019,0.9062154293060304,1894400,0.9085190949702447,0.8430584911231576,74.72738826792244,0.045126616154725796,0.04595690121273021,-0.0008302850580044138,0,1,0,0,1,0,0,0,8
1996-05-16,0.906215308492054,0.9305185454239676,0.914405990900346,0.915479838848114,972800,0.9108393429295344,0.8484258814006641,76.3596257843751,0.04397594624082146,0.04556071021834846,-0.0015847639775269998,0,0,0,0,1,0,0,0,12
1996-05-17,0.9154800611173771,0.92702767877139,0.8902363918029785,0.9014484882354736,1177600,0.907709058031514,0.8523554111581894,69.08238161318528,0.041453963823610884,0.044739360939400945,-0.0032853971157900605,0,0,0,0,1,0,0,0,13
1996-05-20,0.9014478941386296,0.8996350645028928,0.8882221054128061,0.8890945911407471,870400,0.9015042357345916,0.8550780696039746,63.3572114913961,0.03802014576469437,0.04339551790445963,-0.005375372139765258,0,0,0,0,1,0,0,0,3
1996-05-21,0.8890950250658477,0.9023214758814624,0.8841939082657994,0.8946003913879395,2355200,0.8992029542857075,0.8580068817942258,64.75896267981668,0.03533576359278723,0.041783567042125144,-0.006447803449337916,0,0,0,0,1,0,1,0,3
1996-05-22,0.8946004153998588,0.8996355277193675,0.8922505378723145,0.8922505378723145,1024000,0.8968854821479099,0.8605444379027012,63.63999491415464,0.03264247570081258,0.03995534877386263,-0.00731287307305005,0,0,0,0,1,0,0,0,1
1996-05-23,0.8922505253858245,0.8892297694629825,0.8802333110491879,0.8860068321228027,460800,0.893259265472874,0.8624312220658362,60.64169320649868,0.029662282441317855,0.037896735507353674,-0.008234453066035818,0,0,0,0,1,0,0,0,2
1996-05-24,0.8860069668424267,0.8888937278181736,0.8741238280393275,0.8875510692596436,819200,0.8913565334017971,0.8642925734409246,61.12947085615536,0.027112528491760157,0.03573989410423497,-0.008627365612474812,0,0,0,0,1,0,0,0,3
1996-05-27,0.8875507551775897,0.8794941510424248,0.8704310655593873,0.8704310655593872,614400,0.8843813774543271,0.8647474172847537,53.25027509342236,0.023440185033917982,0.03327995229017157,-0.009839767256253587,0,0,0,0,0,0,0,0,4
1996-05-28,0.8704311082099176,0.8794941941370401,0.8593536662644317,0.878151535987854,921600,0.8823047636321695,0.8657405994851847,56.00428935236492,0.020911746233219453,0.030806311078781144,-0.009894564845561692,0,0,0,0,0,0,1,0,5
1996-05-29,0.878151801754539,0.8899008631706238,0.8811732957193426,0.8899008631706238,512000,0.8848367968116543,0.8675307234804877,59.877971028834644,0.019629733429779472,0.02857099554898081,-0.008941262119201338,0,0,0,0,0,0,0,0,1
1996-05-30,0.8899005178911509,0.8794941190682589,0.8664023222218534,0.8730489015579224,563200,0.8809074983937437,0.8679395778281749,52.70952759052798,0.017057290752227394,0.026268254589630127,-0.009210963837402733,0,0,0,0,0,0,0,0,2
1996-05-31,0.8730488838439171,0.8727808111867715,0.8674095235226568,0.8687521815299988,409600,0.8768557261058287,0.8679997843865845,51.03199258495196,0.01450470083736255,0.02391554383917661,-0.009410843001814061,0,0,0,0,0,0,0,0,3
1996-06-03,0.8687526545134591,0.8956077961855449,0.8841941724798159,0.8948693871498108,819200,0.8828602797871561,0.8699905445171027,59.474720957453684,0.014422936528010522,0.022017022376943394,-0.007594085848932872,0,0,0,0,0,0,1,0,4
1996-06-04,0.8948692440932468,0.9005753993988037,0.8929223359635422,0.9005753993988037,460800,0.8887653196577053,0.872256531117831,61.05457689193933,0.0146496926869506,0.020543556438944836,-0.005893863751994237,0,0,0,0,1,0,0,0,5
1996-06-05,0.9016497256093026,0.9050067400519988,0.8969501348617321,0.897621750831604,460800,0.8917174633823383,0.8741357755339995,59.75595281107013,0.014424783892304172,0.019319801929616704,-0.0048950180373125325,0,0,0,0,0,0,0,0,2
1996-06-06,0.906349510393496,0.9157487750053406,0.906349510393496,0.9157487750053406,512000,0.8997279005900056,0.877218735266978,64.7160962066067,0.015530218715004152,0.018561885286694193,-0.0030316665716900414,0,0,0,0,1,0,0,0,3
1996-06-07,0.91541225662364,0.929175668196986,0.9131971947681894,0.9289068579673768,1331200,0.909454219715796,0.8810480777709252,67.81688020334899,0.017268965223036892,0.018303301273962732,-0.0010343360509258402,0,0,0,0,1,0,1,0,4
1996-06-10,0.9573067578642916,0.9573067578642916,0.9426035655599408,0.9453562498092652,819200,0.9214215630802857,0.88581232882171,71.22175466836887,0.01974663587941783,0.01859196819505375,0.0011546676843640774,1,0,0,0,1,0,1,0,5
1996-06-11,0.9399181862018512,0.949317453296436,0.9346816284650536,0.9477059841156006,1382400,0.9301830367587239,0.890397652463902,71.68262583349438,0.021650241143134186,0.01920362278466984,0.002446618358464346,0,0,0,0,1,0,1,0,3
1996-06-12,0.9533450934798374,0.9654296738731576,0.9506597768668535,0.953479826450348,1638400,0.9379486333225987,0.895070980270931,72.83388628732396,0.023355534785078347,0.02003400518475154,0.0033215296003268058,0,0,0,0,1,0,1,0,5
1996-06-13,0.9466316754281592,0.9532108887456764,0.9399177291581392,0.9492496252059937,460800,0.9417156306170638,0.899084669834051,70.5701671363729,0.024087979165569595,0.020844799980915152,0.0032431791846544433,0,0,0,0,1,0,0,0,7
1996-06-14,0.9519350356057658,0.9546877186083416,0.9479744273091872,0.9533450603485109,819200,0.9455921071942127,0.9031043814370165,71.49390860774719,0.024714026094240005,0.021618645203580124,0.003095380890659881,0,0,0,0,1,0,0,0,9
1996-06-17,0.96677295421656,0.968115612476391,0.9533450603485109,0.9533450603485109,1126400,0.9481764249123121,0.9068262762139283,71.49390860774719,0.024922877379161323,0.022279491638696365,0.0026433857404649583,0,0,0,0,1,0,0,0,10
1996-06-18,0.9432747888601316,0.9667729893248628,0.9399178562483916,0.9499213695526124,1331200,0.9487580731257456,0.9100187936595688,69.38248040996885,0.024529370973325304,0.02272946750562215,0.0017999034677031525,0,0,0,0,1,0,0,1,5
1996-06-19,0.9533450603485109,0.9533450603485109,0.9533450603485109,0.9533450603485109,102400,0.9502870688666674,0.9132284151310367,70.32624665911936,0.02421464617784652,0.023026503240067026,0.001188142937779496,0,0,0,0,1,0,0,0,5
1996-06-20,0.939917960494266,0.9533452007042637,0.939917960494266,0.9466319084167479,307200,0.9490686820500276,0.9157029395556842,66.02848437279121,0.02315659444691376,0.023052521481436373,0.00010407296547738573,0,0,0,0,1,0,0,0,0
1996-06-21,0.9479745668742512,0.9533452007042637,0.9466319084167482,0.9466319084167479,1177600,0.9482564241722677,0.917994138540577,66.02848437279121,0.022063743723853446,0.022854765929919786,-0.0007910222060663399,0,1,0,0,1,0,0,0,0
1996-06-24,0.9399179104741556,0.9399179104741556,0.9332039629089732,0.9364268183708192,768000,0.9443132222384515,0.9193596128704972,59.60637906161984,0.020142001715240943,0.022312213086984018,-0.0021702113717430756,0,0,0,0,0,0,0,0,0
