Date,Open,High,Low,Close,Volume
01-01-96,55.12766266,55.7762234,55.12766266,55.12766266,850
02-01-96,53.99269226,56.2626553,53.99269226,55.289814,3100
03-01-96,55.87351847,55.93837357,55.77623335,55.93837357,450
04-01-96,55.77622863,56.42478943,55.77622863,56.42478943,300
05-01-96,55.45194566,56.10050643,55.45194566,55.77622604,1900
08-01-96,55.7762234,56.10050376,55.12766266,55.12766266,3700
09-01-96,55.1276677,55.06281261,54.4791069,54.4791069,1250
10-01-96,55.12768023,55.12768023,54.6088295,54.6088295,400
11-01-96,54.80340011,54.80340011,54.41426453,54.44668961,900
12-01-96,54.47910814,56.10051017,53.83054733,53.83054733,1250
15-01-96,53.83056006,53.83056006,53.1819991,53.79813004,850
16-01-96,52.20914714,53.18198839,51.91729675,52.85770798,500
17-01-96,51.91730118,51.91730118,51.91730118,51.91730118,50
18-01-96,52.53343574,53.83055761,52.53343574,53.14956665,300
19-01-96,52.43614436,52.43614436,51.56058819,51.88486862,200
22-01-96,51.88487003,49.29062653,49.29062653,49.29062653,50
23-01-96,53.83055378,53.83055378,52.53343201,52.53343201,1050
24-01-96,50.5877501,50.91203055,49.809479,50.87960052,900
25-01-96,50.87959339,51.39844402,50.91202341,51.30115891,2300
26-01-96,51.30115891,51.30115891,51.30115891,51.30115891,0
29-01-96,51.30116254,52.17671871,51.23630745,52.04700851,850
30-01-96,52.04701378,53.18199539,51.23631263,53.18199539,7800
31-01-96,53.18198652,53.83054733,53.18198652,53.83054733,7950
01-02-96,54.1548265,54.4791069,54.1548265,54.4791069,350
02-02-96,54.47911406,57.39763802,55.12767494,57.20306778,11350
05-02-96,57.2030674,59.66760071,57.10578722,58.07862854,13300
06-02-96,58.07863304,60.31616626,57.72192255,58.9541893,10350
07-02-96,58.95419473,58.37048885,57.72192787,58.17591858,2150
08-02-96,58.85688686,60.96470925,58.40289632,60.83499908,6350
09-02-96,60.31615219,64.20751685,60.31615219,62.94282532,5550
