,Entry_Date,Exit_Date,Entry,Exit,profit
100,2017-07-20,2017-08-21,288.28839111328125,272.13748168945307,-161.50909423828182
101,2017-11-01,2017-12-04,316.92401123046875,310.7311706542969,-61.92840576171875
102,2018-01-31,2018-02-09,310.3843688964844,293.6885070800781,-166.9586181640625
103,2018-05-18,2018-07-04,236.6649932861328,255.0948486328125,184.29855346679688
104,2018-07-30,2018-08-28,294.6793518066406,302.556640625,78.77288818359375
105,2018-11-06,2018-12-11,283.8295593261719,278.67709350585943,-51.52465820312443
106,2018-12-24,2019-01-29,290.369140625,278.03305053710943,-123.36090087890568
107,2019-03-13,2019-04-24,290.4682312011719,307.9072265625,174.38995361328125
108,2019-05-24,2019-06-17,352.0992431640625,334.75933837890625,-173.3990478515625
109,2019-07-03,2019-07-26,362.8004455566406,339.46588134765625,-233.34564208984375
110,2019-09-27,2019-10-10,278.6275634765625,251.82501220703125,-268.0255126953125
111,2019-11-04,2019-12-12,311.42474365234375,318.90570068359375,74.8095703125
112,2020-02-19,2020-03-11,317.41943359375,242.8578186035156,-745.616149902344
113,2020-06-10,2020-08-12,185.98291015625,201.4402008056641,154.5729064941409
114,2020-08-19,2020-09-18,195.24737548828125,190.8380889892578,-44.092864990234375
115,2020-10-16,2021-03-15,194.15744018554688,380.3880615234375,1862.3062133789062
116,2021-05-06,2021-07-06,352.2973937988281,429.75,774.5260620117188
117,2021-08-04,2021-08-20,456.95001220703125,406.70001220703125,-502.5
