,Entry_Date,Exit_Date,Entry,Exit,profit
100,2013-09-18,2013-11-05,188.03195190429688,174.59521484375,-134.36737060546875
101,2014-01-01,2014-02-14,176.45608520507812,175.0330810546875,-14.23004150390625
102,2014-03-07,2014-04-15,185.076416015625,186.60890197753903,15.32485961914034
103,2014-05-19,2014-05-28,185.0490264892578,187.64881896972656,25.9979248046875
104,2014-07-14,2014-08-25,192.22412109375,194.64817810058602,24.240570068360228
105,2014-09-09,2014-10-20,199.60772705078125,196.15277099609366,-34.54956054687585
106,2014-11-14,2014-12-31,205.7375030517578,205.4588623046875,-2.786407470703125
107,2015-02-05,2015-03-11,205.5703430175781,188.46267700195312,-171.07666015624972
108,2015-04-20,2015-05-07,190.52452087402344,179.74169921875,-107.82821655273438
109,2015-07-03,2015-08-21,179.3872833251953,187.9985656738281,86.11282348632784
110,2015-08-28,2015-09-11,185.86705017089844,178.3357391357422,-75.3131103515625
111,2015-10-06,2015-11-13,194.87620544433602,187.4585876464844,-74.1761779785162
112,2015-11-27,2015-12-14,195.72882080078125,181.94509887695312,-137.83721923828125
113,2016-02-09,2016-02-18,177.5684051513672,173.61802673339844,-39.5037841796875
114,2016-03-22,2016-05-06,183.6787109375,180.58091735839844,-30.977935791015625
115,2016-05-24,2016-06-21,197.8319091796875,204.91229248046875,70.8038330078125
116,2016-07-07,2016-08-25,211.7712860107422,217.3013458251953,55.30059814453125
117,2016-09-07,2016-09-28,225.31776428222656,211.72840881347656,-135.8935546875
118,2016-11-11,2016-11-23,208.2989196777344,192.6089782714844,-156.8994140625
119,2017-01-05,2017-03-10,211.55694580078125,225.8750915527344,143.18145751953153
120,2017-03-23,2017-04-21,238.00689697265625,235.22044372558602,-27.864532470702272
121,2017-05-03,2017-05-11,237.7068328857422,237.1924133300781,-5.144195556640909
122,2017-05-25,2017-07-25,257.25491333007807,253.61264038085938,-36.42272949218693
123,2017-11-03,2017-11-14,230.98423767089844,223.2818298339844,-77.02407836914034
124,2017-12-18,2018-02-19,229.0695343017578,229.852783203125,7.832489013671875
125,2018-04-16,2018-06-05,230.1574249267578,237.2574920654297,71.00067138671875
126,2018-07-13,2018-09-11,239.8296661376953,263.59976196289057,237.70095825195256
127,2018-12-03,2018-12-13,250.9608154296875,244.17567443847656,-67.85140991210938
128,2018-12-27,2019-02-01,249.009521484375,249.0982208251953,0.886993408203125
129,2019-03-12,2019-05-10,261.2050170898437,264.08755493164057,28.82537841796875
130,2019-09-30,2019-10-22,234.8875732421875,224.98947143554688,-98.98101806640625
131,2019-11-05,2019-11-25,237.6445770263672,223.949951171875,-136.94625854492188
132,2020-01-21,2020-01-30,215.54335021972656,211.5660400390625,-39.773101806640625
133,2020-04-16,2020-05-12,168.44834899902344,149.1945037841797,-192.5384521484375
134,2020-05-29,2020-06-25,178.39163208007812,182.6853179931641,42.93685913085966
135,2020-07-03,2020-08-04,187.61175537109366,184.04769897460938,-35.6405639648429
136,2020-08-18,2020-08-26,188.70474243164062,185.2832336425781,-34.215087890625284
137,2020-11-12,2021-01-07,178.6778564453125,192.74400329589844,140.66146850585938
138,2021-01-22,2021-02-24,200.2522735595703,203.1987609863281,29.46487426757784
139,2021-03-25,2021-04-16,205.87435913085938,202.32310485839844,-35.512542724609375
140,2021-05-21,2021-06-28,203.3933563232422,203.6000061035156,2.066497802734091
141,2021-07-26,2021-08-26,211.1499938964844,204.6000061035156,-65.49987792968807
