Date,Open,High,Low,Close,Volume
1996-01-01,57.70473813524182,57.92221916048091,56.99430458521725,57.7772331237793,1024222
1996-01-02,57.70473603128827,57.92221704859785,56.559340472547426,56.70433044433594,1695431
1996-01-03,56.70432203374603,57.994703432508175,56.559332083462955,56.71881866455078,1351411
1996-01-04,55.81992279436307,55.81992279436307,53.64511999348543,54.92100524902344,3478582
1996-01-05,54.25405292403758,54.515027781556476,53.28264059937965,53.83359146118164,3013803
1996-01-08,53.50011735436965,53.64510337477146,51.35431243130421,51.81827163696289,3675215
1996-01-09,50.74537764968567,52.006766137733315,50.74537764968567,51.57180404663086,3696410
1996-01-10,51.57179729849912,52.55770625151921,50.74537100969121,51.296321868896484,3592305
1996-01-11,51.325321087793334,52.76068876422769,51.15133784344493,52.49971389770508,2771929
1996-01-12,52.499710480029904,53.32613674744537,51.977756840589976,52.296730041503906,3159319
1996-01-15,51.97775945773786,52.586704744350115,51.74578180202777,51.86177062988281,1335203
1996-01-16,51.86176885985361,52.19523869874226,51.3543157851204,51.76028060913086,1946566
1996-01-17,51.325310427070136,51.70227798523217,49.73045647106175,50.00593185424805,2551251
1996-01-18,49.310007360760274,49.65797386383586,48.135614502319925,48.947540283203125,3193071
1996-01-19,48.35308587502438,49.121513719289275,48.135604883872396,48.527069091796875,2007836
1996-01-22,49.00553343180944,49.48398933133966,48.49808032444022,49.03453063964844,1528898
1996-01-23,48.64304988249311,49.23749441197081,46.3957571854603,47.09169387817383,1675215
1996-01-24,47.091712229119764,53.32614375462129,45.67084109198595,46.45376968383789,2070887
1996-01-25,46.395768967172735,46.55525162656388,45.16338182805834,45.45335388183594,1592038
1996-01-26,45.45335388183594,45.45335388183594,45.45335388183594,45.45335388183594,0
1996-01-29,44.960398222555376,47.84563793889577,44.960398222555376,47.52666473388672,3235372
1996-01-30,48.42558882982877,49.295509068159696,46.975720452485994,47.93263626098633,3201976
1996-01-31,48.13560401496812,50.16541999512486,47.773137016382016,48.41107940673828,3476533
1996-02-01,48.00511594188074,49.65796439714106,48.00511594188074,49.49848175048828,1847537
1996-02-02,50.52789825319729,53.71760697539117,49.875455146130236,53.10866165161133,3973372
1996-02-05,55.38494530946037,58.57465756435495,53.21014311127575,55.18196487426758,6892153
1996-02-06,55.529937670924426,55.81990973371127,49.5854788608085,50.51339340209961,4002404
1996-02-07,50.51339534046077,53.355137426311416,49.73046680051961,52.49971389770508,4535042
1996-02-08,52.77517566287832,60.430475834281566,52.630189663490434,60.12600326538086,11450974
1996-02-09,64.08414793592046,64.66409592104078,61.198912521996505,63.63468933105469,11968295
1996-02-12,62.31530216955443,63.35920524725809,59.15458785744005,60.053504943847656,8375901
1996-02-13,59.73454925882613,61.32940340415236,58.661648740462795,60.082515716552734,7238578
1996-02-14,62.344324952262475,64.37413754413235,61.184428665159366,61.778873443603516,6725709
1996-02-15,60.31449381957696,63.06923993894632,59.87953183211192,60.923439025878906,5569952
1996-02-16,60.60448348614631,60.60448348614631,59.2996010844189,59.6475715637207,3611897
1996-02-19,60.31450531498937,61.169924940825986,59.73455720129392,60.010032653808594,2468518
1996-02-20,60.01001454267516,60.097006142419225,56.9072983903142,57.7047233581543,3523198
1996-02-21,57.7047233581543,57.7047233581543,57.7047233581543,57.7047233581543,0
1996-02-22,59.00960272636771,60.60445653461774,59.00960272636771,60.299983978271484,3295395
1996-02-23,60.16950988037604,60.57547073833885,59.09660544644281,59.778045654296875,2908094
1996-02-26,60.03902980275668,62.02534844534241,59.85054597642777,60.14052200317383,7000801
1996-02-27,60.25650668938065,60.25650668938065,58.71964685666381,59.169105529785156,4027250
1996-02-28,60.604465787590165,61.01043057149115,59.618556941506,59.749046325683594,3392643
1996-02-29,59.31407612390773,59.44456549001306,55.31244294719042,55.964881896972656,6702466
1996-03-01,56.67533541225933,57.11029352319138,55.558937016973736,56.602840423583984,5607978
1996-03-04,56.54485535252612,57.08130574817452,55.67493504653904,56.3128776550293,3652328
1996-03-05,56.3128776550293,56.3128776550293,56.3128776550293,56.3128776550293,0
1996-03-06,56.68982987681557,57.63224499167151,56.48684943281332,57.35676956176758,2477958
1996-03-07,57.58874894571665,58.40067468654118,56.689831583415206,56.936309814453125,3227179
1996-03-08,56.54483120810257,56.834803206156685,55.89239224229467,56.66082000732422,2487042
1996-03-11,55.819914983798235,56.39986310429157,54.964491407561226,55.57343673706055,3201887
1996-03-12,55.67491650678208,55.73291091184414,50.759865065350176,54.804996490478516,2294237
1996-03-13,55.52992578979088,57.197270704631414,55.15295824845043,56.97978973388672,3583399
1996-03-14,56.97980453420811,57.82073143554049,56.1968759884619,56.39986038208008,3237242
1996-03-15,56.32735476627547,56.66082456102405,55.022472789416994,55.21095657348633,3323982
1996-03-18,54.66002085170444,55.0804823687003,52.775194312847674,52.9346809387207,3500934
1996-03-19,52.789679882472186,53.50011329877281,49.585471342810486,50.64387512207031,3195742
